theme3_id,theme_label,target_mode,claim_type_mode,chatgpt_status_at_eval,chatgpt_confidence,selected_claude_cluster_id,bridge_confidence,mapping_status,manual_review,claude_claims_in_window,claude_supported_pct,claude_contradicted_pct,claude_mixed_pct,claude_pending_pct,claude_untestable_pct,claude_primary_status,hybrid_status,agreement_band,goalpost_shift_flag,goalpost_shift_score,first_date,last_date,claim_occurrences
theme3_b1a2bbb9ed57,safety_alignment,llms,descriptive,mixed,medium,ai_child_safety,high,mapped,no,6,33.3,0.0,33.3,0.0,33.3,mixed,mixed_or_unresolved,high,no,1,2023-02-14,2025-11-18,5
theme3_b801791847b6,safety_alignment,openai,descriptive,mixed,medium,ai_safety_requires_understanding,high,mapped,no,13,30.8,7.7,15.4,7.7,38.5,supported,mixed_or_unresolved,medium,no,1,2024-05-26,2024-10-24,3
theme3_baac05bbb9c7,safety_alignment,tesla,predictive,mixed,medium,ai_safety_requires_understanding,high,mapped,no,11,36.4,9.1,9.1,9.1,36.4,supported,mixed_or_unresolved,medium,no,1,2023-02-13,2025-07-15,2
theme3_d74dcfc359c8,safety_alignment,general_ai,descriptive,mixed,medium,ai_existential_risk_real_but_misframed,high,mapped,no,13,53.8,0.0,0.0,7.7,38.5,supported,mixed_or_unresolved,medium,no,0,2023-03-18,2025-11-19,3
theme3_e07ab2924ca9,safety_alignment,tesla,descriptive,mixed,medium,ai_safety_requires_understanding,high,mapped,no,1,0.0,0.0,0.0,100.0,0.0,contradicted,mixed_or_unresolved,medium,no,0,2025-07-15,2025-07-15,1
theme3_fa38c07be4e7,safety_alignment,general_ai,normative,untestable,high,ai_military_dangerous,high,mapped,no,19,36.8,0.0,10.5,5.3,47.4,supported,mixed_or_unresolved,medium,no,0,2023-11-25,2026-02-26,5
theme3_fc164b36a679,safety_alignment,llms,normative,untestable,high,ai_safety_requires_understanding,high,mapped,no,4,50.0,25.0,0.0,0.0,25.0,supported,mixed_or_unresolved,medium,no,1,2023-03-29,2024-10-05,4
theme3_0ec6975bae97,scaling_limits,general_ai,normative,untestable,high,scaling_wont_reach_agi,high,mapped,yes,57,54.4,3.5,22.8,7.0,12.3,supported,mixed_or_unresolved,medium,no,0,2024-09-10,2026-02-10,4
theme3_0f76f2088106,scaling_limits,agi,normative,untestable,high,scaling_wont_reach_agi,high,mapped,yes,11,54.5,0.0,27.3,9.1,9.1,supported,mixed_or_unresolved,medium,no,0,2025-03-05,2025-08-09,2
theme3_1421096bca2e,scaling_limits,general_ai,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,96,41.7,3.1,30.2,10.4,14.6,supported,mixed_or_unresolved,medium,no,0,2023-02-11,2025-12-09,6
theme3_172e5150cd97,scaling_limits,llms,normative,untestable,high,scaling_wont_reach_agi,high,mapped,yes,77,40.3,2.6,35.1,10.4,11.7,supported,mixed_or_unresolved,medium,no,1,2023-02-11,2025-07-13,5
theme3_1741dd2488ee,scaling_limits,anthropic,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2025-11-18,2025-11-18,1
theme3_2cc418f5064a,scaling_limits,general_ai,predictive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,78,43.6,3.8,32.1,6.4,14.1,supported,mixed_or_unresolved,medium,no,1,2023-08-24,2025-12-20,5
theme3_315a8368ec1c,scaling_limits,llms,predictive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,75,41.3,2.7,36.0,8.0,12.0,supported,mixed_or_unresolved,medium,no,1,2023-02-13,2025-07-27,5
theme3_6608404f688e,scaling_limits,ai_safety,predictive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2025-05-22,2025-05-22,1
theme3_6fb1ef5deff5,scaling_limits,ai_safety,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2024-08-10,2024-08-10,1
theme3_79c4816299f2,scaling_limits,regulation,normative,untestable,high,scaling_wont_reach_agi,high,mapped,yes,2,50.0,0.0,0.0,0.0,50.0,supported,mixed_or_unresolved,medium,no,0,2024-11-24,2024-11-24,1
theme3_8fe0ad899072,scaling_limits,llms,causal,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2025-10-22,2025-10-22,1
theme3_91c95a37e045,scaling_limits,agi,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,75,38.7,2.7,36.0,10.7,12.0,supported,mixed_or_unresolved,medium,no,0,2023-02-11,2025-06-17,4
theme3_a54614512de5,scaling_limits,regulation,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,4,75.0,25.0,0.0,0.0,0.0,supported,mixed_or_unresolved,medium,no,0,2024-11-10,2024-11-10,1
theme3_ad215ff54ca7,scaling_limits,general_ai,causal,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2023-04-09,2023-04-09,1
theme3_d8c7f3475f9e,scaling_limits,ai_safety,normative,untestable,high,scaling_wont_reach_agi,high,mapped,yes,1,0.0,0.0,0.0,0.0,100.0,contradicted,mixed_or_unresolved,medium,no,0,2024-02-11,2024-02-11,1
theme3_dc8619624667,scaling_limits,openai,descriptive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2025-08-03,2025-08-03,1
theme3_e08a363477d6,scaling_limits,ai_safety,causal,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,106,42.5,2.8,30.2,10.4,14.2,supported,mixed_or_unresolved,medium,no,0,2025-01-16,2025-01-16,1
theme3_fde6def617bf,scaling_limits,agi,predictive,unresolved,medium,scaling_wont_reach_agi,high,mapped,yes,96,41.7,3.1,30.2,10.4,14.6,supported,mixed_or_unresolved,medium,no,0,2023-02-11,2025-12-01,7
theme3_4c05ee8245b3,self_driving_robotics,google,descriptive,unresolved,medium,musk_ai_hypocrisy,low,mapped_medium_weak_target,yes,1,0.0,0.0,100.0,0.0,0.0,mixed,mixed_or_unresolved,medium,no,0,2023-02-17,2023-02-17,1
theme3_7fce72a0f3dd,self_driving_robotics,tesla,normative,untestable,high,musk_ai_hypocrisy,medium,mapped,no,3,33.3,0.0,66.7,0.0,0.0,mixed,mixed_or_unresolved,medium,no,0,2023-02-11,2023-02-11,1
theme3_8546265138f1,self_driving_robotics,general_ai,normative,untestable,high,musk_ai_hypocrisy,medium,mapped,no,3,33.3,0.0,66.7,0.0,0.0,mixed,mixed_or_unresolved,medium,no,1,2023-01-31,2023-02-11,2
theme3_9d3a3aa0a56f,self_driving_robotics,google,normative,untestable,high,musk_ai_hypocrisy,low,mapped_medium_weak_target,yes,1,0.0,0.0,100.0,0.0,0.0,mixed,mixed_or_unresolved,medium,no,0,2023-02-17,2023-02-17,1
theme3_c49097e81ee1,self_driving_robotics,llms,normative,untestable,high,musk_ai_hypocrisy,low,mapped_medium_weak_target,yes,1,0.0,0.0,100.0,0.0,0.0,mixed,mixed_or_unresolved,medium,no,0,2023-10-26,2024-02-12,2
theme3_1a14a35b5ae3,hallucination_misinformation,google,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,63,58.7,4.8,27.0,3.2,6.3,supported,supported,high,no,0,2023-11-03,2025-10-16,2
theme3_1f57bba83c5b,hallucination_misinformation,regulation,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,57,42.1,8.8,36.8,3.5,8.8,supported,supported,high,no,0,2023-07-08,2024-12-08,3
theme3_7e42adbbe8cc,hallucination_misinformation,agi,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,120,56.7,5.8,28.3,2.5,6.7,supported,supported,high,no,0,2024-10-20,2024-10-20,1
theme3_843083c99dae,hallucination_misinformation,llms,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,97,56.7,5.2,28.9,2.1,7.2,supported,supported,high,no,1,2023-02-16,2025-12-01,11
theme3_84ad1984d6b1,hallucination_misinformation,openai,predictive,supported,high,hallucination_unsolvable,high,mapped,no,67,61.2,4.5,26.9,1.5,6.0,supported,supported,high,no,0,2023-11-26,2025-12-01,3
theme3_884d8ba6d388,hallucination_misinformation,agi,predictive,supported,high,hallucination_unsolvable,high,mapped,no,1,100.0,0.0,0.0,0.0,0.0,supported,supported,high,no,0,2023-11-17,2023-11-17,1
theme3_97d445ef04e0,hallucination_misinformation,general_ai,descriptive,supported,high,deepfakes_threaten_democracy,high,mapped,no,30,60.0,0.0,26.7,0.0,13.3,supported,supported,high,no,0,2023-02-13,2023-08-28,4
theme3_a708e869f9a5,hallucination_misinformation,llms,predictive,supported,high,hallucination_unsolvable,high,mapped,no,105,57.1,4.8,28.6,2.9,6.7,supported,supported,high,yes,4,2023-02-15,2025-12-30,9
theme3_b9eb41933dd0,hallucination_misinformation,openai,causal,supported,high,hallucination_unsolvable,high,mapped,no,120,56.7,5.8,28.3,2.5,6.7,supported,supported,high,no,0,2024-12-08,2024-12-08,1
theme3_bf5474b08c03,hallucination_misinformation,ai_safety,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,88,52.3,5.7,31.8,2.3,8.0,supported,supported,high,no,0,2023-03-11,2025-11-18,4
theme3_c0445b574603,hallucination_misinformation,general_ai,causal,supported,high,deepfakes_threaten_democracy,high,mapped,no,79,62.0,1.3,16.5,3.8,16.5,supported,supported,high,no,0,2025-03-27,2025-03-27,1
theme3_d1fa2955645a,hallucination_misinformation,llms,causal,supported,high,hallucination_unsolvable,high,mapped,no,55,56.4,5.5,29.1,1.8,7.3,supported,supported,high,no,0,2024-02-06,2025-08-04,2
theme3_d9446e6d7328,hallucination_misinformation,general_ai,predictive,supported,high,deepfakes_threaten_democracy,high,mapped,no,52,55.8,1.9,21.2,3.8,17.3,supported,supported,high,no,1,2023-02-09,2024-07-28,3
theme3_edacd814a9aa,hallucination_misinformation,ai_safety,predictive,supported,high,hallucination_unsolvable,high,mapped,no,111,57.7,4.5,27.9,2.7,7.2,supported,supported,high,no,1,2023-02-14,2026-01-06,11
theme3_f099539befa0,hallucination_misinformation,meta,descriptive,supported,high,hallucination_unsolvable,high,mapped,no,29,58.6,10.3,13.8,3.4,13.8,supported,supported,high,no,0,2023-08-27,2024-04-06,2
