theme3_id,theme_label,target_mode,chatgpt_status_at_eval,chatgpt_confidence,selected_claude_cluster_id,selected_match_confidence,bridge_confidence,mapping_status,manual_review,date_overlap_days,selected_match_rationale,candidate_count,candidate_clusters
theme3_419123be14a2,regulation_policy,general_ai,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,1,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_4d4c7585d973,regulation_policy,openai,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,200,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_5e564709c39c,regulation_policy,openai,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,1,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_68780a9144b2,regulation_policy,llms,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,992,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_7e94375ad3bc,regulation_policy,general_ai,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,422,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_8fe53b7d86e3,regulation_policy,regulation,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,1072,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_9f755cccecc5,regulation_policy,tesla,untestable,high,industry_self_regulation_fails,high,high,mapped,yes,1,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_b0820e15e283,regulation_policy,regulation,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,755,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_cefbd7e78334,regulation_policy,llms,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,878,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_1153785f29bf,safety_alignment,ai_safety,mixed,medium,ai_child_safety,high,high,mapped,no,1104,Child safety is a specific safety sub-theme,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_2a82b0d65531,safety_alignment,general_ai,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,575,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_331c20da7676,safety_alignment,regulation,untestable,high,ai_safety_requires_understanding,high,high,mapped,no,809,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_35dcaa96810a,safety_alignment,openai,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,279,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_3c58fbaf4439,safety_alignment,openai,untestable,high,ai_safety_requires_understanding,high,high,mapped,no,1,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_45dd29a88dd4,safety_alignment,ai_safety,mixed,medium,ai_existential_risk_real_but_misframed,high,high,mapped,no,1049,Directly about AI safety/risk framing,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_4cd923f75a30,safety_alignment,regulation,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,1,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_5050e9c2cf3b,safety_alignment,regulation,mixed,medium,ai_existential_risk_real_but_misframed,high,high,mapped,no,970,Directly about AI safety/risk framing,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_696ea994cd91,safety_alignment,ai_safety,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,667,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_8cc71dd645bf,safety_alignment,microsoft,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,1,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_8e4a7ba67b7e,safety_alignment,llms,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,812,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_8fabf966d580,safety_alignment,regulation,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,1,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_9b38ae8cd486,safety_alignment,ai_safety,untestable,high,ai_safety_requires_understanding,high,high,mapped,no,629,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_aa23f30fb332,safety_alignment,llms,mixed,medium,ai_child_safety,high,high,mapped,no,1029,Child safety is a specific safety sub-theme,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_b1a2bbb9ed57,safety_alignment,llms,mixed,medium,ai_child_safety,high,high,mapped,no,1009,Child safety is a specific safety sub-theme,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_b801791847b6,safety_alignment,openai,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,152,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_baac05bbb9c7,safety_alignment,tesla,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,884,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_d74dcfc359c8,safety_alignment,general_ai,mixed,medium,ai_existential_risk_real_but_misframed,high,high,mapped,no,978,Directly about AI safety/risk framing,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_e07ab2924ca9,safety_alignment,tesla,mixed,medium,ai_safety_requires_understanding,high,high,mapped,no,1,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_fa38c07be4e7,safety_alignment,general_ai,untestable,high,ai_military_dangerous,high,high,mapped,no,825,Military AI risk is a major safety sub-theme,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_fc164b36a679,safety_alignment,llms,untestable,high,ai_safety_requires_understanding,high,high,mapped,no,557,Safety-through-understanding is a core alignment thesis,9,ai_child_safety;ai_enviro_costs_ignored;ai_existential_risk_real_but_misframed;ai_military_dangerous;ai_safety_requires_understanding;ai_surveillance_authoritarian;ai_worsens_inequality;llm_security_vulnerabilities;llms_unreliable_for_critical_apps
theme3_0ec6975bae97,scaling_limits,general_ai,untestable,high,scaling_wont_reach_agi,high,high,mapped,yes,510,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_0f76f2088106,scaling_limits,agi,untestable,high,scaling_wont_reach_agi,high,high,mapped,yes,158,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_1421096bca2e,scaling_limits,general_ai,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1033,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_172e5150cd97,scaling_limits,llms,untestable,high,scaling_wont_reach_agi,high,high,mapped,yes,884,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_1741dd2488ee,scaling_limits,anthropic,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_1d051096961b,scaling_limits,openai,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_2cc418f5064a,scaling_limits,general_ai,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,850,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_315a8368ec1c,scaling_limits,llms,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,896,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_6608404f688e,scaling_limits,ai_safety,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_6fb1ef5deff5,scaling_limits,ai_safety,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_79c4816299f2,scaling_limits,regulation,untestable,high,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_8fe0ad899072,scaling_limits,llms,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_91c95a37e045,scaling_limits,agi,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,858,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_a4bd807a6b2f,scaling_limits,llms,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,328,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_a54614512de5,scaling_limits,regulation,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_ad215ff54ca7,scaling_limits,general_ai,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_b0a943ac0bbb,scaling_limits,agi,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,97,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_d8c7f3475f9e,scaling_limits,ai_safety,untestable,high,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_dc8619624667,scaling_limits,openai,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_e08a363477d6,scaling_limits,ai_safety,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_fc9bd1ed6aeb,scaling_limits,google,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_fde6def617bf,scaling_limits,agi,unresolved,medium,scaling_wont_reach_agi,high,high,mapped,yes,1025,Direct match — scaling insufficiency thesis,6,ai_needs_new_paradigm;ai_progress_not_linear;llm_reliability_fundamental;need_hybrid_neurosymbolic;o3_not_breakthrough;scaling_wont_reach_agi
theme3_0b7a44e78690,self_driving_robotics,tesla,unresolved,medium,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_4fd1eed54bd2,self_driving_robotics,general_ai,unresolved,medium,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_7fce72a0f3dd,self_driving_robotics,tesla,untestable,high,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_8546265138f1,self_driving_robotics,general_ai,untestable,high,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_a258d61593cc,self_driving_robotics,tesla,unresolved,medium,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_e38d5e6599b8,self_driving_robotics,general_ai,unresolved,medium,musk_ai_hypocrisy,medium,medium,mapped,no,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_4c05ee8245b3,self_driving_robotics,google,unresolved,medium,musk_ai_hypocrisy,medium,low,mapped_medium_weak_target,yes,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_54e37b5b2981,self_driving_robotics,llms,unresolved,medium,musk_ai_hypocrisy,medium,low,mapped_medium_weak_target,yes,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_9d3a3aa0a56f,self_driving_robotics,google,untestable,high,musk_ai_hypocrisy,medium,low,mapped_medium_weak_target,yes,1,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
theme3_c49097e81ee1,self_driving_robotics,llms,untestable,high,musk_ai_hypocrisy,medium,low,mapped_medium_weak_target,yes,110,Tesla/Musk self-driving claims are a major sub-theme of musk_ai_hypocrisy,3,llms_unreliable_for_critical_apps;miscellaneous;musk_ai_hypocrisy
