id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_0665,2024-02-07,could-gpt-5-revolutionize-military,General-purpose generative AI systems like GPT-4 cannot even handle static game situations competently.,descriptive,GPT-4 game playing,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",med,partial,contradicted,none,
claim_0666,2024-02-07,could-gpt-5-revolutionize-military,Using current generative AI systems for military command decisions would be malpractice given their unreliability.,normative,AI military applications,ai_military_dangerous,Deploying unreliable AI in military applications and lethal autonomous weapons is extremely dangerous.,med,no,untestable,none,
claim_0667,2024-02-07,could-gpt-5-revolutionize-military,The primary near-term AI risk is not from smart AI but from stupid AI being over-applied in high-stakes domains.,descriptive,AI risk,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,no,untestable,none,
claim_0668,2024-02-08,further-trouble-in-hinton-city,"Generative AI systems effectively store representations from their training data, contrary to Hinton's claims.",descriptive,GenAI storage/memorization,hinton_criticism,Geoffrey Hinton's late pivot to AI risk advocacy is complicated by decades of dismissing symbolic AI and safety.,med,partial,supported,none,
claim_0669,2024-02-08,further-trouble-in-hinton-city,Generative AI systems are attracted to frequently-seen stored representations rather than generating novel designs that match requirements.,descriptive,GenAI novelty limitations,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,partial,mixed,none,
claim_0670,2024-02-08,further-trouble-in-hinton-city,Generative AI systems fail to understand simple functional concepts like designing a controller for one-handed use.,descriptive,GenAI understanding,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,mixed,none,
claim_0671,2024-02-08,further-trouble-in-hinton-city,Generative AI systems struggle with noncanonical situations because statistical frequency is a mediocre substitute for deep understanding.,causal,GenAI limitations,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,supported,none,
claim_0672,2024-02-08,there-must-be-some-misunderstanding,LLMs and generative AI systems do not deeply understand their inputs.,descriptive,LLM understanding,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0673,2024-02-08,there-must-be-some-misunderstanding,Compositionality and negation remain unsolved problems for current AI systems.,descriptive,LLM compositionality,llms_lack_compositionality,LLMs and neural nets fundamentally lack compositionality -- the ability to understand novel combinations of concepts.,med,partial,mixed,none,
claim_0674,2024-02-08,there-must-be-some-misunderstanding,Reliability remains an unsolved problem for current AI systems.,descriptive,LLM reliability,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",low,partial,supported,none,
claim_0675,2024-02-08,there-must-be-some-misunderstanding,"Scaling alone has not and will not solve the problems of compositionality, negation, understanding, and reliability in LLMs.",predictive,LLM scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,mixed,none,
claim_0676,2024-02-08,there-must-be-some-misunderstanding,The AI field should explore fundamentally different approaches beyond current LLM architectures.,normative,AI research direction,ai_needs_new_paradigm,"Fundamentally new AI approaches are needed because the current deep learning/LLM paradigm has inherent, unfixable limitations.",low,no,untestable,none,
claim_0677,2024-02-10,what-could-possibly-go-wrong-with,The main risks of LLM-based agents that can control user devices are malicious takeover and the agent making stupid mistakes.,descriptive,LLM agents,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,med,partial,supported,none,
claim_0678,2024-02-10,what-could-possibly-go-wrong-with,"OpenAI has already had numerous security issues in its first 14 months, including prompt injection attacks, account takeovers, data exfiltration bugs, and Russian hacker breaches.",descriptive,OpenAI security,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",high,yes,supported,none,
claim_0679,2024-02-10,what-could-possibly-go-wrong-with,Giving LLM-based agents direct control over user devices is extremely reckless given the current level of AI reliability and security.,normative,LLM agents,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,med,no,untestable,none,
claim_0680,2024-02-10,what-could-possibly-go-wrong-with,LLM-based agents will not change the world for the better this decade.,predictive,LLM agents,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,med,partial,pending,relative,this decade (by ~2030)
claim_0681,2024-02-10,what-could-possibly-go-wrong-with,"Chains of LLMs are unlikely to produce stable, secure AI agents without massive technical advances beyond current architectures.",predictive,LLM agents,trump_ai_policy_harmful,The Trump administration's AI deregulation and industry capture will harm citizens and benefit only AI companies.,med,partial,mixed,none,
claim_0682,2024-02-10,what-could-possibly-go-wrong-with,LLM-based agents distributed to millions of customers is the most dangerous AI idea of 2024.,normative,LLM agents,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,med,no,untestable,explicit_date,2024
claim_0683,2024-02-10,what-could-possibly-go-wrong-with,We are not particularly close to achieving AGI.,descriptive,AGI timeline,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,low,partial,mixed,none,
claim_0684,2024-02-10,what-could-possibly-go-wrong-with,No one currently knows how to make AGI safe in the near term.,descriptive,AGI safety,ai_existential_risk_real_but_misframed,"AI poses real risks, but focus on far-future superintelligence distracts from immediate concrete dangers.",low,partial,supported,none,
claim_0685,2024-02-10,what-could-possibly-go-wrong-with,Sam Altman will not succeed in raising $7 trillion for AI infrastructure.,predictive,Altman $7T fundraise,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",high,yes,supported,none,
claim_0686,2024-02-11,seven-reasons-why-the-world-should,A $7 trillion AI infrastructure buildout would consume an enormous and environmentally harmful amount of energy.,descriptive,AI energy consumption,ai_enviro_costs_ignored,"The environmental costs of AI (energy, water, carbon) are substantial, underreported, and growing unsustainably.",med,partial,supported,none,
claim_0687,2024-02-11,seven-reasons-why-the-world-should,"Generative AI has so far been mostly promise rather than delivery, and there is no argument yet that its benefits justify massive environmental costs.",descriptive,GenAI value proposition,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,mixed,none,
claim_0688,2024-02-11,seven-reasons-why-the-world-should,A failed $7 trillion AI infrastructure project could set back legitimate AI development for a decade.,predictive,AI investment risk,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,pending,relative,a decade
claim_0689,2024-02-11,seven-reasons-why-the-world-should,Society should reject massive AI infrastructure expansion until the technology is demonstrably mature enough to yield enormous net benefit.,normative,AI infrastructure investment,ai_benchmarks_misleading,"AI benchmarks and demos are frequently misleading, creating false impressions of capabilities.",low,no,untestable,none,
claim_0690,2024-02-11,seven-reasons-why-the-world-should,AI investment should prioritize safety and innovative new approaches over scaling existing problematic architectures.,normative,AI research priorities,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,no,untestable,none,
claim_0691,2024-02-11,seven-reasons-why-the-world-should,The AI alignment problem is far from solved.,descriptive,AI alignment,ai_safety_requires_understanding,We cannot make AI safe without understanding how it works; interpretability and formal verification are prerequisites.,low,partial,supported,none,
claim_0692,2024-02-12,ai-risk-agi-risk,AI does not need to be superintelligent to create serious problems; mediocre but widely deployed AI poses significant risks.,descriptive,AI risk,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,supported,none,
claim_0693,2024-02-12,ai-risk-agi-risk,"LLMs are an off-ramp on the road to AGI, not a path toward superintelligence.",descriptive,LLMs and AGI,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0694,2024-02-12,ai-risk-agi-risk,The near-term AI risk is not from superintelligent AGI but from Mediocre AI (MAI) that is unreliable but widely deployed with broad access.,descriptive,AI risk taxonomy,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,supported,none,
claim_0695,2024-02-12,ai-risk-agi-risk,The critical variable for AI risk is not the system's intelligence but the power and access it is given to affect the real world.,causal,AI risk factors,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,no,untestable,none,
claim_0696,2024-02-12,ai-risk-agi-risk,AI risk discourse should focus more on criminal and terrorist misuse of LLMs and less exclusively on superintelligence scenarios.,normative,AI risk discourse,ai_existential_risk_real_but_misframed,"AI poses real risks, but focus on far-future superintelligence distracts from immediate concrete dangers.",low,no,untestable,none,
claim_0697,2024-02-12,ai-risk-agi-risk,"AI may directly or indirectly accelerate multiple existential risks including misinformation, pandemics, nuclear weapons misuse, and CRISPR misuse.",predictive,AI risk amplification,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,partial,mixed,none,
claim_0698,2024-02-12,an-open-letter-to-sam-altman,"A $7 trillion investment into LLM infrastructure could exacerbate harms to content creators, the environment, democracy, and employment rather than securing humanity's future.",descriptive,AI infrastructure investment risk,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,pending,none,
claim_0699,2024-02-12,an-open-letter-to-sam-altman,There is a significant risk of premature commitment to scaling current AI technology before it is ready.,descriptive,AI scaling risk,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,partial,mixed,none,
claim_0700,2024-02-13,horse-rides-astronaut-redux,"Despite overall progress in AI image generation, factuality and compositionality have not meaningfully improved from DALL-E 2 through DALL-E 3 and Gemini Ultra.",descriptive,AI image generation progress,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,contradicted,none,
claim_0701,2024-02-13,horse-rides-astronaut-redux,AI image generation failures stem from poor language understanding rather than limitations in drawing capability.,causal,AI image generation failures,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,mixed,none,
claim_0702,2024-02-13,horse-rides-astronaut-redux,"The core limitation of AI image generators is language understanding, not illustration ability.",descriptive,AI image generation,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,mixed,none,
claim_0703,2024-02-13,statistics-versus-understanding-the,"Generative AI systems use statistics as a proxy for deeper understanding, and this approach has never entirely worked.",descriptive,generative AI architecture,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0704,2024-02-13,statistics-versus-understanding-the,Statistically improbable prompts remain challenging for generative image systems because they rely on frequency rather than understanding.,causal,generative AI image limitations,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,med,partial,mixed,none,
claim_0705,2024-02-13,statistics-versus-understanding-the,"Generative AI systems default to statistically frequent outputs over linguistically specified ones, showing reliance on training data frequency over language understanding.",descriptive,generative AI behavior,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,mixed,none,
claim_0706,2024-02-13,statistics-versus-understanding-the,Foundation models remain unreliable because they rely on statistical patterns rather than genuine understanding.,descriptive,foundation models,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,mixed,none,
claim_0707,2024-02-15,the-hottest-new-programming-language,Programming in natural language via LLMs does not work well yet despite the appeal of the concept.,descriptive,LLM-based programming,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,contradicted,none,
claim_0708,2024-02-15,the-hottest-new-programming-language,LLMs programmed via English-language system prompts frequently fail to follow their own instructions.,descriptive,LLM instruction following,llms_lack_self_correction,"LLMs cannot reliably verify or self-correct their outputs, a fundamental cognitive limitation.",med,partial,mixed,none,
claim_0709,2024-02-15,the-hottest-new-programming-language,Programming via English prompts may be fast initially but creates serious downstream debugging challenges.,causal,LLM-based programming,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,mixed,none,
claim_0710,2024-02-15,the-hottest-new-programming-language,"The era of LLM-assisted programming introduces a new debugging challenge where machines may not reliably execute instructions, unlike deterministic programming.",descriptive,LLM-based programming,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,low,partial,supported,none,
claim_0711,2024-02-15,the-hottest-new-programming-language,Code quality may have declined since LLMs began being used as coding copilots.,descriptive,LLM coding quality,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,med,partial,mixed,none,
claim_0712,2024-02-15,the-hottest-new-programming-language,"Formal programming languages exist because they make it much easier to specify intent precisely than natural language, not because they are harder to use.",descriptive,programming languages vs natural language,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,low,no,untestable,none,
claim_0713,2024-02-17,death-of-a-chatbot-body-blow-to-an,"If courts hold companies liable for chatbot confabulations, the customer service use case for LLMs could collapse",predictive,LLM customer service chatbots,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,contradicted,none,
claim_0714,2024-02-17,death-of-a-chatbot-body-blow-to-an,"LLM-powered chatbots confabulate answers in customer service contexts, making up policies that do not exist",descriptive,LLM chatbots,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,supported,none,
claim_0715,2024-02-18,absolutely-amazing-ant-video-augurs,"AI-generated video will produce a generation of children exposed to plausible but biologically, physically, or culturally incorrect educational content",predictive,AI video generation,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,low,partial,pending,none,
claim_0716,2024-02-18,absolutely-amazing-ant-video-augurs,Scammers will soon use Sora-like tools to create photorealistic fake videos for ad revenue,predictive,AI video generation,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0717,2024-02-18,absolutely-amazing-ant-video-augurs,YouTube as an educational resource will be degraded by AI-generated fake videos,predictive,AI video generation,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,mixed,none,
claim_0718,2024-02-18,sora-cant-handle-the-truth,The biggest single problem with LLMs is confabulation,descriptive,LLMs,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,no,untestable,none,
claim_0719,2024-02-18,sora-cant-handle-the-truth,"Sora exhibits the same confabulation problem as LLMs, but in the visual domain",descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0720,2024-02-18,sora-cant-handle-the-truth,Sora's errors in rendering chess boards and similar artifacts are not due to insufficient compute,causal,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0721,2024-02-18,sora-cant-handle-the-truth,Adding multimodal grounding (images + text) has not solved LLM confabulation problems,descriptive,multimodal AI,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,supported,none,
claim_0722,2024-02-18,sora-cant-handle-the-truth,Sora fails to learn cultural regularities like the rules of chess despite ample training data,descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,yes,supported,none,
claim_0723,2024-02-18,sora-cant-handle-the-truth,Sora approximates pixel arrangements rather than building internal models of physics or cultural artifacts,descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0724,2024-02-18,sora-cant-handle-the-truth,Sora's outputs are locally correct at the pixel level but lack global comprehension of scenes,descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0725,2024-02-18,sora-cant-handle-the-truth,Sora's factuality problems despite massive data are a warning sign that new architectures and more data do not solve confabulation for AGI,descriptive,AGI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,mixed,none,
claim_0726,2024-02-18,soras-surreal-physics,Claims that Sora represents progress toward AGI or true world models are hyperbolic and unlikely to be true,descriptive,Sora and AGI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0727,2024-02-18,soras-surreal-physics,OpenAI's claim that Sora is a path to general-purpose physical world simulation is hype or confused,descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,partial,supported,none,
claim_0728,2024-02-18,soras-surreal-physics,"Sora fails at basic object permanence despite massive training data, something human infants achieve by 4-5 months",descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,yes,supported,none,
claim_0729,2024-02-18,soras-surreal-physics,"Sora's physics glitches will be hard to fix because they stem from fundamental flaws in how the system reconstructs reality, not from data insufficiency",predictive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0730,2024-02-18,soras-surreal-physics,Sora's physics glitches are analogous to LLM hallucinations -- artifacts of lossy compression rather than reflections of training data,causal,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0731,2024-02-18,soras-surreal-physics,"More data will not solve Sora's physics problems, and there is no way to guarantee constraints like truthfulness or physics compliance in generative AI",descriptive,generative AI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0732,2024-02-18,soras-surreal-physics,Generative AI remains fundamentally unreliable regardless of data scale,descriptive,generative AI,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,partial,mixed,none,
claim_0733,2024-02-18,soras-surreal-physics,"Sora does not solve AI's longstanding problems with space, time, and causality",descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0734,2024-02-18,soras-surreal-physics,A system that cannot handle object permanence should not be called a world model,normative,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,no,untestable,none,
claim_0735,2024-02-18,soras-surreal-physics,"Sora models how images change over time, not how entities behave in the world, making it irrelevant to AGI",descriptive,Sora and AGI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0736,2024-02-18,soras-surreal-physics,"Sora is a distraction from, not a path toward, AGI",descriptive,Sora and AGI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0737,2024-02-21,chatgpt-has-gone-berserk,"AI needs fundamentally different technologies that are less opaque, more interpretable, more maintainable, and more debuggable than current LLMs",normative,AI systems,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,low,no,untestable,none,
claim_0738,2024-02-21,chatgpt-has-gone-berserk,Generative AI development is a kind of alchemy -- tinkering without deep understanding,descriptive,generative AI,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,no,untestable,none,
claim_0739,2024-02-21,chatgpt-has-gone-berserk,Generative AI systems have never been stable and nobody has been able to engineer safety guarantees around them,descriptive,generative AI,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",low,partial,supported,none,
claim_0740,2024-02-21,has-google-gone-too-woke-why-even,Current AI is not capable of balancing diversity representation with historical accuracy in image generation,descriptive,AI image generation,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,mixed,none,
claim_0741,2024-02-21,has-google-gone-too-woke-why-even,Current AI systems lack the nuanced understanding needed to distinguish historical from contemporary contexts in queries,descriptive,AI image generation,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,mixed,none,
claim_0742,2024-02-21,has-google-gone-too-woke-why-even,"The ability to give AI commonsense understanding of history, culture, and human values has not scaled with compute and data",descriptive,AI scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,mixed,none,
claim_0743,2024-02-22,belief-in-magic-may-be-declining,LLMs are not the transformative panacea the industry has claimed,descriptive,LLMs,china_ai_competition,"The US-China AI competition is consequential, and current US policy may be counterproductive.",low,partial,mixed,none,
claim_0744,2024-02-22,belief-in-magic-may-be-declining,There are no formal guarantees that generative AI systems will ever work reliably,descriptive,generative AI,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",low,partial,supported,none,
claim_0745,2024-02-24,no-rag-is-probably-not-going-to-rescue,RAG may reduce LLM hallucinations somewhat but will not come close to eliminating them,predictive,RAG,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,supported,none,
claim_0746,2024-02-24,no-rag-is-probably-not-going-to-rescue,Making RAG work reliably for all queries is as hard as solving AGI,descriptive,RAG,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,low,partial,mixed,none,
claim_0747,2024-02-24,no-rag-is-probably-not-going-to-rescue,Reliably answering all queries via RAG would require solving problems AI has failed to solve for 75 years,descriptive,RAG,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,mixed,none,
claim_0748,2024-02-24,no-rag-is-probably-not-going-to-rescue,"For RAG to work reliably it would need to decompose natural language into logical forms and reason over them, which is extremely difficult",descriptive,RAG,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,mixed,none,
claim_0749,2024-02-24,no-rag-is-probably-not-going-to-rescue,"Perfectly reliable, hallucination-free chatbots will not exist by early 2025",predictive,LLM chatbots,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,high,yes,supported,relative,1 year
claim_0750,2024-02-24,no-rag-is-probably-not-going-to-rescue,"AI will eventually work reliably, likely requiring neurosymbolic approaches rather than current LLM/RAG methods",predictive,AI reliability,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,low,partial,pending,none,
claim_0751,2024-02-24,no-rag-is-probably-not-going-to-rescue,Reliable AI will require a fundamentally new technology that will not arrive until the industry moves past its LLM fixation,predictive,AI reliability,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,mixed,none,
claim_0752,2024-02-24,no-rag-is-probably-not-going-to-rescue,RAG is not going to fix the fundamental problems with LLMs,descriptive,RAG and LLMs,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",med,partial,supported,none,
claim_0753,2024-02-29,serious-medical-error-from-perplexitys,GenAI search engines produce dangerous medical errors by combining generically correct advice in contextually inappropriate ways (generative pastiche),descriptive,GenAI search engines,llms_unreliable_for_critical_apps,"LLMs are too unreliable for high-stakes applications including medicine, law, autonomous vehicles, and robotics.",med,partial,supported,none,
claim_0754,2024-02-29,the-last-two-weeks-at-openai,"Chain-of-thought prompting is not robust, based on Kambhapati's research",descriptive,chain of thought prompting,o3_not_breakthrough,OpenAI's o1/o3 reasoning models are not the breakthrough claimed; they still exhibit fundamental LLM limitations.,med,partial,mixed,none,
claim_0755,2024-03-01,elon-musk-sues-openai,OpenAI no longer operates according to its original nonprofit mission,descriptive,OpenAI,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",high,partial,supported,none,
claim_0756,2024-03-02,no-sora-has-not-learned-physics,"Sora has not learned physics; it is at best a semi-reliable guide to how the world looks, not how it works",descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,partial,supported,none,
claim_0757,2024-03-02,no-sora-has-not-learned-physics,Modeling how the world looks (pixel prediction) is fundamentally different from modeling how the world works (physics),descriptive,AI world models,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,no,untestable,none,
claim_0758,2024-03-02,no-sora-has-not-learned-physics,Sora fails at basic object permanence because it predicts pixels rather than computing states of physical entities,descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,partial,supported,none,
claim_0759,2024-03-02,no-sora-has-not-learned-physics,A large fraction of Sora's videos are inconsistent with basic physics or biology because Sora is not a physics engine,causal,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0760,2024-03-02,no-sora-has-not-learned-physics,"When physics conflicts with image prediction in Sora, image prediction always wins because Sora operates on pixels, not objects",descriptive,Sora,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,med,partial,supported,none,
claim_0761,2024-03-03,the-irony-and-the-agony-of-elon-musks,"OpenAI now prioritizes profit over its original humanitarian mission, contradicting its promises",descriptive,OpenAI,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0762,2024-03-05,covert-racism-in-llms,LLMs lack genuine understanding of concepts like people and race; their reliance on superficial statistics drives covert racist stereotyping,causal,LLMs,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",med,partial,supported,none,
claim_0763,2024-03-05,covert-racism-in-llms,"Scaling up LLMs makes covert racism worse, not better",causal,LLM scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,mixed,none,
claim_0764,2024-03-05,covert-racism-in-llms,There is no easy fix for covert racism in LLMs; RLHF makes it worse and guardrails are unreliable,descriptive,LLM bias,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,partial,mixed,none,
claim_0765,2024-03-05,covert-racism-in-llms,LLM companies should recall their systems until covert racism is adequately addressed,normative,LLM companies,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",med,no,untestable,none,
claim_0766,2024-03-05,covert-racism-in-llms,US government agencies should investigate LLM covert racism and demand user interaction data from LLM manufacturers,normative,AI regulation,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",med,no,untestable,none,
claim_0767,2024-03-06,openais-own-goal,OpenAI knew for years it had no intention of being as open as its name and public statements suggested,descriptive,OpenAI,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0768,2024-03-06,openais-own-goal,OpenAI's apparent copyright infringement in image generation continues unaddressed,descriptive,OpenAI,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,supported,none,
claim_0769,2024-03-10,two-years-later-deep-learning-is,"Scaling has helped AI performance but has not solved problems of comprehension, factuality, stability, or reasoning",descriptive,AI scaling,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,mixed,none,
claim_0770,2024-03-10,two-years-later-deep-learning-is,Current AI systems are still far from genuinely understanding human language,descriptive,LLMs,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
