post_id,claim_date,slug,reviewer,reviewed_at_utc,review_status,claims_extracted_count,evidence
post_0175,2024-03-06,openais-own-goal,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0176,2024-03-10,two-years-later-deep-learning-is,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0177,2024-03-12,the-roi-on-genai-might-not-be-so,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0178,2024-03-14,the-year-of-the-big-balled-rat,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0179,2024-03-15,openais-lies-and-half-truths,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0180,2024-03-15,the-exponential-enshittification,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0181,2024-03-16,happy-1st-birthday-gpt-4,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0182,2024-03-29,the-race-between-positive-and-negative,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0183,2024-03-30,the-second-worst-100b-investment,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0184,2024-03-31,when-will-the-genai-bubble-burst,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,6,file_read_and_hashed
post_0185,2024-04-01,sneak-preview-of-gpt-5,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0186,2024-04-03,an-unending-array-of-jailbreaking,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0187,2024-04-06,information-pollution-reaches-new,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0188,2024-04-08,breaking-news-scaling-will-never,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0189,2024-04-08,corrected-link-re-new-paper-on-scaling,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0190,2024-04-08,generative-ai-as-shakespearean-tragedy,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0191,2024-04-09,10-million-says-we-wont-see-human,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0192,2024-04-09,24-hours-in-ai-news,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0193,2024-04-13,evidence-that-llms-are-reaching-a,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0194,2024-04-14,llms-arent-very-bright-why-are-so,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0195,2024-04-14,superhuman-agi-is-not-nigh,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0196,2024-04-15,ted-ai-and-the-test-of-time,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0197,2024-04-17,technoptimism-ted-and-the-road-to,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0198,2024-04-19,daniel-dennett-1942-2024,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0199,2024-04-20,groupthink-versus-tulips-what-will,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0200,2024-04-21,facing-facts,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0201,2024-04-21,humans-versus-machines-the-hallucination,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0202,2024-04-27,we-cant-trust-the-fox-to-guard-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0203,2024-05-04,an-epistemic-clusterfuck-in-the-making,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0204,2024-05-05,the-sam-altman-playbook,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,6,file_read_and_hashed
post_0205,2024-05-06,microsoft-and-openais-increasingly,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0206,2024-05-13,hot-take-on-openais-new-gpt-4o,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0207,2024-05-15,chaos-and-tension-at-openai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0208,2024-05-17,jane-goodall-ai-skeptic,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0209,2024-05-21,ai-has-become-saurons-ring,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0210,2024-05-21,the-openai-board-was-right,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0211,2024-05-22,sam-altmans-fall-from-grace,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0212,2024-05-23,partial-regurgitation-and-how-llms,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0213,2024-05-23,scarjo-is-just-the-tip-of-the-iceberg,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0214,2024-05-26,what-should-we-learn-from-openais,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0215,2024-05-28,sam-altman-then-and-now,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0216,2024-05-29,elon-musk-1-yann-lecun-1-humanity,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0217,2024-05-29,kara-swisher-sam-altman-and-the-openai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0218,2024-05-30,disturbing-and-misleading-efforts,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0219,2024-06-01,26-months-of-ridicule-and-failure,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0220,2024-06-04,ai-as-reality-television,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0221,2024-06-04,open-letter-responding-to-yann-lecun,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0222,2024-06-04,openai-insiders-warn-of-a-reckless,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0223,2024-06-05,agi-by-2027,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0224,2024-06-05,first-sign-of-genai-winter,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0225,2024-06-07,the-misguided-backlash-against-californias,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,11,file_read_and_hashed
post_0226,2024-06-21,gpt-5-now-arriving-gate-8-gate-9,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0227,2024-06-22,clarification-from-ray-kurzweil,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0228,2024-06-22,the-great-ai-retrenchment-has-begun,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0229,2024-06-28,the-need-for-a-president-that-speaks,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0230,2024-06-30,marcus-goes-gaga-over-gates-clip,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0231,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0232,2024-07-24,why-openai-may-well-be-completely,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0233,2024-07-28,alphaproof-alphageometry-chatgpt,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,11,file_read_and_hashed
post_0234,2024-07-29,most-people-dont-think-genai-has,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0235,2024-07-31,five-signs-that-the-genai-honeymoon,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0236,2024-08-01,this-one-important-fact-about-current,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0237,2024-08-03,why-the-collapse-of-the-generative,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0238,2024-08-05,august-5-2024-a-big-day-in-tech,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0239,2024-08-06,the-openai-plot-thickens,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0240,2024-08-07,openai-on-a-path-to-becoming-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0241,2024-08-10,an-open-letter-to-fei-fei-li-concerning,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0242,2024-08-18,what-has-and-has-not-changed-in-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0243,2024-08-20,why-californias-ai-safety-bill-should,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,8,file_read_and_hashed
post_0244,2024-08-23,scoop-what-former-employees-of-openai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0245,2024-09-10,what-will-the-candidates-say-about,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0246,2024-09-12,gary-marcus-vs-sam-altman-on-gpt,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0247,2024-09-25,openais-slow-motion-train-wreck,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0248,2024-09-28,five-reasons-why-openais-150b-financing,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0249,2024-09-30,how-much-should-openais-abandoned,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0250,2024-10-01,sorry-genai-is-not-going-to-10x-computer,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0251,2024-10-05,eric-schmidts-risky-bet-on-ai-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,10,file_read_and_hashed
post_0252,2024-10-10,two-nobel-prizes-for-ai-and-two-paths,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0253,2024-10-11,llms-dont-do-formal-reasoning-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0254,2024-10-17,when-it-comes-to-security-llms-are,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0255,2024-10-20,is-openai-more-like-wework-or-theranos,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0256,2024-10-24,end-of-an-era-openais-agi-readiness,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,13,file_read_and_hashed
post_0257,2024-10-30,an-epidemic-of-weirdly-precise-ai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0258,2024-10-31,ai-influencer-hype-gone-wild,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0259,2024-11-03,8-signs-that-donald-trump-has-a-progressive,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0260,2024-11-09,confirmed-llms-have-indeed-reached,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,8,file_read_and_hashed
post_0261,2024-11-10,an-ai-rumor-you-wont-want-to-miss,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0262,2024-11-19,on-hype-and-the-unbearable-banality,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0263,2024-11-23,satya-nadella-and-the-three-stages,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0264,2024-11-24,a-new-ai-scaling-law-shell-game,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0265,2024-11-26,psa-microsoft-may-be-training-on,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0266,2024-11-27,cognitive-scientist-gary-marcus-says,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0267,2024-11-27,update-re-microsoft-and-training,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0268,2024-11-28,chatgpt-at-age-two,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0269,2024-12-05,two-visions-of-ais-future,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0270,2024-12-05,which-ceo-will-be-the-last-to-see,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0271,2024-12-08,hard-forked-casey-newtons-distorted,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,14,file_read_and_hashed
post_0272,2024-12-09,dont-ride-this-bike-generative-ais,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0273,2024-12-10,sora-still-appears-to-have-trouble,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0274,2024-12-11,casey-newton-strikes-out,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0275,2024-12-12,humanitys-oh-shit-ai-moment,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0276,2024-12-14,generative-ais-continuing-copyright,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0277,2024-12-21,o3-agi-the-art-of-the-demo-and-what,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0278,2024-12-22,c39,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0279,2024-12-31,where-will-ai-be-at-the-end-of-2027,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0280,2025-01-01,25-ai-predictions-for-2025-from-marcus,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,17,file_read_and_hashed
post_0281,2025-01-03,could-2025-see-the-largest-cyberattack,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0282,2025-01-05,ai-still-lacks-common-sense-70-years,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0283,2025-01-07,sam-altman-thinks-that-agi-is-basically,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0284,2025-01-08,the-five-stages-of-agi-grief,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0285,2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,6,file_read_and_hashed
post_0286,2025-01-10,the-impeccable-logic-of-sam-altman,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0287,2025-01-14,agi-versus-broad-shallow-intelligence,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,10,file_read_and_hashed
post_0288,2025-01-15,ai-agents-hype-versus-reality-redux,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0289,2025-01-16,llms-amplify-existing-security-risks,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0290,2025-01-20,breaking-news-agi-is-not-imminent,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0291,2025-01-21,the-2023-white-house-executive-order,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0292,2025-01-22,hot-take-on-an-ai-catfight,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0293,2025-01-26,the-race-for-ai-supremacy-is-over,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,9,file_read_and_hashed
post_0294,2025-01-27,nvidia-could-soon-take-a-serious,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0295,2025-01-28,five-things-most-people-dont-seem,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0296,2025-01-29,my-conversation-with-chinas-victor,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0297,2025-01-29,openai-cries-foul,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0298,2025-02-03,deep-research-deep-bullshit-and-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0299,2025-02-03,how-come-gpt-can-seem-so-brilliant,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0300,2025-02-04,chatgpt-in-shambles,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0301,2025-02-05,google-2001-dont-be-evil,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0302,2025-02-06,irony-too-funny-for-words,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0303,2025-02-09,five-ways-in-which-the-last-3-months,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0304,2025-02-09,shame-on-google-twice,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0305,2025-02-09,warning-elon-musk-is-crippling-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0306,2025-02-10,paris-ai-summit-train-wreck,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0307,2025-02-11,did-elon-musk-just-muk-sam-altman,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0308,2025-02-11,everything-i-warned-about-in-taming,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0309,2025-02-13,breaking-openais-efforts-at-pure,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,6,file_read_and_hashed
post_0310,2025-02-16,elon-musks-terrifying-vision-for,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0311,2025-02-18,grok-3-hot-take,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0312,2025-02-19,grok-3-beta-in-shambles,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0313,2025-02-20,genai-in-two-words-success-theater,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0314,2025-02-23,the-united-states-was-founded-on,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0315,2025-02-26,elon-musks-inability-to-listen-to,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0316,2025-02-26,gpt-45-is-no-gpt-5,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0317,2025-02-27,hot-take-gpt-45-is-a-nothing-burger,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0318,2025-03-01,openai-in-deep-trouble,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0319,2025-03-02,decoding-and-debunking-hard-forks,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0320,2025-03-03,hinton-vs-musk,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0321,2025-03-04,is-elon-musk-dumb,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0322,2025-03-05,ezra-kleins-new-take-on-agi-and-why,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,19,file_read_and_hashed
post_0323,2025-03-09,nobel-prizes-and-the-ai-hype-hall,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0324,2025-03-10,urgent-warning-black-mirror-has-entered,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0325,2025-03-12,ai-coding-fantasy-meets-pac-man,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0326,2025-03-14,hype-anthropics-dario-amodei-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0327,2025-03-20,meta-pirated-at-least-101-of-my-books,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0328,2025-03-25,musk-grok-and-rigorous-adherence,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0329,2025-03-27,genais-day-of-reckoning-may-have,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0330,2025-03-28,unwoven,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0331,2025-04-01,breaking-gpt-5-news,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0332,2025-04-02,ai-has-sort-of-passed-the-turing,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0333,2025-04-03,did-an-llm-help-write-trumps-trade,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0334,2025-04-03,questions-about-president-trump-from,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0335,2025-04-04,april-fools-bring-may-hallucinations,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0336,2025-04-06,reports-of-llms-mastering-math-have,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0337,2025-04-07,breaking-bill-that-would-have-blocked,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0338,2025-04-07,deep-learning-deep-scandal,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0339,2025-04-10,poor-roi-for-genai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0340,2025-04-11,one-giant-leap-towards-authoritarian,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0341,2025-04-15,sam-altmans-attitude-problem,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0342,2025-04-16,altman-vs-musk-cage-match,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0343,2025-04-16,those-claiming-were-mere-months-away,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0344,2025-04-17,dear-elon-musk-here-are-five-things,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,9,file_read_and_hashed
post_0345,2025-04-17,openais-o3-and-tyler-cowens-misguided,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0346,2025-04-23,openais-dirty-december-o3-demo-doesnt,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0347,2025-04-25,new-adventures-in-ai-hype-our-language,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0348,2025-05-03,the-latest-ai-scaling-graph-and-why,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
