post_id,claim_date,slug,url,local_path,bytes,sha256
post_0106,2023-11-05,could-cruise-be-the-theranos-of-ai,https://garymarcus.substack.com/p/could-cruise-be-the-theranos-of-ai,posts/2023-11-05_could-cruise-be-the-theranos-of-ai.txt,4498,6d520ab540a5b92273a3c63e5d559f47331bf068a24d92df2b6fa47172327668
post_0107,2023-11-05,rethinking-driverless-cars,https://garymarcus.substack.com/p/rethinking-driverless-cars,posts/2023-11-05_rethinking-driverless-cars.txt,4454,5b406319423899b6b41f6863ba75013887d19f0ee0c2d74d46e5d759aef18c0a
post_0108,2023-11-10,crisis-point-in-ai,https://garymarcus.substack.com/p/crisis-point-in-ai,posts/2023-11-10_crisis-point-in-ai.txt,711,d635e9c384d206da162f8cdbb251fdc855501db894e20c2086a08e04e68fbc3e
post_0109,2023-11-17,has-sam-altman-gone-full-gary-marcus,https://garymarcus.substack.com/p/has-sam-altman-gone-full-gary-marcus,posts/2023-11-17_has-sam-altman-gone-full-gary-marcus.txt,3774,65a9b1fe7188f00daceebfa737f5a88e1df0c25413206ee7d74e66c7d4b02a94
post_0110,2023-11-17,sam-altman-appears-to-have-been-pushed,https://garymarcus.substack.com/p/sam-altman-appears-to-have-been-pushed,posts/2023-11-17_sam-altman-appears-to-have-been-pushed.txt,407,2974956d4aaca5f95ee6ec288712f34a03fcbcabe9007c31c2f105395c32d8fd
post_0111,2023-11-18,the-biggest-immediate-lesson-from,https://garymarcus.substack.com/p/the-biggest-immediate-lesson-from,posts/2023-11-18_the-biggest-immediate-lesson-from.txt,634,799720bb7795e6f178f376f041c09c0f011a0e832cbb0e1ff51c73453b97ffc4
post_0112,2023-11-18,what-went-down-at-openai-a-theory,https://garymarcus.substack.com/p/what-went-down-at-openai-a-theory,posts/2023-11-18_what-went-down-at-openai-a-theory.txt,2376,7877e4e22c823e5f07b824da351f907cef6391afb2f3756f4fabbc82641ab07d
post_0113,2023-11-19,as-the-openai-world-turns-4-vital,https://garymarcus.substack.com/p/as-the-openai-world-turns-4-vital,posts/2023-11-19_as-the-openai-world-turns-4-vital.txt,578,bffc31b3a1c57d0a0ab2aa22d19e1ccac00b250c64cf0d874134ad79d35d631a
post_0114,2023-11-19,firing-sam-and-then-trying-to-bring,https://garymarcus.substack.com/p/firing-sam-and-then-trying-to-bring,posts/2023-11-19_firing-sam-and-then-trying-to-bring.txt,1353,28f69c740fa9e7b92397e0f77f061ef86a25cd9de1a1fcc41ebfcacc6328d02a
post_0115,2023-11-19,no-one-person-should-be-trusted-here,https://garymarcus.substack.com/p/no-one-person-should-be-trusted-here,posts/2023-11-19_no-one-person-should-be-trusted-here.txt,3263,8930ee0f732e8a6f03cdd9116840819ec5316165ca20d2cd5556843960d3ed74
post_0116,2023-11-20,everybodys-out-a65,https://garymarcus.substack.com/p/everybodys-out-a65,posts/2023-11-20_everybodys-out-a65.txt,709,e15ed6b6bfa04826ec439352022b051b481b8edc0856459a157b50d9d8b718a0
post_0117,2023-11-20,im-not-making-this-up,https://garymarcus.substack.com/p/im-not-making-this-up,posts/2023-11-20_im-not-making-this-up.txt,97,c321cabdb110be5093dfd3ecee49e8831397be90ff286aa675bc2fe986f443f6
post_0118,2023-11-20,open-letter-to-all-eu-leaders,https://garymarcus.substack.com/p/open-letter-to-all-eu-leaders,posts/2023-11-20_open-letter-to-all-eu-leaders.txt,681,5c2e0ad086332d9025fccfe308f45d8f1f6cf83307974cf51570fc0c66c21bc8
post_0119,2023-11-22,a-tale-of-two-liars,https://garymarcus.substack.com/p/a-tale-of-two-liars,posts/2023-11-22_a-tale-of-two-liars.txt,2111,fb427d623c2f5eedafcaea6a10bb7f43ece9c22b50954699d66f2e436c21201d
post_0120,2023-11-22,massive-scoop,https://garymarcus.substack.com/p/massive-scoop,posts/2023-11-22_massive-scoop.txt,292,6cf99c3444e44bbdb9b60605f295e0d2284b9b544b035f92f32b12fa17b32641
post_0121,2023-11-22,openai-is-back-in-business,https://garymarcus.substack.com/p/openai-is-back-in-business,posts/2023-11-22_openai-is-back-in-business.txt,772,a9987e69476be9113fc9a4753f66d345f12637f3951127e50d5ec6b2542fc6ab
post_0122,2023-11-25,ai-versus-the-clumsy-human-mind,https://garymarcus.substack.com/p/ai-versus-the-clumsy-human-mind,posts/2023-11-25_ai-versus-the-clumsy-human-mind.txt,4867,8a79b95cf7324bed58b1458a4ed70d7f7b9ac9b99b78aa2bc3ef765cc156d30e
post_0123,2023-11-26,about-that-openai-breakthrough,https://garymarcus.substack.com/p/about-that-openai-breakthrough,posts/2023-11-26_about-that-openai-breakthrough.txt,5295,1514b66c470a32b3002b4e22127eecc01988e80d08f8d6fbf89f95f4757c7d25
post_0124,2023-11-26,top-5-reasons-why-openai-was-probably,https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably,posts/2023-11-26_top-5-reasons-why-openai-was-probably.txt,4683,4b05172fe5b8236af2a6b9360ad23738a72aca45088179bca1efd3acce12f4c0
post_0125,2023-11-27,hinton-vs-lecun-vs-ng-vs-tegmark,https://garymarcus.substack.com/p/hinton-vs-lecun-vs-ng-vs-tegmark,posts/2023-11-27_hinton-vs-lecun-vs-ng-vs-tegmark.txt,2476,87b939e2a916cf24d18a3d1893b7797b32445432e5193cd3ba6c7d07c6e2dba5
post_0126,2023-11-28,critical-national-security-questions,https://garymarcus.substack.com/p/critical-national-security-questions,posts/2023-11-28_critical-national-security-questions.txt,3505,5218c2bf059ae27775e83658c088cbc1ee00b780161186efcac7c7da2a732508
post_0127,2023-11-28,give-me-compromise-or-give-me-chaos,https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos,posts/2023-11-28_give-me-compromise-or-give-me-chaos.txt,6398,07c71c14d7fe1ab36eda800c0c7b6f6010b301c3edf2f75186a07e053313e28b
post_0128,2023-12-06,hot-take-on-googles-gemini-and-gpt,https://garymarcus.substack.com/p/hot-take-on-googles-gemini-and-gpt,posts/2023-12-06_hot-take-on-googles-gemini-and-gpt.txt,1150,9ab890951ac3371fda7a24e95c1a7aeb8510ecbfc944749314afe2b38df12fe9
post_0129,2023-12-07,not-consistently-candid,https://garymarcus.substack.com/p/not-consistently-candid,posts/2023-12-07_not-consistently-candid.txt,6160,765b803c9a1c6a64800b083ee91b82207fcd2b2283b2927bdd36a978bf671023
post_0130,2023-12-07,the-truth-about-googles-amazing-new,https://garymarcus.substack.com/p/the-truth-about-googles-amazing-new,posts/2023-12-07_the-truth-about-googles-amazing-new.txt,2459,86c8c515a708f60f96506511d2f9ce00ca69236760cd864977516e069f6100fc
post_0131,2023-12-08,we-interrupt-this-programming,https://garymarcus.substack.com/p/we-interrupt-this-programming,posts/2023-12-08_we-interrupt-this-programming.txt,594,37e47cef160c4bee6b914267e87ba88abdcf05ba2c6b7bc5e769f434965ec134
post_0132,2023-12-09,it-was-always-about-trust,https://garymarcus.substack.com/p/it-was-always-about-trust,posts/2023-12-09_it-was-always-about-trust.txt,132,40419da6c4b4faf78bfdbf9d118085d75469fb2ffe74b87ff298a7df35ffb30f
post_0133,2023-12-09,nope-the-turing-test-has-not-been,https://garymarcus.substack.com/p/nope-the-turing-test-has-not-been,posts/2023-12-09_nope-the-turing-test-has-not-been.txt,1230,8b8ef26aa1be6cc16e59492c9bc9876f3083b31f7148ec9b770f88c2f9170fb2
post_0134,2023-12-12,metas-chief-ai-officer-is-lying-about,https://garymarcus.substack.com/p/metas-chief-ai-officer-is-lying-about,posts/2023-12-12_metas-chief-ai-officer-is-lying-about.txt,1464,3f61275e23502c1371e8c9f284627d3d3d34e7bd7201a0dc56d460ba2436e7e9
post_0135,2023-12-19,sorry-but-funsearch-probably-isnt,https://garymarcus.substack.com/p/sorry-but-funsearch-probably-isnt,posts/2023-12-19_sorry-but-funsearch-probably-isnt.txt,1725,b5d9d45e873229a5642594db8faee380c81cfcdc1e8fbdf0a7996c97cba3ae47
post_0136,2023-12-21,are-social-media-and-coordinated,https://garymarcus.substack.com/p/are-social-media-and-coordinated,posts/2023-12-21_are-social-media-and-coordinated.txt,5442,89dd613aab9999be750522ad35d33e211f8aa997d64e67515525b5114cfce42d
post_0137,2023-12-23,an-artist-fights-back-and-midjourney,https://garymarcus.substack.com/p/an-artist-fights-back-and-midjourney,posts/2023-12-23_an-artist-fights-back-and-midjourney.txt,2402,9ff32a4df0e060195e969a86c64262ebf41658f4d28bc7ed26558e895624e019
post_0138,2023-12-29,things-are-about-to-get-a-lot-worse,https://garymarcus.substack.com/p/things-are-about-to-get-a-lot-worse,posts/2023-12-29_things-are-about-to-get-a-lot-worse.txt,3859,5b077ea40f30c9488d738c8c8e1c449c913608c28f5f6cccd91f1637f2f88c61
post_0139,2024-01-06,the-potential-genai-copyright-infringement,https://garymarcus.substack.com/p/the-potential-genai-copyright-infringement,posts/2024-01-06_the-potential-genai-copyright-infringement.txt,632,532e038ca7ad3baf61ad06985bf22296e5ede64c2c816e2c42e730f8a090a682
post_0140,2024-01-08,the-desperate-race-to-save-generative,https://garymarcus.substack.com/p/the-desperate-race-to-save-generative,posts/2024-01-08_the-desperate-race-to-save-generative.txt,8690,e27d98bc676b4f09297cd7fd4aec28a9cc2aa319c5b1e996c171050baa73bf9b
post_0141,2024-01-10,could-openais-nonprofit-be-forced,https://garymarcus.substack.com/p/could-openais-nonprofit-be-forced,posts/2024-01-10_could-openais-nonprofit-be-forced.txt,1429,fcc46b45f8c8b40498d09e259dfcedb89313ffe324e0c0782374b3f19569b438
post_0142,2024-01-10,dall-es-new-guardrails-fast-furious,https://garymarcus.substack.com/p/dall-es-new-guardrails-fast-furious,posts/2024-01-10_dall-es-new-guardrails-fast-furious.txt,5226,e999004a24e6b468bb8fec0367e2e7da0f0518d23c12019246d49d9505fa78b6
post_0143,2024-01-24,no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going,posts/2024-01-24_no-multimodal-chatgpt-is-not-going.txt,9234,4a5d7d55d26a5def918d61b1f4fc532156af174defda2b9d3b1a8c26d6f8a181
post_0144,2024-01-25,wheres-waldo-the-elephant-in-the,https://garymarcus.substack.com/p/wheres-waldo-the-elephant-in-the,posts/2024-01-25_wheres-waldo-the-elephant-in-the.txt,2441,6d8255abb5c6795feb7a9405a052995c04f852fd8795402ed980ad39fbbdfc52
post_0145,2024-01-27,openais-got-99-problems-and-twitch,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch,posts/2024-01-27_openais-got-99-problems-and-twitch.txt,14294,5beebcff4149d4cfb27c4610c75234e06a4c366ea243774e4ab27f2bfb4c4ca0
post_0146,2024-01-29,one-genai-image-ten-errors,https://garymarcus.substack.com/p/one-genai-image-ten-errors,posts/2024-01-29_one-genai-image-ten-errors.txt,3821,9dd0828dd6e8ec83d69dceb8b65d0b8280526a93b0e9edfd8bbf217511e02682
post_0147,2024-02-01,google-bard-fast-gorgeous-and-out,https://garymarcus.substack.com/p/google-bard-fast-gorgeous-and-out,posts/2024-02-01_google-bard-fast-gorgeous-and-out.txt,1271,d86cdd218e19228431f497652959964c0e92ba63ffa423bea3900820f5ba7bc5
post_0148,2024-02-04,deepfaked-shit-is-getting-real,https://garymarcus.substack.com/p/deepfaked-shit-is-getting-real,posts/2024-02-04_deepfaked-shit-is-getting-real.txt,1258,68baeb9cdc62f7a68f58221e0957152553c0271fd29ee2dbb4a81ffe8403d357
post_0149,2024-02-04,when-looked-at-carefully-openais,https://garymarcus.substack.com/p/when-looked-at-carefully-openais,posts/2024-02-04_when-looked-at-carefully-openais.txt,10085,0b02806a7f834be77e6babc19228b789aeae123b6c40dd4b7648f597bb8eab4c
post_0150,2024-02-06,deconstructing-geoffrey-hintons-weakest,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest,posts/2024-02-06_deconstructing-geoffrey-hintons-weakest.txt,11554,2c40b783306786cdac5206e8404c236802808d70b0d1fce3dfcbc2d674f0fe63
post_0151,2024-02-07,could-gpt-5-revolutionize-military,https://garymarcus.substack.com/p/could-gpt-5-revolutionize-military,posts/2024-02-07_could-gpt-5-revolutionize-military.txt,2024,db24512ee12c6413a1bf0866b89a9159c518d5df8b38c6b161d8f0cc7ea89279
post_0152,2024-02-08,further-trouble-in-hinton-city,https://garymarcus.substack.com/p/further-trouble-in-hinton-city,posts/2024-02-08_further-trouble-in-hinton-city.txt,3513,221b41611ef5328482753822cc2cf7d626d7e119a263ba2c4a52438b66bb0436
post_0153,2024-02-08,there-must-be-some-misunderstanding,https://garymarcus.substack.com/p/there-must-be-some-misunderstanding,posts/2024-02-08_there-must-be-some-misunderstanding.txt,1847,8e32407b51d55b3bf0d044ecfaa375fbc4ef68072c143f8ce0a918792a17d9c2
post_0154,2024-02-10,what-could-possibly-go-wrong-with,https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with,posts/2024-02-10_what-could-possibly-go-wrong-with.txt,12493,929464618218d40e379dcdb2d2b8fcd293c026fc91c3ccb6d2764dda55fb93eb
post_0155,2024-02-11,seven-reasons-why-the-world-should,https://garymarcus.substack.com/p/seven-reasons-why-the-world-should,posts/2024-02-11_seven-reasons-why-the-world-should.txt,6798,49beefde28e8a40671ed36ef4c8c4609255e5e33703b172cd97f53d73e6e7293
post_0156,2024-02-12,ai-risk-agi-risk,https://garymarcus.substack.com/p/ai-risk-agi-risk,posts/2024-02-12_ai-risk-agi-risk.txt,10078,f7e6a45b071e5c6395f88bc7e58ee9e6dd636131a2dfa37aa85856528480d114
post_0157,2024-02-12,an-open-letter-to-sam-altman,https://garymarcus.substack.com/p/an-open-letter-to-sam-altman,posts/2024-02-12_an-open-letter-to-sam-altman.txt,1255,4f3642b60b8a4ca21218a5a34dde068b7a9cd346d708852544e066e0fe902af4
post_0158,2024-02-13,horse-rides-astronaut-redux,https://garymarcus.substack.com/p/horse-rides-astronaut-redux,posts/2024-02-13_horse-rides-astronaut-redux.txt,3317,0b2002e598b90b254b0f26cf0c25ff8b1ee550860aea3907fa62b93309783095
post_0159,2024-02-13,statistics-versus-understanding-the,https://garymarcus.substack.com/p/statistics-versus-understanding-the,posts/2024-02-13_statistics-versus-understanding-the.txt,3418,07c8ae4092f29708537fca5ac9f41db90817a11a15864bfee7bba08326deb9e7
post_0160,2024-02-15,the-hottest-new-programming-language,https://garymarcus.substack.com/p/the-hottest-new-programming-language,posts/2024-02-15_the-hottest-new-programming-language.txt,4775,13c944e5a05abb9a0a0502c7ef3c3e5d062e760c70f9fce430c858308ba919f2
post_0161,2024-02-17,death-of-a-chatbot-body-blow-to-an,https://garymarcus.substack.com/p/death-of-a-chatbot-body-blow-to-an,posts/2024-02-17_death-of-a-chatbot-body-blow-to-an.txt,972,1bd81fdbd92ea4f8522b5cb3afa7626813c4fba92d326a34f307fe79a1985773
post_0162,2024-02-18,absolutely-amazing-ant-video-augurs,https://garymarcus.substack.com/p/absolutely-amazing-ant-video-augurs,posts/2024-02-18_absolutely-amazing-ant-video-augurs.txt,1158,613fb42a4693e78e203550a9d62a3ef4b6cb92971d45f4c9570a2b56c23455d4
post_0163,2024-02-18,sora-cant-handle-the-truth,https://garymarcus.substack.com/p/sora-cant-handle-the-truth,posts/2024-02-18_sora-cant-handle-the-truth.txt,8299,2ee9f655cadc4feb89b0f9b7fb2f3bc0a9e5539f02fc80e3b139542d877fbe5e
post_0164,2024-02-18,soras-surreal-physics,https://garymarcus.substack.com/p/soras-surreal-physics,posts/2024-02-18_soras-surreal-physics.txt,7141,279214ee219e7e76276e5a65275447a7db6841bcc869c29eb550399a01115661
post_0165,2024-02-21,chatgpt-has-gone-berserk,https://garymarcus.substack.com/p/chatgpt-has-gone-berserk,posts/2024-02-21_chatgpt-has-gone-berserk.txt,1809,6a03845c2cfe8c68ec27984aae52036e1d09736b33b81b968a737f21deab0245
post_0166,2024-02-21,has-google-gone-too-woke-why-even,https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even,posts/2024-02-21_has-google-gone-too-woke-why-even.txt,5468,e829152ebbbb1eeab8d60b4b846b1cb761a3b97bbe1eccb470188b392ee45ed7
post_0167,2024-02-22,belief-in-magic-may-be-declining,https://garymarcus.substack.com/p/belief-in-magic-may-be-declining,posts/2024-02-22_belief-in-magic-may-be-declining.txt,1069,41c5e57faadbd6df149eb418f5fd359da39ff0244db9ec3b7cb2b2ce1ca38aaa
post_0168,2024-02-24,no-rag-is-probably-not-going-to-rescue,https://garymarcus.substack.com/p/no-rag-is-probably-not-going-to-rescue,posts/2024-02-24_no-rag-is-probably-not-going-to-rescue.txt,8411,f1d56047f5a383da5811fc0c581d17a2db7c8105076e534e37ecad85dbca2ade
post_0169,2024-02-29,serious-medical-error-from-perplexitys,https://garymarcus.substack.com/p/serious-medical-error-from-perplexitys,posts/2024-02-29_serious-medical-error-from-perplexitys.txt,1344,84b7fab7a8ed610e5a30683e61873a85807352bc9561d182b035da918e96e15d
post_0170,2024-02-29,the-last-two-weeks-at-openai,https://garymarcus.substack.com/p/the-last-two-weeks-at-openai,posts/2024-02-29_the-last-two-weeks-at-openai.txt,863,75845e41accf723fadc76dc61398690df28a571be3e7d41b4c6cacc0f3af72f1
post_0171,2024-03-01,elon-musk-sues-openai,https://garymarcus.substack.com/p/elon-musk-sues-openai,posts/2024-03-01_elon-musk-sues-openai.txt,2413,adcf69388286cccdf096de2f0e1e712ed502d5c5e0e86341e6132ed247f3fa46
post_0172,2024-03-02,no-sora-has-not-learned-physics,https://garymarcus.substack.com/p/no-sora-has-not-learned-physics,posts/2024-03-02_no-sora-has-not-learned-physics.txt,2414,06c36eb5972d898d7aa4c5f0b0dc910a63020f006f0fe46d2cc2f714de4fdf95
post_0173,2024-03-03,the-irony-and-the-agony-of-elon-musks,https://garymarcus.substack.com/p/the-irony-and-the-agony-of-elon-musks,posts/2024-03-03_the-irony-and-the-agony-of-elon-musks.txt,4615,9ba9b48fd98d3b6ffb959a16df15e37e75125e17e90ee24b3661c045fcace8f3
post_0174,2024-03-05,covert-racism-in-llms,https://garymarcus.substack.com/p/covert-racism-in-llms,posts/2024-03-05_covert-racism-in-llms.txt,3082,96cc715a3a7314c03b87eae8b1e6ad2430f677fc815b4b4f5121bee5cd12d0a5
post_0175,2024-03-06,openais-own-goal,https://garymarcus.substack.com/p/openais-own-goal,posts/2024-03-06_openais-own-goal.txt,5964,d044f198205f0733642ca4de0acadbb43ee25ba3fa1594a5578d92e2c30853ad
post_0176,2024-03-10,two-years-later-deep-learning-is,https://garymarcus.substack.com/p/two-years-later-deep-learning-is,posts/2024-03-10_two-years-later-deep-learning-is.txt,7327,ff638f1d9ec0e249295e2251424b87af7483555c4cebaa693694668e388ceb68
post_0177,2024-03-12,the-roi-on-genai-might-not-be-so,https://garymarcus.substack.com/p/the-roi-on-genai-might-not-be-so,posts/2024-03-12_the-roi-on-genai-might-not-be-so.txt,672,442aa5b7e8c1c55f699770fa4caca7679f330ccc9853238168d920423f163acd
post_0178,2024-03-14,the-year-of-the-big-balled-rat,https://garymarcus.substack.com/p/the-year-of-the-big-balled-rat,posts/2024-03-14_the-year-of-the-big-balled-rat.txt,1250,beaf78dbac310eef9d03f3e421a253aa2fceb9ca0c4db1c0de21f049008d03b4
post_0179,2024-03-15,openais-lies-and-half-truths,https://garymarcus.substack.com/p/openais-lies-and-half-truths,posts/2024-03-15_openais-lies-and-half-truths.txt,5056,cdba71e18971b3bd4ad58d4fed703384fb1f81f4e2c69465e9d77e234c5dfe2c
post_0180,2024-03-15,the-exponential-enshittification,https://garymarcus.substack.com/p/the-exponential-enshittification,posts/2024-03-15_the-exponential-enshittification.txt,2353,f5e03b783d1a5a3d58986ff6da57d18bd14b12e4a9b9ac829ba9e97811779ae4
post_0181,2024-03-16,happy-1st-birthday-gpt-4,https://garymarcus.substack.com/p/happy-1st-birthday-gpt-4,posts/2024-03-16_happy-1st-birthday-gpt-4.txt,1501,f8fceae8f3608ec2cc00ed41827dfc9a29cba4596b07c211c498fb223f3e79b1
post_0182,2024-03-29,the-race-between-positive-and-negative,https://garymarcus.substack.com/p/the-race-between-positive-and-negative,posts/2024-03-29_the-race-between-positive-and-negative.txt,3793,b24526eafdebdc1499e51aa74296028ef0a1653de6538effaafca4cb7fc852d0
post_0183,2024-03-30,the-second-worst-100b-investment,https://garymarcus.substack.com/p/the-second-worst-100b-investment,posts/2024-03-30_the-second-worst-100b-investment.txt,2847,51b7d19f18f625ff3d8021b51ed35dce358938395e176d181a509bc47d913da6
post_0184,2024-03-31,when-will-the-genai-bubble-burst,https://garymarcus.substack.com/p/when-will-the-genai-bubble-burst,posts/2024-03-31_when-will-the-genai-bubble-burst.txt,4640,cb04d1fd3516fcd910f393e6f91f196967950a1d9a4652d50fbaea44e0bbca02
post_0185,2024-04-01,sneak-preview-of-gpt-5,https://garymarcus.substack.com/p/sneak-preview-of-gpt-5,posts/2024-04-01_sneak-preview-of-gpt-5.txt,830,c668b504f4e3c00d612407bb96b2a2786eee33676b9a55bad9995ee469438cb2
post_0186,2024-04-03,an-unending-array-of-jailbreaking,https://garymarcus.substack.com/p/an-unending-array-of-jailbreaking,posts/2024-04-03_an-unending-array-of-jailbreaking.txt,1726,e3db7beded148072ebefd1ab7100c27f7105080d366e11d0e6e22b8f49bcf102
post_0187,2024-04-06,information-pollution-reaches-new,https://garymarcus.substack.com/p/information-pollution-reaches-new,posts/2024-04-06_information-pollution-reaches-new.txt,2804,f1ebb1e757c3d0138cfce2c5d2a6990ba9bd1fe3abc9ab30b44065a26c81dea4
post_0188,2024-04-08,breaking-news-scaling-will-never,https://garymarcus.substack.com/p/breaking-news-scaling-will-never,posts/2024-04-08_breaking-news-scaling-will-never.txt,1557,e012c07f000fcfcceb9191a0b60da5a17472ef7a6129d99ba9158e6220233da4
post_0189,2024-04-08,corrected-link-re-new-paper-on-scaling,https://garymarcus.substack.com/p/corrected-link-re-new-paper-on-scaling,posts/2024-04-08_corrected-link-re-new-paper-on-scaling.txt,252,07f1f315900fae8066c749376293d49f00f6d1f7bb2b95b5b671d7c223e03b9c
post_0190,2024-04-08,generative-ai-as-shakespearean-tragedy,https://garymarcus.substack.com/p/generative-ai-as-shakespearean-tragedy,posts/2024-04-08_generative-ai-as-shakespearean-tragedy.txt,4662,b6be30085c026304bb4063d72e1e92f23dcde4df1ca196de947aad9c17c3bad1
post_0191,2024-04-09,10-million-says-we-wont-see-human,https://garymarcus.substack.com/p/10-million-says-we-wont-see-human,posts/2024-04-09_10-million-says-we-wont-see-human.txt,1604,590252770756b86c5054ce7a4ef2c6c99fe9b75a5a685a9e6a676ee7289c5175
post_0192,2024-04-09,24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news,posts/2024-04-09_24-hours-in-ai-news.txt,2560,52f5b9dc2c0a2c80813c3ab28eda4322da21b280ff01908d76fb14f552470ffc
post_0193,2024-04-13,evidence-that-llms-are-reaching-a,https://garymarcus.substack.com/p/evidence-that-llms-are-reaching-a,posts/2024-04-13_evidence-that-llms-are-reaching-a.txt,6656,5ddfc6e3f03d39fee085e1f1e769c2d5f0c951d4ffa92cac7b204880fc1d6225
post_0194,2024-04-14,llms-arent-very-bright-why-are-so,https://garymarcus.substack.com/p/llms-arent-very-bright-why-are-so,posts/2024-04-14_llms-arent-very-bright-why-are-so.txt,1692,885684f461d766a69e1ff32a4ebac81f342c508fcde16bfd5e95f1517cbb915f
post_0195,2024-04-14,superhuman-agi-is-not-nigh,https://garymarcus.substack.com/p/superhuman-agi-is-not-nigh,posts/2024-04-14_superhuman-agi-is-not-nigh.txt,4778,e560eac8395fd880b70d7191effe4fad7ae87add579dfb7dd0b000a307023953
post_0196,2024-04-15,ted-ai-and-the-test-of-time,https://garymarcus.substack.com/p/ted-ai-and-the-test-of-time,posts/2024-04-15_ted-ai-and-the-test-of-time.txt,4547,c0ff1bc2e331d0449a34f58d72468cc5dab1482499b57c0ed8092ef044498a20
post_0197,2024-04-17,technoptimism-ted-and-the-road-to,https://garymarcus.substack.com/p/technoptimism-ted-and-the-road-to,posts/2024-04-17_technoptimism-ted-and-the-road-to.txt,5402,cbb165209dabddb2bca797d199e8e2676482f28a4cf7aa3733a54f681219d6e2
post_0198,2024-04-19,daniel-dennett-1942-2024,https://garymarcus.substack.com/p/daniel-dennett-1942-2024,posts/2024-04-19_daniel-dennett-1942-2024.txt,8971,e885dd050ebae9f59f1ab8d0d831576dcc622b7584ad9a2ad1c1f680dab955d3
post_0199,2024-04-20,groupthink-versus-tulips-what-will,https://garymarcus.substack.com/p/groupthink-versus-tulips-what-will,posts/2024-04-20_groupthink-versus-tulips-what-will.txt,1802,cc65ccfed98bb70d492d9a27eedf23b93868a5a25bf3ca9185572325255dd60c
post_0200,2024-04-21,facing-facts,https://garymarcus.substack.com/p/facing-facts,posts/2024-04-21_facing-facts.txt,873,b9236026f8d6df93ca02a0e98fa32fab226afcfb154c6387233cc7870f613437
post_0201,2024-04-21,humans-versus-machines-the-hallucination,https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination,posts/2024-04-21_humans-versus-machines-the-hallucination.txt,2458,1407e3ecbc4a9dd5a81280d1f326c7527f1588439e9e0403ec9152a3da00f001
post_0202,2024-04-27,we-cant-trust-the-fox-to-guard-the,https://garymarcus.substack.com/p/we-cant-trust-the-fox-to-guard-the,posts/2024-04-27_we-cant-trust-the-fox-to-guard-the.txt,7563,393fcd8c6b41b92ff89f7c3614796ed8cd9abf9a0361529e76e5e36a1d93084b
post_0203,2024-05-04,an-epistemic-clusterfuck-in-the-making,https://garymarcus.substack.com/p/an-epistemic-clusterfuck-in-the-making,posts/2024-05-04_an-epistemic-clusterfuck-in-the-making.txt,1589,636462e35eccc53602b28869b5b6eeecedf267b961c3e946f0dfefeb6d4f99f0
post_0204,2024-05-05,the-sam-altman-playbook,https://garymarcus.substack.com/p/the-sam-altman-playbook,posts/2024-05-05_the-sam-altman-playbook.txt,11342,ca3c45cc348f4c0bf15b7d2558dcceee3d060408c5a18cefaca12d46f0cb1ebe
post_0205,2024-05-06,microsoft-and-openais-increasingly,https://garymarcus.substack.com/p/microsoft-and-openais-increasingly,posts/2024-05-06_microsoft-and-openais-increasingly.txt,2120,a44cd320c3a870e01afaeb96cb78580d45354f7f15aaef0d1bfb602755740dcb
post_0206,2024-05-13,hot-take-on-openais-new-gpt-4o,https://garymarcus.substack.com/p/hot-take-on-openais-new-gpt-4o,posts/2024-05-13_hot-take-on-openais-new-gpt-4o.txt,1218,85fd99239d16f13c6c36d17bd8186fd78d51cd64546217dc2b0b816fc3c01440
post_0207,2024-05-15,chaos-and-tension-at-openai,https://garymarcus.substack.com/p/chaos-and-tension-at-openai,posts/2024-05-15_chaos-and-tension-at-openai.txt,1535,811bb972be83d2e01c7e43aebeac326334ba40bc3310024756c128d107ab035e
post_0208,2024-05-17,jane-goodall-ai-skeptic,https://garymarcus.substack.com/p/jane-goodall-ai-skeptic,posts/2024-05-17_jane-goodall-ai-skeptic.txt,3648,944f4d7d84da70918f0fc514f094e36f3be29ae769b73d97328c7e886c10f9da
post_0209,2024-05-21,ai-has-become-saurons-ring,https://garymarcus.substack.com/p/ai-has-become-saurons-ring,posts/2024-05-21_ai-has-become-saurons-ring.txt,1228,07cf8c5a724ae64abc142c23981a9f075c44d2d869b722f176bd9def2edb5b9d
post_0210,2024-05-21,the-openai-board-was-right,https://garymarcus.substack.com/p/the-openai-board-was-right,posts/2024-05-21_the-openai-board-was-right.txt,3188,d5fa62d44e45cbbf4a38f45bcebf0c9f9cd09d16c2579ed35b342586688acc95
post_0211,2024-05-22,sam-altmans-fall-from-grace,https://garymarcus.substack.com/p/sam-altmans-fall-from-grace,posts/2024-05-22_sam-altmans-fall-from-grace.txt,742,20593967e0cee710039ec2f760027260fd391bf4fd6710c94f0998e60ed6f05f
