theme3_id,cluster2_id,target_mode,claim_type_mode,first_date,last_date,occurrences,status_at_eval,confidence,as_of_date,theme_reason,theme_sources,representative_quote
theme3_1a14a35b5ae3,cluster2_a33a1d9604c3,google,descriptive,2023-11-03,2023-11-03,1,supported,high,2026-03-02,Primary model docs and provider guidance continue to report hallucination risk and non-zero factual errors.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://support.claude.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Nobody knows for SURE that there are no serious possible consequences of open source AI, e.g in terms of bioweapons, misinformation generation etc, as Séb Krier at DeepMind nicely highlights above. 2."
theme3_1a14a35b5ae3,cluster2_db8de8127c82,google,descriptive,2025-10-16,2025-10-16,1,supported,high,2026-03-02,Primary model docs and provider guidance continue to report hallucination risk and non-zero factual errors.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://support.claude.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"In an OpEd today in The New York Times , I argue that at least for now, AGI is maybe not the right near-term goal: The crux of this essay , which draws on positive examples from Waymo and GoogleDeepmind is this: [LLMs] have always been prone to hallucinations and errors."
theme3_1c72faf37cd5,cluster2_04892b0d53be,regulation,normative,2025-05-14,2025-05-14,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"If you are among the 82% of Americans who think AI needs oversight, you need to call or write your Congress members now, or the door on AI regulation will slam shut at least for the next decade, if not forever, and we will be entirely at Silicon Valley’s mercy."
theme3_1d051096961b,cluster2_6709a62b1005,openai,predictive,2024-11-09,2024-11-09,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Sky high valuation of companies like OpenAI and Microsoft are largely based on the notion that LLMs will, with continued scaling, become artificial general intelligence."
theme3_1ebd4ce067d9,cluster2_7c0e33ac37e0,llms,normative,2023-02-18,2023-02-18,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"Needless to say — or, rather, this should be needless to say, but this obvious fact can get buried beneath the ongoing avalanche of hype — ChatGPT made all the same kinds of mistakes that its predecessors did ."
theme3_1f57bba83c5b,cluster2_7f1e7c8e0e8c,regulation,descriptive,2023-07-08,2023-07-08,1,supported,high,2026-03-02,Primary model docs and provider guidance continue to report hallucination risk and non-zero factual errors.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://support.claude.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Many of us have also become worried about the possibility of regulatory capture , and whether shrewd executives at the major tech companies might induce governments to alight on regulation that ultimately does more harm than good, keeping out smaller players, and entrenching Big Tech’s own status, while doing little to address the underlying risks, such as around misinformation and cybercrime."
theme3_1f57bba83c5b,cluster2_5d86034182c7,regulation,descriptive,2023-08-13,2023-08-13,1,supported,high,2026-03-02,Primary model docs and provider guidance continue to report hallucination risk and non-zero factual errors.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://support.claude.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"On the national front, regulation that might protect consumers (e.g., around privacy, reducing bias, demanding transparency in data, combatting misinformation, etc), is being slowed by a countervailing pressure to make sure that US generative AI develops as quickly as possible."
theme3_1f57bba83c5b,cluster2_d87809b33ce1,regulation,descriptive,2024-12-08,2024-12-08,1,supported,high,2026-03-02,Primary model docs and provider guidance continue to report hallucination risk and non-zero factual errors.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://support.claude.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"His writing on social media strikes me as astute; here he seems to be missing a central point. • He gives a long, flawed list of of AI positives but scarcely takes note of the negatives, like the way it has been used for misinformation, for scams, for denying insurance claims, and so on; recent studies on covert racism in generative AI and the ability of generative AI to implant false memories are never mentioned."
theme3_28501faa0718,cluster2_68b88e0baa2c,openai,predictive,2023-02-11,2023-02-11,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"I am willing to bet SlateStarCodex now (terms to be negotiated) that if OpenAI gives us unrestricted access to GPT-4, whenever that is released, and assuming that is basically the same architecture but with more data, that within a day of playing around with it, Ernie and I will still be able find lots of examples of failures in physical reasoning, temporal reasoning, causal reasoning, and so forth ."
theme3_28501faa0718,cluster2_733560042b3b,openai,predictive,2023-08-14,2023-08-14,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Here are a bunch of considerations in either direction, partly drawn from a fun conversation I had earlier today with the VC and tech writer Om Malik : Reasons why OpenAI, and generative AI, might still do well financially: Coding is a solid use case that will continue to keep generative AI in the limelight for a long time."
theme3_28501faa0718,cluster2_71770901a837,openai,predictive,2025-01-26,2025-01-26,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Altman has already cut prices twice in the last few days , and we already know from his own testimony that OpenAI has been losing money on ChatGPT Pro ; as Grady Booch observed on X, “Now he’ll be losing money faster.” I have said it before, and I will say it again—OpenAI may well become the WeWork of AI. § Nvidia could soon take a serious hit, too, for two reasons."
theme3_2a82b0d65531,cluster2_1629c3724245,general_ai,predictive,2023-10-26,2024-02-12,2,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,"I don’t know when we will get to such machines, but I do know that we don’t have tons of controls over current AI, especially now that people can hook them up to TaskRabbit and real-world software APIs."
theme3_2a82b0d65531,cluster2_8645fac9fb70,general_ai,predictive,2025-05-22,2025-05-22,1,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,"It’s also encouraging the world to make short-term choices about AI (e.g., making plans around export controls when China will inevitably catch up) rather than longer-term choices (investing in research to develop safer, more alignable approaches to AI)."
theme3_2cc418f5064a,cluster2_510dee98ff76,general_ai,predictive,2023-08-24,2023-08-24,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Quoting further, “Nearly 70% of respondents to the S&P Global survey said they have at least one AI project in production... but about half of those companies (31% of respondents) are still in pilot or proof-of-concept stage, outnumbering those who have reached enterprise scale with an AI project (28% of total respondents).” And of course not every enterprise-scale experiment will be successful."
theme3_2cc418f5064a,cluster2_145640dc2744,general_ai,predictive,2025-01-01,2025-01-01,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall."
theme3_2cc418f5064a,cluster2_335fc42188aa,general_ai,predictive,2025-01-01,2025-01-01,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico."
theme3_2cc418f5064a,cluster2_97b98e0a97eb,general_ai,predictive,2025-12-20,2025-12-20,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Work on new approaches such as world models and neurosymbolic will escalate. 2025 will be known as the year of the peak bubble , and also the moment at which Wall Street began to lose confidence in generative AI."
theme3_2cc418f5064a,cluster2_b4313a3cfb16,general_ai,predictive,2025-12-20,2025-12-20,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,Backlash to Generative AI and radical deregulation will escalate .
theme3_2ea498a89294,cluster2_80773baf99b8,general_ai,normative,2023-02-15,2023-02-15,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"The core of that threat comes from the combination of three facts: • these systems are inherently unreliable, frequently making errors of both reasoning and fact, and prone to hallucination ; ask them to explain why crushed porcelain is good in breast milk , and they may tell you that “porcelain can help to balance the nutritional content of the milk, providing the infant with the nutrients they need to help grow and develop”."
theme3_2ea498a89294,cluster2_859692bfa6d7,general_ai,normative,2024-12-11,2024-12-11,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"The core thrust of Newton’s piece is that the entire range of AI discourse boils down to two groups: critics external to firms and organizations directly working on or studying AI (they believe “AI is fake and sucks”) and internal critics who understand “AI is real and dangerous.” It’s not clear why anyone should entertain Newton’s false dichotomy, especially if they spend more than a second thinking about this."
theme3_2ea498a89294,cluster2_164a49e07c6c,general_ai,normative,2025-01-01,2025-01-01,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,Hallucinations (which should really be called confabulations) will continue to haunt generative AI.
theme3_2ea498a89294,cluster2_508dd52080f1,general_ai,normative,2026-02-25,2026-02-25,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,It should be obvious that applying hallucinatory and unreliable Generative AI to weapon systems without humans in the loop could be catastrophic.
theme3_2f0d82369632,cluster2_027cfbb77512,general_ai,descriptive,2023-02-13,2023-02-13,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Kohane recalled the “AI Winter” of the 1980s, in which funding abruptly dropped after expectations were not met, and fears we could wind up with another, similar crash if we are not realistic about what is and is not feasible."
theme3_2f0d82369632,cluster2_4f95bed562f8,general_ai,descriptive,2023-04-17,2023-04-17,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"When we do so, we amplify the hype around AI, and lead people into thinking that these machines are trustworthy oracles capable of manipulation or decision-making, which they are not."
theme3_2f0d82369632,cluster2_b2062e06a8e5,general_ai,descriptive,2025-12-17,2025-12-17,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,It was so popular you can get it on a t-shirt: The idea — which has led us all the way into the apparent AI bubble — was that one could use “ massive amounts of data – often derived from human behavior – as a substitute for intelligence. ” I said it would never work.
theme3_315a8368ec1c,cluster2_0c058feafc9a,llms,predictive,2023-02-13,2023-02-13,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"LeCun and his collaborator Browning make a strong case that language input alone (which is the kind of thing that GPT-3 is trained on) is not enough, writing an essay called AI And The Limits Of Language arguing that “A system trained on language alone will never approximate human intelligence, even if trained from now until the heat death of the universe.” But here again there’s a lack of credit."
theme3_315a8368ec1c,cluster2_37a8622daf7a,llms,predictive,2023-02-15,2025-07-27,2,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"Within a decade, maybe much less, the focus of AI will move from a pure focus on scaling large language models to a focus on integrating them with a wide range of other techniques."
theme3_315a8368ec1c,cluster2_856ccc515e34,llms,predictive,2024-11-09,2024-11-09,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"LLMs will not disappear, even if improvements diminish, but the economics will likely never make sense: additional training is expensive, the more scaling, the more costly."
theme3_315a8368ec1c,cluster2_2f73455ba9d2,llms,predictive,2024-11-24,2024-11-24,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"The meaning of the word scaling has been greatly devalued. “Scaling” used to mean “I can predict pretty much exactly how well a given LLM will do, by knowing the size of its database and the amount of compute being used to train it, and those increases will be exponential”."
theme3_331c20da7676,cluster2_ceed7c66cb6e,regulation,normative,2023-02-26,2023-02-26,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"The global absence of a comprehensive policy framework to ensure AI alignment - that is, safeguards to ensure an AI's function doesn't harm humans - begs for a new approach."
theme3_331c20da7676,cluster2_27700d1cd349,regulation,normative,2023-08-27,2023-08-27,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI."
theme3_331c20da7676,cluster2_0c0ca3102877,regulation,normative,2023-10-26,2023-10-26,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"Current AI has no way to reliably anticipate consequences of actions that it might recommend, Asimov’s First Law of Robotics called for robots to do no harm, but current AI has no reliable way to anticipate harm."
theme3_331c20da7676,cluster2_4a9742481539,regulation,normative,2023-11-28,2023-11-28,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,The safety of foundation models must be ensured by law.
theme3_331c20da7676,cluster2_18aed017ad77,regulation,normative,2024-08-20,2024-08-20,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"As Yoshua Bengio said to me in an email, passing the law will “show that you can continue having innovation while forcing some safety precautions.” At that point, maybe we can finally get down to the great deal of work still left to be done."
theme3_331c20da7676,cluster2_2419a865a75d,regulation,normative,2025-05-14,2025-05-14,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"The federal government should not get to control literally every aspect of how states regulate AI — particularly when they themselves have fallen down on the job —- and the Constitution makes pretty clear that the bill as written is far, far too broad."
theme3_331c20da7676,cluster2_48f5e1d43718,regulation,normative,2025-05-14,2025-05-14,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"It will lead to a Dark Age for the environment, our children, and marginalized communities.” Consumer Reports’ Policy Analyst for AI Issues Grace Gedye also weighed in, “Congress has long abdicated its responsibility to pass laws to address emerging consumer protection harms; under this bill, it would also prohibit the states from taking actions to protect their residents"" Well aware of the challenges AI poses, state leaders have already been acting."
theme3_33ffa6bb38e1,cluster2_1acc111c3150,llms,descriptive,2023-02-16,2023-02-16,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"ChatGPT simply cannot reason well enough to to do this; as I have documented in previous essays, it has demonstrably misunderstood physics, biology, psychology, medicine, and so forth."
theme3_33ffa6bb38e1,cluster2_34d419139435,llms,descriptive,2023-10-10,2023-10-10,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"They just don’t. § In the next bit, Pelley and Hinton show an example in which ChatGPT succeeds at reasoning, but they never consider any of those in which it fails—thereby inadvertently illustrating a very human failure, confirmation bias ."
theme3_33ffa6bb38e1,cluster2_0ede029933af,llms,descriptive,2024-07-28,2024-07-28,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"AlphaProof and AlphaGeometry are both along the lines of first that we discussed, using formal systems like Cyc (which has a formal reasoner not unlikely what is found in AlphaProof) to vet solutions produced by LLMs."
theme3_33ffa6bb38e1,cluster2_bdefaec735b3,llms,descriptive,2025-07-09,2025-07-09,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"But it is not reasonable to conclude from the occasional success on one sort of publicly-discussed set of prompts that GPT has mastered compositionality writ large. § More broadly, concluding anything from specific prompts crafted and shared publicly years ago is a mistake."
theme3_33ffa6bb38e1,cluster2_9ce2b8d7c8f0,llms,descriptive,2025-07-13,2025-07-13,1,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/,"GPT-4 probably wasn’t (I suspect it included some symbolic filters in its guardrails), and o3, when it invokes code interpreter and symbolically-executed control structures certainly isn’t."
theme3_35dcaa96810a,cluster2_b06afaa97de9,openai,predictive,2023-11-19,2023-11-19,1,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,They may well get their way. 4 vital questions: 👉Will the nonprofit continue to exist? 👉What checks and balances will there be? 👉Where will this leave OpenAI with respect to safety? 👉Where will this leave humanity?
theme3_35dcaa96810a,cluster2_e0da293833a4,openai,predictive,2024-01-27,2024-01-27,1,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,"In an opinion piece at WIRED this week, MIT Economist Daron Acemogulu argued that the the field could be in for a “ great AI disappointment ”, suggesting that “Rose-tinted predictions for artificial intelligence’s grand achievements will be swept aside by underwhelming performance and dangerous results.” Seventh, word on the street at Davos was that after the Fall drama some companies have lost some confidence in OpenAI ."
theme3_35dcaa96810a,cluster2_ebd6844e45f6,openai,predictive,2024-03-06,2024-03-06,1,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,"In dealing with the above-mentioned inconvenient truths, OpenAI’s preferred narrative historically has been essentially to say (in my paraphrase) “we always intended to open source stuff but eventually, when GPT-2 came out in 2019, decided that it might be too dangerous to release”."
theme3_35dcaa96810a,cluster2_1df91ebe1fd2,openai,predictive,2024-08-23,2024-08-23,1,mixed,medium,2026-03-02,Safety docs show mitigation progress while also acknowledging continuing limitations and ongoing work.,https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/,"A federally-driven set of AI policies, rather than a patchwork of state laws, will foster innovation and position the U.S. to lead the development of global standards.” To Saunders, this about-face was pretty familiar and pretty emblematic: it’s one thing for OpenAI to talk about safety approvingly in public, another for it to accept any external control whatsoever on its actions, or even to honor its commitments internally."
theme3_374373bb7ddc,cluster2_c33a476fdc05,general_ai,normative,2023-09-21,2023-09-21,1,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI."
theme3_374373bb7ddc,cluster2_db8548158e8f,general_ai,normative,2025-04-17,2025-07-13,2,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/,"In my 2018 article Deep Learning: A Critical Appraisal I summed the situation up this way: “Despite all of the problems I have sketched, I don’t think that we need to abandon deep learning."
theme3_3c553598e33f,cluster2_40b7af64913c,agi,predictive,2023-02-11,2025-04-25,2,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"None of the software in either of those systems has survived in modern efforts at “artificial general intelligence”, and I am not sure that LaMDA and its cousins will play any important role in the future of AI, either."
theme3_3c553598e33f,cluster2_8151691ce14d,agi,predictive,2023-02-16,2023-02-16,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,Let me begin by saying that I would be delighted if my prediction (that AGI will not happen anytime soon) was utterly and completely wrong and that you were right.
theme3_3c553598e33f,cluster2_db35293f27db,agi,predictive,2023-02-16,2023-02-16,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Where we diverge, I think, is largely on timing: you posit that we will see AGI within a few decades, I think it is more like a few generations."
theme3_3c553598e33f,cluster2_e9fc9ecdcdf0,agi,predictive,2023-02-16,2023-02-16,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"I do think we will eventually reach AGI (artificial general intelligence), and quite possibly before the end of this century."
theme3_3c553598e33f,cluster2_dbd684e667a7,agi,predictive,2023-04-09,2023-04-09,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,But imagining that it will fundamentally transform the world into some sort of new AGI regime sometime in Q4 2023—for China or the US-still seems like a fantasy to me.
theme3_3c553598e33f,cluster2_14691968a363,agi,predictive,2023-04-25,2023-04-25,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"If AGI is to emerge at all, I hope that it will emerge from the noble act of trying to make a better world, and not as an accidental byproduct of censorship and propaganda."
theme3_3c553598e33f,cluster2_f6ecd58b417b,agi,predictive,2023-08-13,2023-08-13,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so)."
theme3_3c553598e33f,cluster2_758eb339f5b6,agi,predictive,2023-09-27,2023-09-27,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,LLMs will likely never deliver on the promise that they are somehow close to AGI.
theme3_3c553598e33f,cluster2_0c5017c359d6,agi,predictive,2023-11-05,2023-11-05,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"If true self-driving is this hard, despite the amount of data that has been collected and amount of money invested ($100B+), any dreams of AGI happening soon are likely wildly unrealistic."
theme3_3c553598e33f,cluster2_bf314b2e61c9,agi,predictive,2024-03-30,2024-03-30,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,Presumably the operating idea here is that (a) $100B will equal AGI and (b) that customers will pay literally anything for AGI.
theme3_3c553598e33f,cluster2_cfe516d528f9,agi,predictive,2024-04-14,2024-04-14,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.
theme3_3c553598e33f,cluster2_57f823c45a22,agi,predictive,2024-06-22,2024-06-22,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Gary Marcus stands by his own prediction that we will not see AGI by 2029, per criteria he discussed here ."
theme3_3c553598e33f,cluster2_e9e732acc36d,agi,predictive,2024-08-01,2024-08-01,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Once you do, almost everything that people like Altman and Musk and Kurzweil are currently saying about AGI being nigh seems like sheer fantasy, on par with imagining that really tall ladders will soon make it to the moon."
theme3_3c553598e33f,cluster2_ba4ac691cf68,agi,predictive,2024-08-23,2024-08-23,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,He thinks it is at least somewhat plausible we will see AGI in a few years; I do not.
theme3_3c553598e33f,cluster2_1bac5a0f886e,agi,predictive,2024-12-08,2024-12-08,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"I always say that AGI will come, just not soon, and in fact said so explicitly in emails to Newton yesterday (e.g., “we will get to AGI, but the field has been pursuing a hypothesis that was basically (just as I anticipated) disproven, so we will need new ideas.”) I also always say we need hybrid systems that include LLMs as one tool among many, never that that LLMs will altogether disappear, even if they become a commodity and valuations fall."
theme3_3c553598e33f,cluster2_166f12ae45af,agi,predictive,2024-12-21,2024-12-21,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Almost none seem to have read further, to the most important part of Chollet’s essay: it is important to note that ARC-AGI is not an acid test for AGI – as we've repeated dozens of times this year."
theme3_3c553598e33f,cluster2_8b0d3b10ad62,agi,predictive,2024-12-21,2024-12-21,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,Nothing in the o3 presentation yesterday suggested to me that this decades-old core problem has been remotely solved. § I am not saying we will never get AGI.
theme3_3c553598e33f,cluster2_9b022ceb42cf,agi,predictive,2024-12-21,2024-12-21,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Furthermore, early data points suggest that the upcoming ARC-AGI-2 benchmark will still pose a significant challenge to o3, potentially reducing its score to under 30% even at high compute (while a smart human would still be able to score over 95% with no training)” § In 2025, a lot of AI influencers and maybe some companies are going to claim we have reached AGI."
theme3_3c553598e33f,cluster2_6312fecddd30,agi,predictive,2025-01-09,2025-01-09,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here )."
theme3_3c553598e33f,cluster2_84f4053d868b,agi,predictive,2025-01-26,2025-01-26,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.
theme3_3c553598e33f,cluster2_9aa09566059a,agi,predictive,2025-01-26,2025-01-26,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027."
theme3_3c553598e33f,cluster2_14fdbc2d479a,agi,predictive,2025-02-13,2025-02-13,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included."
theme3_3c553598e33f,cluster2_1ab79ae4134e,agi,predictive,2025-03-05,2025-03-05,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,There is a notion implicit in the interview that whoever gets to AGI first will have some massive advantage.
theme3_3c553598e33f,cluster2_723391a7e57c,agi,predictive,2025-03-05,2025-03-05,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,"The point here is not about arithmetic but generalization . 3 Another implicit assumption is that getting to AGI first, even by a few months, will matter a lot."
theme3_3c553598e33f,cluster2_8f6a825f544c,agi,predictive,2025-03-05,2025-03-05,1,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/,I completely agree with Klein that AGI will matter a lot when it comes.
