theme3_id,theme_label,target_mode,claim_type_mode,first_date,last_date,claim_occurrences,goalpost_shift_candidate,status_at_eval,confidence,as_of_date,reason,sources
theme3_5f90b0708be7,copyright_ip,llms,descriptive,2023-02-11,2026-01-12,8,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_cb87e9ec1415,agi_timeline,agi,causal,2023-02-16,2025-12-23,8,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_64bd8b6d3a0f,agents_reliability,general_ai,predictive,2023-10-27,2025-08-03,7,yes,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_da5470fb91d7,market_hype_bubble,general_ai,predictive,2023-10-27,2026-01-06,7,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_e8ec12058b83,agi_timeline,general_ai,predictive,2024-03-10,2025-11-21,7,yes,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/
theme3_fde6def617bf,scaling_limits,agi,predictive,2023-02-11,2025-12-01,7,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_1421096bca2e,scaling_limits,general_ai,descriptive,2023-02-11,2025-12-09,6,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_5bb7238346d7,reasoning_common_sense,agi,predictive,2023-02-16,2025-08-09,6,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_2cc418f5064a,scaling_limits,general_ai,predictive,2023-08-24,2025-12-20,5,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_315a8368ec1c,scaling_limits,llms,predictive,2023-02-13,2025-07-27,5,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_33ffa6bb38e1,reasoning_common_sense,llms,descriptive,2023-02-16,2025-07-13,5,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_91c95a37e045,scaling_limits,agi,descriptive,2023-02-11,2025-06-17,4,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_c5056806d534,agi_timeline,tesla,predictive,2023-02-13,2025-01-20,4,yes,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/
theme3_0d3613992fa7,reasoning_common_sense,llms,causal,2023-03-25,2025-03-28,3,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_1844084fccbe,market_hype_bubble,llms,descriptive,2025-01-14,2025-08-20,3,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_28501faa0718,reasoning_common_sense,openai,predictive,2023-02-11,2025-01-26,3,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_2f0d82369632,market_hype_bubble,general_ai,descriptive,2023-02-13,2025-12-17,3,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_7536106433d4,reasoning_common_sense,ai_safety,descriptive,2024-06-07,2025-02-26,3,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_0f1476ce91f4,reasoning_common_sense,openai,descriptive,2024-02-04,2025-07-13,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_7645c65073c8,agents_reliability,general_ai,causal,2025-05-22,2025-08-03,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_833be3ff31bb,agents_reliability,llms,predictive,2024-02-10,2025-08-03,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_a4a7b7572183,agents_reliability,general_ai,descriptive,2025-04-16,2025-05-22,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_a4bd807a6b2f,scaling_limits,llms,descriptive,2025-02-13,2026-01-06,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_afea30eb45be,market_hype_bubble,general_ai,causal,2023-02-13,2024-07-28,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_b06f891704cc,openai_governance,openai,causal,2023-02-11,2023-04-28,2,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_b0a943ac0bbb,scaling_limits,agi,causal,2024-12-08,2025-03-14,2,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_df801cea5953,agi_timeline,openai,predictive,2024-06-05,2025-08-07,2,no,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/
theme3_e0bf578dbd19,openai_governance,general_ai,causal,2023-11-26,2025-11-18,2,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_08ea1f8f4bfc,reasoning_common_sense,google,descriptive,2022-05-29,2022-05-29,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_0b7a44e78690,self_driving_robotics,tesla,descriptive,2024-06-01,2024-06-01,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_16706773bfe0,copyright_ip,microsoft,descriptive,2023-02-26,2023-02-26,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_16db13f00387,reasoning_common_sense,google,causal,2025-01-01,2025-01-01,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_1741dd2488ee,scaling_limits,anthropic,descriptive,2025-11-18,2025-11-18,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_17682cba7368,market_hype_bubble,microsoft,predictive,2025-03-27,2025-03-27,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_1d051096961b,scaling_limits,openai,predictive,2024-11-09,2024-11-09,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_3d0db8f9faae,openai_governance,general_ai,descriptive,2024-03-06,2024-03-06,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_4c05ee8245b3,self_driving_robotics,google,descriptive,2023-02-17,2023-02-17,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_4fd1eed54bd2,self_driving_robotics,general_ai,predictive,2023-10-27,2023-10-27,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_54e37b5b2981,self_driving_robotics,llms,descriptive,2025-07-13,2025-07-13,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_641e64cb86a3,reasoning_common_sense,anthropic,causal,2026-02-04,2026-02-04,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_6608404f688e,scaling_limits,ai_safety,predictive,2025-05-22,2025-05-22,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_66474188f998,market_hype_bubble,google,predictive,2025-12-01,2025-12-01,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_6fb1ef5deff5,scaling_limits,ai_safety,descriptive,2024-08-10,2024-08-10,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_74fdd247ed10,agi_timeline,anthropic,descriptive,2025-03-05,2025-03-05,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_855ae3bb7be1,openai_governance,llms,descriptive,2023-08-14,2023-08-14,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_8ac582808fb4,copyright_ip,general_ai,causal,2024-10-05,2024-10-05,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_8e1a0d0af076,agi_timeline,openai,causal,2023-02-16,2023-02-16,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_8fe0ad899072,scaling_limits,llms,causal,2025-10-22,2025-10-22,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_90cdb2bb15e4,agents_reliability,llms,descriptive,2024-02-10,2024-02-10,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_a258d61593cc,self_driving_robotics,tesla,causal,2023-02-13,2023-02-13,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_a54614512de5,scaling_limits,regulation,descriptive,2024-11-10,2024-11-10,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_a6b68bc85bcf,reasoning_common_sense,agi,descriptive,2025-07-13,2025-07-13,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_ab190e6108e8,reasoning_common_sense,general_ai,causal,2026-01-06,2026-01-06,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_ad215ff54ca7,scaling_limits,general_ai,causal,2023-04-09,2023-04-09,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_b889360f49df,agi_timeline,anthropic,predictive,2023-08-13,2023-08-13,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_b9f19c78c06d,copyright_ip,llms,causal,2026-02-10,2026-02-10,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_bcade1f0ce6f,openai_governance,general_ai,predictive,2025-02-11,2025-02-11,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_be469008f20d,copyright_ip,meta,descriptive,2026-01-06,2026-01-06,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_c36d63426d0a,market_hype_bubble,google,descriptive,2025-12-01,2025-12-01,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_c41ab86ca4e1,reasoning_common_sense,regulation,causal,2023-08-28,2023-08-28,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_dc8619624667,scaling_limits,openai,descriptive,2025-08-03,2025-08-03,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_e08a363477d6,scaling_limits,ai_safety,causal,2025-01-16,2025-01-16,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
theme3_e38d5e6599b8,self_driving_robotics,general_ai,descriptive,2025-07-15,2025-07-15,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/
theme3_f122aba746fc,openai_governance,llms,causal,2025-11-18,2025-11-18,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_fb1e8f4c72f2,agi_timeline,general_ai,descriptive,2025-05-22,2025-05-22,1,no,unresolved,high,2026-03-02,Timeline horizon extends beyond evaluation date.,https://openai.com/index/introducing-gpt-5/
theme3_fc9bd1ed6aeb,scaling_limits,google,predictive,2025-02-13,2025-02-13,1,no,unresolved,medium,2026-03-02,Theme remains open-ended or lacks a closed measurement endpoint by the as-of date.,https://openai.com/index/introducing-gpt-5/;https://openai.com/blog/gpt-5-system-card/;https://deepmind.google/models/model-cards/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf
