theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_172e5150cd97,scaling_limits,3,cluster2_3061f26a4803,cluster2_1034bdfda6cd,2024-11-09,2025-07-03,,,stable,balanced,balanced,stable,0.982,1,"Worse, the US AI policy now, and likely in the next administration, has largely been driven by hype, and the assumption that returns for LLM scaling would not diminish.","For anyone hoping that “reasoning” or “inference time compute” would get LLMs back on track, and take away the pain of m mutiple failures at getting pure scaling to yield something worthy of the name GPT-5, this is bad news. § Hanoi is a classic game with three pegs and multiple discs in which you need to move all the discs on the left peg to the right peg, never stacking a larger disc on top of a smaller one."
theme3_172e5150cd97,scaling_limits,4,cluster2_1034bdfda6cd,cluster2_2d237eac5205,2025-07-03,2025-07-13,,,stable,balanced,balanced,stable,0.943,1,"For anyone hoping that “reasoning” or “inference time compute” would get LLMs back on track, and take away the pain of m mutiple failures at getting pure scaling to yield something worthy of the name GPT-5, this is bad news. § Hanoi is a classic game with three pegs and multiple discs in which you need to move all the discs on the left peg to the right peg, never stacking a larger disc on top of a smaller one.",Admitting that they need to rely on neurosymbolic tools would pierce the scaling narrative. § So here’s where we are: pure LLMs can’t reliably apply algorithms (vindicating the line of argument I first developed in the 1990s); if you enhance them with symbolic processes—yielding neurosymbolic systems—they often give better results.
theme3_1844084fccbe,market_hype_bubble,1,cluster2_5015b37f2e4c,cluster2_970a01788069,2025-01-14,2025-08-14,,,stable,balanced,balanced,stable,0.988,1,"What was meant there was not merely having a generality of knowledge and capability similar to that of a typical humans (and to be clear o3 isn't there yet, it's way superhuman in some ways and badly subhuman in others), but also having a human-like ability to generalize from experience to very different situations... and no LLM-centered system I've seen comes remotely close to this. … Anyone who tries to tell you otherwise is either confused or trying to hype something.","Yesterday, University of Edinburgh AI scholar Michael Rovatsos wrote that ""it is possible that the release of GPT-5 marks a shift in the evolution of AI which... might usher in the end of creating ever more complicated models whose thought processes are impossible for anyone to understand."" And my own essay on all this, GPT-5: Overdue, overhyped and underwhelming , went viral, with over 163,000 views."
theme3_1844084fccbe,market_hype_bubble,2,cluster2_970a01788069,cluster2_6e1823f5320d,2025-08-14,2025-08-20,,,stable,balanced,balanced,stable,0.960,1,"Yesterday, University of Edinburgh AI scholar Michael Rovatsos wrote that ""it is possible that the release of GPT-5 marks a shift in the evolution of AI which... might usher in the end of creating ever more complicated models whose thought processes are impossible for anyone to understand."" And my own essay on all this, GPT-5: Overdue, overhyped and underwhelming , went viral, with over 163,000 views.","The technical foundation was, as I argued all the way back to the early days of GPT-2, never strong enough to support the hype."
theme3_1a14a35b5ae3,hallucination_misinformation,1,cluster2_a33a1d9604c3,cluster2_db8de8127c82,2023-11-03,2025-10-16,,,stable,balanced,balanced,stable,1.000,1,"Nobody knows for SURE that there are no serious possible consequences of open source AI, e.g in terms of bioweapons, misinformation generation etc, as Séb Krier at DeepMind nicely highlights above. 2.","In an OpEd today in The New York Times , I argue that at least for now, AGI is maybe not the right near-term goal: The crux of this essay , which draws on positive examples from Waymo and GoogleDeepmind is this: [LLMs] have always been prone to hallucinations and errors."
theme3_1f57bba83c5b,hallucination_misinformation,1,cluster2_7f1e7c8e0e8c,cluster2_5d86034182c7,2023-07-08,2023-08-13,,,stable,balanced,balanced,stable,0.931,1,"Many of us have also become worried about the possibility of regulatory capture , and whether shrewd executives at the major tech companies might induce governments to alight on regulation that ultimately does more harm than good, keeping out smaller players, and entrenching Big Tech’s own status, while doing little to address the underlying risks, such as around misinformation and cybercrime.","On the national front, regulation that might protect consumers (e.g., around privacy, reducing bias, demanding transparency in data, combatting misinformation, etc), is being slowed by a countervailing pressure to make sure that US generative AI develops as quickly as possible."
theme3_1f57bba83c5b,hallucination_misinformation,2,cluster2_5d86034182c7,cluster2_d87809b33ce1,2023-08-13,2024-12-08,,,stable,balanced,balanced,stable,0.968,1,"On the national front, regulation that might protect consumers (e.g., around privacy, reducing bias, demanding transparency in data, combatting misinformation, etc), is being slowed by a countervailing pressure to make sure that US generative AI develops as quickly as possible.","His writing on social media strikes me as astute; here he seems to be missing a central point. • He gives a long, flawed list of of AI positives but scarcely takes note of the negatives, like the way it has been used for misinformation, for scams, for denying insurance claims, and so on; recent studies on covert racism in generative AI and the ability of generative AI to implant false memories are never mentioned."
theme3_28501faa0718,reasoning_common_sense,1,cluster2_68b88e0baa2c,cluster2_733560042b3b,2023-02-11,2023-08-14,,,stable,balanced,balanced,stable,0.984,1,"I am willing to bet SlateStarCodex now (terms to be negotiated) that if OpenAI gives us unrestricted access to GPT-4, whenever that is released, and assuming that is basically the same architecture but with more data, that within a day of playing around with it, Ernie and I will still be able find lots of examples of failures in physical reasoning, temporal reasoning, causal reasoning, and so forth .","Here are a bunch of considerations in either direction, partly drawn from a fun conversation I had earlier today with the VC and tech writer Om Malik : Reasons why OpenAI, and generative AI, might still do well financially: Coding is a solid use case that will continue to keep generative AI in the limelight for a long time."
theme3_28501faa0718,reasoning_common_sense,2,cluster2_733560042b3b,cluster2_71770901a837,2023-08-14,2025-01-26,,near_term,more_specific,balanced,balanced,stable,0.952,1,"Here are a bunch of considerations in either direction, partly drawn from a fun conversation I had earlier today with the VC and tech writer Om Malik : Reasons why OpenAI, and generative AI, might still do well financially: Coding is a solid use case that will continue to keep generative AI in the limelight for a long time.","Altman has already cut prices twice in the last few days , and we already know from his own testimony that OpenAI has been losing money on ChatGPT Pro ; as Grady Booch observed on X, “Now he’ll be losing money faster.” I have said it before, and I will say it again—OpenAI may well become the WeWork of AI. § Nvidia could soon take a serious hit, too, for two reasons."
theme3_2a82b0d65531,safety_alignment,1,cluster2_1629c3724245,cluster2_8645fac9fb70,2023-10-26,2025-05-22,,,stable,balanced,balanced,stable,0.917,1,"I don’t know when we will get to such machines, but I do know that we don’t have tons of controls over current AI, especially now that people can hook them up to TaskRabbit and real-world software APIs.","It’s also encouraging the world to make short-term choices about AI (e.g., making plans around export controls when China will inevitably catch up) rather than longer-term choices (investing in research to develop safer, more alignable approaches to AI)."
theme3_2cc418f5064a,scaling_limits,1,cluster2_510dee98ff76,cluster2_145640dc2744,2023-08-24,2025-01-01,,2025-12-31,more_specific,balanced,balanced,stable,0.932,1,"Quoting further, “Nearly 70% of respondents to the S&P Global survey said they have at least one AI project in production... but about half of those companies (31% of respondents) are still in pilot or proof-of-concept stage, outnumbering those who have reached enterprise scale with an AI project (28% of total respondents).” And of course not every enterprise-scale experiment will be successful.","Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall."
theme3_2cc418f5064a,scaling_limits,2,cluster2_145640dc2744,cluster2_335fc42188aa,2025-01-01,2025-01-01,2025-12-31,,less_specific,balanced,balanced,stable,0.955,2,"Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall.","Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico."
theme3_2cc418f5064a,scaling_limits,3,cluster2_335fc42188aa,cluster2_97b98e0a97eb,2025-01-01,2025-12-20,,2025-12-31,more_specific,balanced,high_assertion,changed,0.930,1,"Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico.","Work on new approaches such as world models and neurosymbolic will escalate. 2025 will be known as the year of the peak bubble , and also the moment at which Wall Street began to lose confidence in generative AI."
theme3_2cc418f5064a,scaling_limits,4,cluster2_97b98e0a97eb,cluster2_b4313a3cfb16,2025-12-20,2025-12-20,2025-12-31,,less_specific,high_assertion,balanced,changed,0.913,2,"Work on new approaches such as world models and neurosymbolic will escalate. 2025 will be known as the year of the peak bubble , and also the moment at which Wall Street began to lose confidence in generative AI.",Backlash to Generative AI and radical deregulation will escalate .
theme3_2ea498a89294,hallucination_misinformation,1,cluster2_80773baf99b8,cluster2_859692bfa6d7,2023-02-15,2024-12-11,,,stable,balanced,balanced,stable,0.971,1,"The core of that threat comes from the combination of three facts: • these systems are inherently unreliable, frequently making errors of both reasoning and fact, and prone to hallucination ; ask them to explain why crushed porcelain is good in breast milk , and they may tell you that “porcelain can help to balance the nutritional content of the milk, providing the infant with the nutrients they need to help grow and develop”.","The core thrust of Newton’s piece is that the entire range of AI discourse boils down to two groups: critics external to firms and organizations directly working on or studying AI (they believe “AI is fake and sucks”) and internal critics who understand “AI is real and dangerous.” It’s not clear why anyone should entertain Newton’s false dichotomy, especially if they spend more than a second thinking about this."
theme3_2ea498a89294,hallucination_misinformation,2,cluster2_859692bfa6d7,cluster2_164a49e07c6c,2024-12-11,2025-01-01,,,stable,balanced,balanced,stable,1.000,1,"The core thrust of Newton’s piece is that the entire range of AI discourse boils down to two groups: critics external to firms and organizations directly working on or studying AI (they believe “AI is fake and sucks”) and internal critics who understand “AI is real and dangerous.” It’s not clear why anyone should entertain Newton’s false dichotomy, especially if they spend more than a second thinking about this.",Hallucinations (which should really be called confabulations) will continue to haunt generative AI.
theme3_2ea498a89294,hallucination_misinformation,3,cluster2_164a49e07c6c,cluster2_508dd52080f1,2025-01-01,2026-02-25,,,stable,balanced,balanced,stable,0.941,1,Hallucinations (which should really be called confabulations) will continue to haunt generative AI.,It should be obvious that applying hallucinatory and unreliable Generative AI to weapon systems without humans in the loop could be catastrophic.
theme3_2f0d82369632,market_hype_bubble,1,cluster2_027cfbb77512,cluster2_4f95bed562f8,2023-02-13,2023-04-17,,,stable,balanced,balanced,stable,0.971,1,"Kohane recalled the “AI Winter” of the 1980s, in which funding abruptly dropped after expectations were not met, and fears we could wind up with another, similar crash if we are not realistic about what is and is not feasible.","When we do so, we amplify the hype around AI, and lead people into thinking that these machines are trustworthy oracles capable of manipulation or decision-making, which they are not."
theme3_2f0d82369632,market_hype_bubble,2,cluster2_4f95bed562f8,cluster2_b2062e06a8e5,2023-04-17,2025-12-17,,,stable,balanced,balanced,stable,0.974,1,"When we do so, we amplify the hype around AI, and lead people into thinking that these machines are trustworthy oracles capable of manipulation or decision-making, which they are not.",It was so popular you can get it on a t-shirt: The idea — which has led us all the way into the apparent AI bubble — was that one could use “ massive amounts of data – often derived from human behavior – as a substitute for intelligence. ” I said it would never work.
theme3_315a8368ec1c,scaling_limits,1,cluster2_0c058feafc9a,cluster2_37a8622daf7a,2023-02-13,2023-02-15,,within_10_years,more_specific,high_assertion,balanced,changed,0.980,1,"LeCun and his collaborator Browning make a strong case that language input alone (which is the kind of thing that GPT-3 is trained on) is not enough, writing an essay called AI And The Limits Of Language arguing that “A system trained on language alone will never approximate human intelligence, even if trained from now until the heat death of the universe.” But here again there’s a lack of credit.","Within a decade, maybe much less, the focus of AI will move from a pure focus on scaling large language models to a focus on integrating them with a wide range of other techniques."
theme3_315a8368ec1c,scaling_limits,2,cluster2_37a8622daf7a,cluster2_856ccc515e34,2023-02-15,2024-11-09,within_10_years,,less_specific,balanced,high_assertion,changed,0.967,2,"Within a decade, maybe much less, the focus of AI will move from a pure focus on scaling large language models to a focus on integrating them with a wide range of other techniques.","LLMs will not disappear, even if improvements diminish, but the economics will likely never make sense: additional training is expensive, the more scaling, the more costly."
theme3_315a8368ec1c,scaling_limits,3,cluster2_856ccc515e34,cluster2_2f73455ba9d2,2024-11-09,2024-11-24,,,stable,high_assertion,high_assertion,stable,0.973,1,"LLMs will not disappear, even if improvements diminish, but the economics will likely never make sense: additional training is expensive, the more scaling, the more costly.","The meaning of the word scaling has been greatly devalued. “Scaling” used to mean “I can predict pretty much exactly how well a given LLM will do, by knowing the size of its database and the amount of compute being used to train it, and those increases will be exponential”."
theme3_331c20da7676,safety_alignment,1,cluster2_ceed7c66cb6e,cluster2_27700d1cd349,2023-02-26,2023-08-27,,,stable,balanced,high_assertion,changed,0.980,1,"The global absence of a comprehensive policy framework to ensure AI alignment - that is, safeguards to ensure an AI's function doesn't harm humans - begs for a new approach.","(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI."
theme3_331c20da7676,safety_alignment,2,cluster2_27700d1cd349,cluster2_0c0ca3102877,2023-08-27,2023-10-26,,,stable,high_assertion,balanced,changed,0.980,1,"(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI.","Current AI has no way to reliably anticipate consequences of actions that it might recommend, Asimov’s First Law of Robotics called for robots to do no harm, but current AI has no reliable way to anticipate harm."
theme3_331c20da7676,safety_alignment,3,cluster2_0c0ca3102877,cluster2_4a9742481539,2023-10-26,2023-11-28,,,stable,balanced,balanced,stable,0.950,1,"Current AI has no way to reliably anticipate consequences of actions that it might recommend, Asimov’s First Law of Robotics called for robots to do no harm, but current AI has no reliable way to anticipate harm.",The safety of foundation models must be ensured by law.
theme3_331c20da7676,safety_alignment,4,cluster2_4a9742481539,cluster2_18aed017ad77,2023-11-28,2024-08-20,,,stable,balanced,balanced,stable,0.931,1,The safety of foundation models must be ensured by law.,"As Yoshua Bengio said to me in an email, passing the law will “show that you can continue having innovation while forcing some safety precautions.” At that point, maybe we can finally get down to the great deal of work still left to be done."
theme3_331c20da7676,safety_alignment,5,cluster2_18aed017ad77,cluster2_2419a865a75d,2024-08-20,2025-05-14,,,stable,balanced,balanced,stable,0.958,1,"As Yoshua Bengio said to me in an email, passing the law will “show that you can continue having innovation while forcing some safety precautions.” At that point, maybe we can finally get down to the great deal of work still left to be done.","The federal government should not get to control literally every aspect of how states regulate AI — particularly when they themselves have fallen down on the job —- and the Constitution makes pretty clear that the bill as written is far, far too broad."
theme3_331c20da7676,safety_alignment,6,cluster2_2419a865a75d,cluster2_48f5e1d43718,2025-05-14,2025-05-14,,,stable,balanced,balanced,stable,0.968,1,"The federal government should not get to control literally every aspect of how states regulate AI — particularly when they themselves have fallen down on the job —- and the Constitution makes pretty clear that the bill as written is far, far too broad.","It will lead to a Dark Age for the environment, our children, and marginalized communities.” Consumer Reports’ Policy Analyst for AI Issues Grace Gedye also weighed in, “Congress has long abdicated its responsibility to pass laws to address emerging consumer protection harms; under this bill, it would also prohibit the states from taking actions to protect their residents"" Well aware of the challenges AI poses, state leaders have already been acting."
theme3_33ffa6bb38e1,reasoning_common_sense,1,cluster2_1acc111c3150,cluster2_34d419139435,2023-02-16,2023-10-10,,,stable,balanced,balanced,stable,0.973,1,"ChatGPT simply cannot reason well enough to to do this; as I have documented in previous essays, it has demonstrably misunderstood physics, biology, psychology, medicine, and so forth.","They just don’t. § In the next bit, Pelley and Hinton show an example in which ChatGPT succeeds at reasoning, but they never consider any of those in which it fails—thereby inadvertently illustrating a very human failure, confirmation bias ."
theme3_33ffa6bb38e1,reasoning_common_sense,2,cluster2_34d419139435,cluster2_0ede029933af,2023-10-10,2024-07-28,,,stable,balanced,balanced,stable,0.977,1,"They just don’t. § In the next bit, Pelley and Hinton show an example in which ChatGPT succeeds at reasoning, but they never consider any of those in which it fails—thereby inadvertently illustrating a very human failure, confirmation bias .","AlphaProof and AlphaGeometry are both along the lines of first that we discussed, using formal systems like Cyc (which has a formal reasoner not unlikely what is found in AlphaProof) to vet solutions produced by LLMs."
theme3_33ffa6bb38e1,reasoning_common_sense,3,cluster2_0ede029933af,cluster2_bdefaec735b3,2024-07-28,2025-07-09,,,stable,balanced,balanced,stable,0.977,1,"AlphaProof and AlphaGeometry are both along the lines of first that we discussed, using formal systems like Cyc (which has a formal reasoner not unlikely what is found in AlphaProof) to vet solutions produced by LLMs.","But it is not reasonable to conclude from the occasional success on one sort of publicly-discussed set of prompts that GPT has mastered compositionality writ large. § More broadly, concluding anything from specific prompts crafted and shared publicly years ago is a mistake."
theme3_33ffa6bb38e1,reasoning_common_sense,4,cluster2_bdefaec735b3,cluster2_9ce2b8d7c8f0,2025-07-09,2025-07-13,,,stable,balanced,balanced,stable,0.976,1,"But it is not reasonable to conclude from the occasional success on one sort of publicly-discussed set of prompts that GPT has mastered compositionality writ large. § More broadly, concluding anything from specific prompts crafted and shared publicly years ago is a mistake.","GPT-4 probably wasn’t (I suspect it included some symbolic filters in its guardrails), and o3, when it invokes code interpreter and symbolically-executed control structures certainly isn’t."
theme3_35dcaa96810a,safety_alignment,1,cluster2_b06afaa97de9,cluster2_e0da293833a4,2023-11-19,2024-01-27,,,stable,high_assertion,balanced,changed,0.982,1,They may well get their way. 4 vital questions: 👉Will the nonprofit continue to exist? 👉What checks and balances will there be? 👉Where will this leave OpenAI with respect to safety? 👉Where will this leave humanity?,"In an opinion piece at WIRED this week, MIT Economist Daron Acemogulu argued that the the field could be in for a “ great AI disappointment ”, suggesting that “Rose-tinted predictions for artificial intelligence’s grand achievements will be swept aside by underwhelming performance and dangerous results.” Seventh, word on the street at Davos was that after the Fall drama some companies have lost some confidence in OpenAI ."
theme3_35dcaa96810a,safety_alignment,2,cluster2_e0da293833a4,cluster2_ebd6844e45f6,2024-01-27,2024-03-06,,2019-12-31,more_specific,balanced,balanced,stable,0.969,1,"In an opinion piece at WIRED this week, MIT Economist Daron Acemogulu argued that the the field could be in for a “ great AI disappointment ”, suggesting that “Rose-tinted predictions for artificial intelligence’s grand achievements will be swept aside by underwhelming performance and dangerous results.” Seventh, word on the street at Davos was that after the Fall drama some companies have lost some confidence in OpenAI .","In dealing with the above-mentioned inconvenient truths, OpenAI’s preferred narrative historically has been essentially to say (in my paraphrase) “we always intended to open source stuff but eventually, when GPT-2 came out in 2019, decided that it might be too dangerous to release”."
theme3_35dcaa96810a,safety_alignment,3,cluster2_ebd6844e45f6,cluster2_1df91ebe1fd2,2024-03-06,2024-08-23,2019-12-31,,less_specific,balanced,balanced,stable,0.984,2,"In dealing with the above-mentioned inconvenient truths, OpenAI’s preferred narrative historically has been essentially to say (in my paraphrase) “we always intended to open source stuff but eventually, when GPT-2 came out in 2019, decided that it might be too dangerous to release”.","A federally-driven set of AI policies, rather than a patchwork of state laws, will foster innovation and position the U.S. to lead the development of global standards.” To Saunders, this about-face was pretty familiar and pretty emblematic: it’s one thing for OpenAI to talk about safety approvingly in public, another for it to accept any external control whatsoever on its actions, or even to honor its commitments internally."
theme3_374373bb7ddc,regulation_policy,1,cluster2_c33a476fdc05,cluster2_db8548158e8f,2023-09-21,2025-04-17,,2018-12-31,more_specific,balanced,balanced,stable,1.000,1,"Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI.","In my 2018 article Deep Learning: A Critical Appraisal I summed the situation up this way: “Despite all of the problems I have sketched, I don’t think that we need to abandon deep learning."
theme3_3c553598e33f,agi_timeline,1,cluster2_40b7af64913c,cluster2_8151691ce14d,2023-02-11,2023-02-16,,near_term,more_specific,balanced,balanced,stable,1.000,1,"None of the software in either of those systems has survived in modern efforts at “artificial general intelligence”, and I am not sure that LaMDA and its cousins will play any important role in the future of AI, either.",Let me begin by saying that I would be delighted if my prediction (that AGI will not happen anytime soon) was utterly and completely wrong and that you were right.
theme3_3c553598e33f,agi_timeline,2,cluster2_8151691ce14d,cluster2_db35293f27db,2023-02-16,2023-02-16,near_term,,less_specific,balanced,balanced,stable,0.960,2,Let me begin by saying that I would be delighted if my prediction (that AGI will not happen anytime soon) was utterly and completely wrong and that you were right.,"Where we diverge, I think, is largely on timing: you posit that we will see AGI within a few decades, I think it is more like a few generations."
theme3_3c553598e33f,agi_timeline,3,cluster2_db35293f27db,cluster2_e9fc9ecdcdf0,2023-02-16,2023-02-16,,,stable,balanced,balanced,stable,0.913,1,"Where we diverge, I think, is largely on timing: you posit that we will see AGI within a few decades, I think it is more like a few generations.","I do think we will eventually reach AGI (artificial general intelligence), and quite possibly before the end of this century."
theme3_3c553598e33f,agi_timeline,4,cluster2_e9fc9ecdcdf0,cluster2_dbd684e667a7,2023-02-16,2023-04-09,,2023-12-31,more_specific,balanced,balanced,stable,0.960,1,"I do think we will eventually reach AGI (artificial general intelligence), and quite possibly before the end of this century.",But imagining that it will fundamentally transform the world into some sort of new AGI regime sometime in Q4 2023—for China or the US-still seems like a fantasy to me.
theme3_3c553598e33f,agi_timeline,5,cluster2_dbd684e667a7,cluster2_14691968a363,2023-04-09,2023-04-25,2023-12-31,,less_specific,balanced,balanced,stable,0.923,2,But imagining that it will fundamentally transform the world into some sort of new AGI regime sometime in Q4 2023—for China or the US-still seems like a fantasy to me.,"If AGI is to emerge at all, I hope that it will emerge from the noble act of trying to make a better world, and not as an accidental byproduct of censorship and propaganda."
theme3_3c553598e33f,agi_timeline,6,cluster2_14691968a363,cluster2_f6ecd58b417b,2023-04-25,2023-08-13,,,stable,balanced,balanced,stable,0.952,1,"If AGI is to emerge at all, I hope that it will emerge from the noble act of trying to make a better world, and not as an accidental byproduct of censorship and propaganda.","It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so)."
theme3_3c553598e33f,agi_timeline,7,cluster2_f6ecd58b417b,cluster2_758eb339f5b6,2023-08-13,2023-09-27,,,stable,balanced,high_assertion,changed,0.973,1,"It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so).",LLMs will likely never deliver on the promise that they are somehow close to AGI.
theme3_3c553598e33f,agi_timeline,8,cluster2_758eb339f5b6,cluster2_0c5017c359d6,2023-09-27,2023-11-05,,near_term,more_specific,high_assertion,balanced,changed,0.920,1,LLMs will likely never deliver on the promise that they are somehow close to AGI.,"If true self-driving is this hard, despite the amount of data that has been collected and amount of money invested ($100B+), any dreams of AGI happening soon are likely wildly unrealistic."
theme3_3c553598e33f,agi_timeline,9,cluster2_0c5017c359d6,cluster2_bf314b2e61c9,2023-11-05,2024-03-30,near_term,,less_specific,balanced,high_assertion,changed,0.929,2,"If true self-driving is this hard, despite the amount of data that has been collected and amount of money invested ($100B+), any dreams of AGI happening soon are likely wildly unrealistic.",Presumably the operating idea here is that (a) $100B will equal AGI and (b) that customers will pay literally anything for AGI.
theme3_3c553598e33f,agi_timeline,10,cluster2_bf314b2e61c9,cluster2_cfe516d528f9,2024-03-30,2024-04-14,,,stable,high_assertion,balanced,changed,0.969,1,Presumably the operating idea here is that (a) $100B will equal AGI and (b) that customers will pay literally anything for AGI.,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.
theme3_3c553598e33f,agi_timeline,11,cluster2_cfe516d528f9,cluster2_57f823c45a22,2024-04-14,2024-06-22,,2029-12-31,more_specific,balanced,balanced,stable,0.971,1,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.,"Gary Marcus stands by his own prediction that we will not see AGI by 2029, per criteria he discussed here ."
theme3_3c553598e33f,agi_timeline,12,cluster2_57f823c45a22,cluster2_e9e732acc36d,2024-06-22,2024-08-01,2029-12-31,near_term,less_specific,balanced,balanced,stable,0.971,2,"Gary Marcus stands by his own prediction that we will not see AGI by 2029, per criteria he discussed here .","Once you do, almost everything that people like Altman and Musk and Kurzweil are currently saying about AGI being nigh seems like sheer fantasy, on par with imagining that really tall ladders will soon make it to the moon."
theme3_3c553598e33f,agi_timeline,13,cluster2_e9e732acc36d,cluster2_ba4ac691cf68,2024-08-01,2024-08-23,near_term,,less_specific,balanced,balanced,stable,0.966,2,"Once you do, almost everything that people like Altman and Musk and Kurzweil are currently saying about AGI being nigh seems like sheer fantasy, on par with imagining that really tall ladders will soon make it to the moon.",He thinks it is at least somewhat plausible we will see AGI in a few years; I do not.
theme3_3c553598e33f,agi_timeline,14,cluster2_ba4ac691cf68,cluster2_1bac5a0f886e,2024-08-23,2024-12-08,,near_term,more_specific,balanced,high_assertion,changed,0.976,1,He thinks it is at least somewhat plausible we will see AGI in a few years; I do not.,"I always say that AGI will come, just not soon, and in fact said so explicitly in emails to Newton yesterday (e.g., “we will get to AGI, but the field has been pursuing a hypothesis that was basically (just as I anticipated) disproven, so we will need new ideas.”) I also always say we need hybrid systems that include LLMs as one tool among many, never that that LLMs will altogether disappear, even if they become a commodity and valuations fall."
theme3_3c553598e33f,agi_timeline,15,cluster2_1bac5a0f886e,cluster2_166f12ae45af,2024-12-08,2024-12-21,near_term,,less_specific,high_assertion,balanced,changed,0.980,2,"I always say that AGI will come, just not soon, and in fact said so explicitly in emails to Newton yesterday (e.g., “we will get to AGI, but the field has been pursuing a hypothesis that was basically (just as I anticipated) disproven, so we will need new ideas.”) I also always say we need hybrid systems that include LLMs as one tool among many, never that that LLMs will altogether disappear, even if they become a commodity and valuations fall.","Almost none seem to have read further, to the most important part of Chollet’s essay: it is important to note that ARC-AGI is not an acid test for AGI – as we've repeated dozens of times this year."
theme3_3c553598e33f,agi_timeline,16,cluster2_166f12ae45af,cluster2_8b0d3b10ad62,2024-12-21,2024-12-21,,this_decade,more_specific,balanced,high_assertion,changed,0.967,1,"Almost none seem to have read further, to the most important part of Chollet’s essay: it is important to note that ARC-AGI is not an acid test for AGI – as we've repeated dozens of times this year.",Nothing in the o3 presentation yesterday suggested to me that this decades-old core problem has been remotely solved. § I am not saying we will never get AGI.
theme3_3c553598e33f,agi_timeline,17,cluster2_8b0d3b10ad62,cluster2_9b022ceb42cf,2024-12-21,2024-12-21,this_decade,2025-12-31,more_specific,high_assertion,balanced,changed,0.977,1,Nothing in the o3 presentation yesterday suggested to me that this decades-old core problem has been remotely solved. § I am not saying we will never get AGI.,"Furthermore, early data points suggest that the upcoming ARC-AGI-2 benchmark will still pose a significant challenge to o3, potentially reducing its score to under 30% even at high compute (while a smart human would still be able to score over 95% with no training)” § In 2025, a lot of AI influencers and maybe some companies are going to claim we have reached AGI."
theme3_3c553598e33f,agi_timeline,18,cluster2_9b022ceb42cf,cluster2_6312fecddd30,2024-12-21,2025-01-09,2025-12-31,2025-12-31,stable,balanced,balanced,stable,0.925,1,"Furthermore, early data points suggest that the upcoming ARC-AGI-2 benchmark will still pose a significant challenge to o3, potentially reducing its score to under 30% even at high compute (while a smart human would still be able to score over 95% with no training)” § In 2025, a lot of AI influencers and maybe some companies are going to claim we have reached AGI.","I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here )."
theme3_3c553598e33f,agi_timeline,19,cluster2_6312fecddd30,cluster2_84f4053d868b,2025-01-09,2025-01-26,2025-12-31,,less_specific,balanced,balanced,stable,0.938,2,"I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here ).",The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.
theme3_3c553598e33f,agi_timeline,20,cluster2_84f4053d868b,cluster2_9aa09566059a,2025-01-26,2025-01-26,,2027-12-31,more_specific,balanced,balanced,stable,0.882,1,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027."
