canonical_id,canonical_claim,canonical_norm,category,first_date,last_date,occurrences,source_posts,source_urls,example_url
9c5a52d69955,"The logic for their prediction that “superhuman AI over the next decade will exceed the Industrial Revolution”, though, is thin.",the logic for their prediction that superhuman ai over the next decade will exceed the industrial revolution though is thin,forecast,2025-05-22,2025-05-22,1,the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
500868467e15,The lack of reliability will continue to haunt generative AI.,the lack of reliability will continue to haunt generative ai,forecast,2025-01-01,2025-01-01,1,25-ai-predictions-for-2025-from-marcus,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
146f80287e6c,The judges should also feel free to make an adjudication as how to general any AI system(s) that succeed at the tasks might be.,the judges should also feel free to make an adjudication as how to general any ai systems that succeed at the tasks might be,prescription,2024-12-31,2024-12-31,1,where-will-ai-be-at-the-end-of-2027,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027
2275f118913b,"The it’s-not-true-intelligence objectors find other, slightly less trivial tasks that the new bigger AI still fails horribly at, then argue that surely these are the tasks that require true intelligence and that mere clever pattern-matchers will never complete.",the itsnottrueintelligence objectors find other slightly less trivial tasks that the new bigger ai still fails horribly at then argue that surely these are the tasks that require true intelligence and that mere clever patternmatchers will never complete,forecast,2023-02-11,2023-02-11,1,what-does-it-mean-when-an-ai-fails,https://garymarcus.substack.com/p/what-does-it-mean-when-an-ai-fails,https://garymarcus.substack.com/p/what-does-it-mean-when-an-ai-fails
6f2260ac2264,"The Information quotes an exec there as saying that trust in generative AI (you know, the kind that you need all those data centers for) has declined over the last year: Needless to say, the speculative America, buying chips and building data centers on the hope that it will pay off, is at odds with the growing disappointment.",the information quotes an exec there as saying that trust in generative ai you know the kind that you need all those data centers for has declined over the last year needless to say the speculative america buying chips and building data centers on the hope that it will pay off is at odds with the growing disappointment,forecast,2025-12-23,2025-12-23,1,two-takes-on-ai-and-the-future-of,https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of,https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of
9792e15132db,"The implied subpremise is that lots of people will buy Tesla’s $20k robot, leading to the collection of a lot of data, but that’s speculative at best, and years away even in an optimistic scenario.",the implied subpremise is that lots of people will buy teslas 20k robot leading to the collection of a lot of data but thats speculative at best and years away even in an optimistic scenario,forecast,2023-02-13,2023-02-13,1,sub-optimal,https://garymarcus.substack.com/p/sub-optimal,https://garymarcus.substack.com/p/sub-optimal
539ce68ba15a,"The idea (which I have actually heard expressed) that AI should be exempt from regulation is absurd. § One criticism do I agree with is this Walid Saba @sabawalid @GaryMarcus I personally did not like the letter and not because of the sponsor that I know nothing about, but because it gives too much credit to the misguided hype.",the idea which i have actually heard expressed that ai should be exempt from regulation is absurd one criticism do i agree with is this walid saba sabawalid garymarcus i personally did not like the letter and not because of the sponsor that i know nothing about but because it gives too much credit to the misguided hype,prescription,2023-03-30,2023-03-30,1,the-open-letter-controversy,https://garymarcus.substack.com/p/the-open-letter-controversy,https://garymarcus.substack.com/p/the-open-letter-controversy
5ed6bee453e6,"The heart of Hoel’ss argument boils down to (my words not his) “AI has done better over time on benchmarks so we must be making progress”; in reality, progress can be and often is illusory.",the heart of hoelss argument boils down to my words not his ai has done better over time on benchmarks so we must be making progress in reality progress can be and often is illusory,prescription,2023-02-13,2023-02-13,1,the-new-sport-of-misrepresenting,https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting,https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting
322577c88ff7,The giant AI infrastructure plays (like Project Stargate) that he championed after his inauguration will look like an unprofitable and underused mistake.,the giant ai infrastructure plays like project stargate that he championed after his inauguration will look like an unprofitable and underused mistake,forecast,2026-01-06,2026-01-06,1,the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and
8c22e8b9d327,The figure I used to illustrate that point still serves as a handy reminder: We need to consider both current AI risk and AGI risk.,the figure i used to illustrate that point still serves as a handy reminder we need to consider both current ai risk and agi risk,risk,2023-10-26,2023-10-26,1,a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance
959f4a21bc80,"The field of AI will eventually do better, but probably with an AI that is structured differently, in which facts are first-class citizens, rather than something you hope you might get for free with enough data.",the field of ai will eventually do better but probably with an ai that is structured differently in which facts are firstclass citizens rather than something you hope you might get for free with enough data,forecast,2024-04-21,2024-04-21,1,humans-versus-machines-the-hallucination,https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination,https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination
ebc3b763b6d2,"The federal government should not get to control literally every aspect of how states regulate AI — particularly when they themselves have fallen down on the job —- and the Constitution makes pretty clear that the bill as written is far, far too broad.",the federal government should not get to control literally every aspect of how states regulate ai particularly when they themselves have fallen down on the job and the constitution makes pretty clear that the bill as written is far far too broad,prescription,2025-05-14,2025-05-14,1,when-it-comes-to-ai-policy-congress,https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress,https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress
0f9ea818ec0c,"The fact that the US is apparently using these tools, or the fact that they aren’t likely to be reliable, almost certainly regularly reporting false alarms, and likely full of insidious bias, like so many previous AI systems have shown themselves to be?",the fact that the us is apparently using these tools or the fact that they arent likely to be reliable almost certainly regularly reporting false alarms and likely full of insidious bias like so many previous ai systems have shown themselves to be,other,2023-08-28,2023-08-28,1,the-us-and-china-want-different-things,https://garymarcus.substack.com/p/the-us-and-china-want-different-things,https://garymarcus.substack.com/p/the-us-and-china-want-different-things
909131b1d309,The fact that some regulation is bad doesn’t magically mean we should exempt the AI industry; it means we should craft our regulation wisely.,the fact that some regulation is bad doesnt magically mean we should exempt the ai industry it means we should craft our regulation wisely,prescription,2023-11-28,2023-11-28,1,give-me-compromise-or-give-me-chaos,https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos,https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos
c7ab2d083898,"The essay opened as follows: In hindsight, ChatGPT may come to be seen as the greatest publicity stunt in AI history, an intoxicating glimpse at a future that may actually take years to realize—kind of like a 2012-vintage driverless car demo, but this time with a foretaste of an ethical guardrail that will take years to perfect.",the essay opened as follows in hindsight chatgpt may come to be seen as the greatest publicity stunt in ai history an intoxicating glimpse at a future that may actually take years to realizekind of like a 2012vintage driverless car demo but this time with a foretaste of an ethical guardrail that will take years to perfect,forecast,2024-10-17,2024-10-17,1,when-it-comes-to-security-llms-are,https://garymarcus.substack.com/p/when-it-comes-to-security-llms-are,https://garymarcus.substack.com/p/when-it-comes-to-security-llms-are
bf00108ac77d,"The Economic Research team, which until recently was a sub-team of AGI Readiness led by @pamela, will be moving under Ronnie Chatterji, OpenAI's new Chief Economist.",the economic research team which until recently was a subteam of agi readiness led by pamela will be moving under ronnie chatterji openais new chief economist,forecast,2024-10-24,2024-10-24,1,end-of-an-era-openais-agi-readiness,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
dc2167e940ce,The dream of AGI will not be realized by statistical tricks but by building systems capable of true logical reasoning.,the dream of agi will not be realized by statistical tricks but by building systems capable of true logical reasoning,forecast,2024-12-21,2024-12-21,1,o3-agi-the-art-of-the-demo-and-what,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
fd6b9427d2e2,The disappointing performance of GPT-5 should make that enormously clear.,the disappointing performance of gpt5 should make that enormously clear,prescription,2025-08-09,2025-08-09,1,gpt-5-overdue-overhyped-and-underwhelming,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
94dd2511adc6,"The crux of the argument was this the so-called [LLM] scaling laws aren’t universal laws like gravity but rather mere observations that might not hold forever, much like Moore’s law, a trend in computer chip production that held for decades but arguably began to slow a decade ago…. we may already [be] approaching a point of diminishing returns… [The question becomes] What else might we need?",the crux of the argument was this the socalled llm scaling laws arent universal laws like gravity but rather mere observations that might not hold forever much like moores law a trend in computer chip production that held for decades but arguably began to slow a decade ago we may already be approaching a point of diminishing returns the question becomes what else might we need,forecast,2024-11-23,2024-11-23,1,satya-nadella-and-the-three-stages,https://garymarcus.substack.com/p/satya-nadella-and-the-three-stages,https://garymarcus.substack.com/p/satya-nadella-and-the-three-stages
3e627a53c619,"The core thrust of Newton’s piece is that the entire range of AI discourse boils down to two groups: critics external to firms and organizations directly working on or studying AI (they believe “AI is fake and sucks”) and internal critics who understand “AI is real and dangerous.” It’s not clear why anyone should entertain Newton’s false dichotomy, especially if they spend more than a second thinking about this.",the core thrust of newtons piece is that the entire range of ai discourse boils down to two groups critics external to firms and organizations directly working on or studying ai they believe ai is fake and sucks and internal critics who understand ai is real and dangerous its not clear why anyone should entertain newtons false dichotomy especially if they spend more than a second thinking about this,prescription,2024-12-11,2024-12-11,1,casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out
0e7cd88f1fe9,"The core of that threat comes from the combination of three facts: • these systems are inherently unreliable, frequently making errors of both reasoning and fact, and prone to hallucination ; ask them to explain why crushed porcelain is good in breast milk , and they may tell you that “porcelain can help to balance the nutritional content of the milk, providing the infant with the nutrients they need to help grow and develop”.",the core of that threat comes from the combination of three facts these systems are inherently unreliable frequently making errors of both reasoning and fact and prone to hallucination ask them to explain why crushed porcelain is good in breast milk and they may tell you that porcelain can help to balance the nutritional content of the milk providing the infant with the nutrients they need to help grow and develop,prescription,2023-02-15,2023-02-15,1,ais-jurassic-park-moment,https://garymarcus.substack.com/p/ais-jurassic-park-moment,https://garymarcus.substack.com/p/ais-jurassic-park-moment
780877bde3f2,"The chance that humans will literally go extinct at the hands of AI, I told Liron Shapira, in his podcast Doom Debates in May, was low.",the chance that humans will literally go extinct at the hands of ai i told liron shapira in his podcast doom debates in may was low,forecast,2025-07-15,2025-07-15,1,why-my-pdoom-has-risen-dramatically,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
1487b6e687a7,The case that AI will do serious harm to the environment if we continue on the current path is actually much stronger.,the case that ai will do serious harm to the environment if we continue on the current path is actually much stronger,forecast,2024-10-05,2024-10-05,1,eric-schmidts-risky-bet-on-ai-and,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
01af9023434f,"The capacity to endow machines with the commonsense understanding of history, culture, and human values that would be required to make sensible guardrails has not. § In closing, I will repeat, perhaps not for the first time here, something prescient that Ernest Davis and I wrote at the end of Rebooting AI , on 2019: Gary Marcus keeps hoping that he will live to see an AI that is deeper than mere stochastic mimicry plus Band-Aids.",the capacity to endow machines with the commonsense understanding of history culture and human values that would be required to make sensible guardrails has not in closing i will repeat perhaps not for the first time here something prescient that ernest davis and i wrote at the end of rebooting ai on 2019 gary marcus keeps hoping that he will live to see an ai that is deeper than mere stochastic mimicry plus bandaids,forecast,2024-02-21,2024-02-21,1,has-google-gone-too-woke-why-even,https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even,https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even
ed0262d20dbe,"The bill also sends a message to big tech that the quality of safety protocols, and internal investigations of safety, are relevant to the reasonable care standard — which can help to avoid Ford Pinto-like situations in which companies that should have known better fail to act.",the bill also sends a message to big tech that the quality of safety protocols and internal investigations of safety are relevant to the reasonable care standard which can help to avoid ford pintolike situations in which companies that should have known better fail to act,risk,2024-08-20,2024-08-20,1,why-californias-ai-safety-bill-should,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
5d06646b6a6c,"The biggest intrinsic failings of generative AI have to do with reliability , in a way that I believe can never be solved, given their inherent nature.",the biggest intrinsic failings of generative ai have to do with reliability in a way that i believe can never be solved given their inherent nature,other,2024-07-28,2024-07-28,1,alphaproof-alphageometry-chatgpt,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
c815fbb2a216,"The biggest, best model is MathGLM-2B; as a baseline that should have been included in the paper,I have taken the liberty of adding the expected results from a calculator on the right, in green.",the biggest best model is mathglm2b as a baseline that should have been included in the paperi have taken the liberty of adding the expected results from a calculator on the right in green,prescription,2023-10-19,2023-10-19,1,math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and
264487e76fdc,"The author also seems quite exercised that Anyone training a ""covered Al model,"" including startups, academics and open source developers, must certify, under penalty of perjury, that their model will not be used to enable a ""hazardous capability"" in the future, including by others.",the author also seems quite exercised that anyone training a covered al model including startups academics and open source developers must certify under penalty of perjury that their model will not be used to enable a hazardous capability in the future including by others,forecast,2024-06-07,2024-06-07,1,the-misguided-backlash-against-californias,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
eb21f582f9c0,"The apparent economics of AI (we will see if they yet come to pass as imagined) are too seductive to too many, to people building AI companies, to people investing in AI companies, to people getting paid 6 and even 7 digit salaries, and to people expecting campaign donations from big tech companies.",the apparent economics of ai we will see if they yet come to pass as imagined are too seductive to too many to people building ai companies to people investing in ai companies to people getting paid 6 and even 7 digit salaries and to people expecting campaign donations from big tech companies,forecast,2023-09-21,2023-09-21,1,six-months-after-the-pause-letter,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,https://garymarcus.substack.com/p/six-months-after-the-pause-letter
89e2d67c23b7,"The AI Hype Hall of Fame, as envisioned by Grok “ We should stop training scientists now.",the ai hype hall of fame as envisioned by grok we should stop training scientists now,prescription,2025-03-09,2025-03-09,1,nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall
8595089ffd7c,"That was never going to work. § If things do go belly-up, and the whole economy falls into recession, the single biggest culprit in my mind, will be ChatGPT’s human avatar, its bullshit-spewing CEO Sam Altman, who hyped GPT-5 endlessly for years, pretending he knew that AGI was coming when in hindsight he was bluffing.",that was never going to work if things do go bellyup and the whole economy falls into recession the single biggest culprit in my mind will be chatgpts human avatar its bullshitspewing ceo sam altman who hyped gpt5 endlessly for years pretending he knew that agi was coming when in hindsight he was bluffing,forecast,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
53d4d95a1138,That fateful ChatGPT-5 introduction day last August — this Saturday will be the half anniversary — was the day people woke up to the reality that ChatGPT is not magic.,that fateful chatgpt5 introduction day last august this saturday will be the half anniversary was the day people woke up to the reality that chatgpt is not magic,forecast,2026-02-04,2026-02-04,1,sam-altman-and-the-day-nvidias-meteoric,https://garymarcus.substack.com/p/sam-altman-and-the-day-nvidias-meteoric,https://garymarcus.substack.com/p/sam-altman-and-the-day-nvidias-meteoric
3b75bc111e01,That can and sometimes does lead to catastrophe. § I don’t expect agents to go away; eventually AI agents will be among the biggest time-savers humanity has ever known.,that can and sometimes does lead to catastrophe i dont expect agents to go away eventually ai agents will be among the biggest timesavers humanity has ever known,forecast,2025-08-03,2025-08-03,1,ai-agents-have-so-far-mostly-been,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been
13cf9335d7ec,"Tesla recall, MSFT Bing fail, and Google Bard fail are NOT independent; each reflect the fact that you cannot build AI in the real world from Big Data and deep learning alone.",tesla recall msft bing fail and google bard fail are not independent each reflect the fact that you cannot build ai in the real world from big data and deep learning alone,limitation,2023-02-17,2023-02-17,1,smells-a-little-bit-like-ai-winter,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter
a5b6ec82ef07,"Tech writer Edward Ongweso, Jr . absolutely savages Newton and views on AI skepticism, opening a long, detailed takedown that starts thusly: Casey Newton’s latest essay on why we should be skeptical of artificial intelligence skeptics/critics is one of the more lazy and intellectually dishonest ones I’ve read in a long while.",tech writer edward ongweso jr absolutely savages newton and views on ai skepticism opening a long detailed takedown that starts thusly casey newtons latest essay on why we should be skeptical of artificial intelligence skepticscritics is one of the more lazy and intellectually dishonest ones ive read in a long while,prescription,2024-12-11,2024-12-11,1,casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out
deb5f28dae06,"Such an effort might be particularly likely to succeed it were focused on developing altogether new, more transparent approaches to AI, in contrast to the current fad of trying to pull alignment out of black box LLMs, which has thus far yielded little fruit.",such an effort might be particularly likely to succeed it were focused on developing altogether new more transparent approaches to ai in contrast to the current fad of trying to pull alignment out of black box llms which has thus far yielded little fruit,other,2025-05-22,2025-05-22,1,the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
a45078a8f94a,"Steven Witt wrote in the New Yorker “ I think ChatGPT is maybe the most successful internet product in history. ”, overlooking a series of product like Amazon.com, Facebook, and Google’s search engine that have seen broader adoption and far greater profits.",steven witt wrote in the new yorker i think chatgpt is maybe the most successful internet product in history overlooking a series of product like amazoncom facebook and googles search engine that have seen broader adoption and far greater profits,other,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
a7a00c9b8626,"State actors and extremist groups are likely to use large language models to deliberately mass produce authoritative-sounding misinformation with fake references and data at unprecedented scale, attempting to sway elections and public opinion.",state actors and extremist groups are likely to use large language models to deliberately mass produce authoritativesounding misinformation with fake references and data at unprecedented scale attempting to sway elections and public opinion,risk,2023-03-11,2023-03-11,1,the-long-shadow-of-gpt,https://garymarcus.substack.com/p/the-long-shadow-of-gpt,https://garymarcus.substack.com/p/the-long-shadow-of-gpt
5cb8c7d0b59d,"Spending upwards of 100 billion dollars on the current approach, which is what two more iterations of scaling would likely require, given that is unlikely to get to AGI (or ever be reliable) seems wasteful to me.",spending upwards of 100 billion dollars on the current approach which is what two more iterations of scaling would likely require given that is unlikely to get to agi or ever be reliable seems wasteful to me,other,2024-06-30,2024-06-30,1,marcus-goes-gaga-over-gates-clip,https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip,https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip
ac454561c768,"Sora’s can’t reliably handle basic physics, ChatGPT had an unexplained meltdown, Gemini can’t even remember who was on Apollo 11, there are no formal guarantees that any of this will ever work, you yourself admit you don’t know how it works, or how much better it will get next time around, and you want another $7 trillion dollars?",soras cant reliably handle basic physics chatgpt had an unexplained meltdown gemini cant even remember who was on apollo 11 there are no formal guarantees that any of this will ever work you yourself admit you dont know how it works or how much better it will get next time around and you want another 7 trillion dollars,forecast,2024-02-22,2024-02-22,1,belief-in-magic-may-be-declining,https://garymarcus.substack.com/p/belief-in-magic-may-be-declining,https://garymarcus.substack.com/p/belief-in-magic-may-be-declining
6d32a52cd9fd,"Someone who, day in and day out, is using AI to write code or reports or whatever will take the time to learn what kind of prompts get the best and most reliable results.",someone who day in and day out is using ai to write code or reports or whatever will take the time to learn what kind of prompts get the best and most reliable results,forecast,2025-04-06,2025-04-06,1,reports-of-llms-mastering-math-have,https://garymarcus.substack.com/p/reports-of-llms-mastering-math-have,https://garymarcus.substack.com/p/reports-of-llms-mastering-math-have
b5b83a12ae03,"Some people shift their goalposts; others try to duck specifying goalposts altogether. § If a lot of people’s goalposts have moved, mine have not. same as before, I will be satisfied if and when we reach AI systems are “ flexible and general, with resourcefulness and reliability comparable to (or beyond) human intelligence” – and not until.",some people shift their goalposts others try to duck specifying goalposts altogether if a lot of peoples goalposts have moved mine have not same as before i will be satisfied if and when we reach ai systems are flexible and general with resourcefulness and reliability comparable to or beyond human intelligence and not until,forecast,2025-01-08,2025-01-08,1,the-five-stages-of-agi-grief,https://garymarcus.substack.com/p/the-five-stages-of-agi-grief,https://garymarcus.substack.com/p/the-five-stages-of-agi-grief
1d1e65dac675,Some of these challenges are unlikely to be solved by simply making AI systems more capable. § Many of the arguments I originally gave for a CERN for AI still hold.,some of these challenges are unlikely to be solved by simply making ai systems more capable many of the arguments i originally gave for a cern for ai still hold,other,2023-10-26,2023-10-26,1,a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance
a624f36b3324,"(Some of the ideas there draw from the thinking and research for my new book Taming Silicon Valley , which MIT Press will publish in September.) Gary Marcus wants us all, collectively, to figure out how we get to a thriving, AI-positive world.",some of the ideas there draw from the thinking and research for my new book taming silicon valley which mit press will publish in september gary marcus wants us all collectively to figure out how we get to a thriving aipositive world,forecast,2024-04-09,2024-04-09,1,24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news
7b25a5551c9a,"Some day with enough of both, fed into even better neural networks, deep learning models should be able to completely shed the aforementioned problems.",some day with enough of both fed into even better neural networks deep learning models should be able to completely shed the aforementioned problems,prescription,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
99b2149b6c5f,"So will his utter failure to meaningfully regulate AI, against the will of voters and political leaders both left and right. … Generative AI, once Silicon Valley’s golden child, will start to look like a fad, a solution in search of a problem with economics that don’t add up.",so will his utter failure to meaningfully regulate ai against the will of voters and political leaders both left and right generative ai once silicon valleys golden child will start to look like a fad a solution in search of a problem with economics that dont add up,forecast,2026-01-06,2026-01-06,1,the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and
ccb46157e20d,"So when you say “super super sharp beautiful beautiful photo of an otter leaping out of the water” You probably don’t realize that the output is essentially a real photo that Mike stayed out in the rain for three weeks to take.” As the same user points out, individual artists such as Finklestein are also unlikely to have sufficient legal staff to pursue claims against AI companies, however valid.",so when you say super super sharp beautiful beautiful photo of an otter leaping out of the water you probably dont realize that the output is essentially a real photo that mike stayed out in the rain for three weeks to take as the same user points out individual artists such as finklestein are also unlikely to have sufficient legal staff to pursue claims against ai companies however valid,other,2024-01-24,2024-01-24,1,no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going
9b3663e78b1d,"So, some caution is advised, though I agree with Geoff that eventually AI will have a big impact on drug design.",so some caution is advised though i agree with geoff that eventually ai will have a big impact on drug design,forecast,2023-10-10,2023-10-10,1,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that
deb1fb946bd7,"So many customers will continue to use the model that is more prone to propagating disinformation (and o3 hallucinates even more than standard genAI models and still exhibits signs of LLM grooming, so it’s no panacea).",so many customers will continue to use the model that is more prone to propagating disinformation and o3 hallucinates even more than standard genai models and still exhibits signs of llm grooming so its no panacea,forecast,2025-07-11,2025-07-11,1,bad-actors-are-grooming-llms-to-produce,https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce,https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce
9f2fbbd3fd94,"So if a knight is in the way of the queen's path, the queen must stop before the knight or move in a different direction.” But in an actual game, ChatGPT will sometimes do exactly that, failing to integrate what it can parrot with what it actually does, as in this example from sent to me recently by a reader, Jonty Westphal.",so if a knight is in the way of the queens path the queen must stop before the knight or move in a different direction but in an actual game chatgpt will sometimes do exactly that failing to integrate what it can parrot with what it actually does as in this example from sent to me recently by a reader jonty westphal,forecast,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
1ae7ac997ae8,So I don’t think we will waste more than 5 years before a substantial fraction of AI effort is looking outside the limited streetlight that currently are sucking up so much mental energy.,so i dont think we will waste more than 5 years before a substantial fraction of ai effort is looking outside the limited streetlight that currently are sucking up so much mental energy,forecast,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
20f7717e8a94,"So here is my prediction: If OpenAI manages to put out a truly mindblowing GPT-5 this year, the hype will further increase; the bubble won’t burst soon (even if the use cases to justify it aren’t really there).",so here is my prediction if openai manages to put out a truly mindblowing gpt5 this year the hype will further increase the bubble wont burst soon even if the use cases to justify it arent really there,forecast,2024-03-31,2024-03-31,1,when-will-the-genai-bubble-burst,https://garymarcus.substack.com/p/when-will-the-genai-bubble-burst,https://garymarcus.substack.com/p/when-will-the-genai-bubble-burst
c1192e631d39,"So actually that's a person doing confabulation. called, or confabulations, they are exactly what people do, we do it all the time Distilled, Hinton is basically making three arguments:: Because neural networks often perform well, they must understand what they are talking about.",so actually thats a person doing confabulation called or confabulations they are exactly what people do we do it all the time distilled hinton is basically making three arguments because neural networks often perform well they must understand what they are talking about,prescription,2024-02-06,2024-02-06,1,deconstructing-geoffrey-hintons-weakest,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest
b01c22cdfaa3,"Slightly over a decade later, I think it’s fair to say that Goostman contributed nothing of lasting value to AI.",slightly over a decade later i think its fair to say that goostman contributed nothing of lasting value to ai,forecast,2025-04-02,2025-04-02,1,ai-has-sort-of-passed-the-turing,https://garymarcus.substack.com/p/ai-has-sort-of-passed-the-turing,https://garymarcus.substack.com/p/ai-has-sort-of-passed-the-turing
e2d012cc103f,"Sixth, although ChatGPT has already widely been adopted by computer programmers and perhaps others, and been explored by a great many Chief Information Officers and the like, it is still not clear that there will be enough adoption to justify the company’s stratospheric valuations .",sixth although chatgpt has already widely been adopted by computer programmers and perhaps others and been explored by a great many chief information officers and the like it is still not clear that there will be enough adoption to justify the companys stratospheric valuations,forecast,2024-01-27,2024-01-27,1,openais-got-99-problems-and-twitch,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch
