theme3_id,cluster2_id,target_mode,claim_type_mode,category_mode,occurrences,first_date,last_date,representative_quote
theme3_31bb909c9d3a,cluster2_2fae9ca93dda,general_ai,normative,policy,1,2025-07-15,2025-07-15,"I strongly urge you to read the entire thread , the bottom line of which is “AI developers should know whether their models have [bad] behaviors before releasing.” xAI apparently didn’t."
theme3_31bb909c9d3a,cluster2_7b345dfaec46,general_ai,normative,policy,1,2025-12-01,2025-12-01,"In a summary sentence, they conclude “Three years into the generative-AI wave, demand for the technology looks surprisingly flimsy.” (Nobody should actually be surprised by that, but I will get to that in a minute.) And worse, the economy itself has become so wrapped up in generative AI and its promises, that the economy itself is, by many accounts in serious jeopardy."
theme3_31bb909c9d3a,cluster2_0429c0c918aa,general_ai,normative,policy,1,2026-01-06,2026-01-06,"Likewise, Ernest Davis and I argued strenuously that the field should pay more attention to world (cognitive) models in our 2019 book Rebooting AI , which LeCun was dismissive of."
theme3_31bb909c9d3a,cluster2_9e9f58789def,general_ai,normative,policy,1,2026-01-14,2026-01-14,"In short, AI systems are a death sentence for civic institutions, and we should treat them as such. § Another astonishing thing about the paper is its back story."
theme3_31bb909c9d3a,cluster2_bcf8accc8e5e,general_ai,normative,policy,1,2026-01-15,2026-01-15,"If you haven’t already read the essay I shared yesterday on how generative AI is undermining social institutions, you should."
theme3_31bb909c9d3a,cluster2_0ea8e4435a1a,general_ai,normative,policy,1,2026-01-23,2026-01-23,"Finally, we need to end the era of plausible deniability with an AI Influence Observatory."
theme3_31bb909c9d3a,cluster2_5bc91699a2d5,general_ai,normative,policy,1,2026-02-23,2026-02-23,Not since Geoff Pullum’s Great Eskimo Vocabulary Hoax have I read such a deconstruction of people hearing what they wanted to hear. § None of what Ovide had to say about the overestimation of Generative AI should actually come as a surprise.
theme3_31bb909c9d3a,cluster2_ce8ad21aef37,general_ai,normative,policy,1,2026-02-24,2026-02-24,"Without doubt her values have influenced my stance on AI and how it should develop. “Money isn’t the only variable .” I don’t know if my mom coined this phrase or not, but she taught it to me, and lived by it, and I try to live by it, too."
theme3_31bb909c9d3a,cluster2_0b1aabb8d86b,general_ai,normative,policy,1,2026-02-26,2026-02-26,"Mass surveillance and AI-fueled weapons, possibly nuclear, without humans in the loop are categorically not things that one individual, even one in the Cabinet, should be allowed to decide at a gunpoint."
theme3_31bb909c9d3a,cluster2_59c16d003093,general_ai,normative,policy,1,2026-02-26,2026-02-26,"In that connection, people should probably be aware of the fact that S. 1394 - Block Nuclear Launch by Autonomous Artificial Intelligence Act of 2023 failed to pass."
theme3_31bb909c9d3a,cluster2_200304334b88,general_ai,normative,policy,1,2026-03-01,2026-03-01,"We should absolutely want any AI that is used for war to be as precise and reliable as possible, minimizing casualties, but we should also never forget that those who use them are responsible for decisions about how many casualties are acceptable."
theme3_331c20da7676,cluster2_ceed7c66cb6e,regulation,normative,policy,1,2023-02-26,2023-02-26,"The global absence of a comprehensive policy framework to ensure AI alignment - that is, safeguards to ensure an AI's function doesn't harm humans - begs for a new approach."
theme3_331c20da7676,cluster2_27700d1cd349,regulation,normative,policy,1,2023-08-27,2023-08-27,"(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI."
theme3_331c20da7676,cluster2_0c0ca3102877,regulation,normative,policy,1,2023-10-26,2023-10-26,"Current AI has no way to reliably anticipate consequences of actions that it might recommend, Asimov’s First Law of Robotics called for robots to do no harm, but current AI has no reliable way to anticipate harm."
theme3_331c20da7676,cluster2_4a9742481539,regulation,normative,policy,1,2023-11-28,2023-11-28,The safety of foundation models must be ensured by law.
theme3_331c20da7676,cluster2_18aed017ad77,regulation,normative,policy,1,2024-08-20,2024-08-20,"As Yoshua Bengio said to me in an email, passing the law will “show that you can continue having innovation while forcing some safety precautions.” At that point, maybe we can finally get down to the great deal of work still left to be done."
theme3_331c20da7676,cluster2_2419a865a75d,regulation,normative,policy,1,2025-05-14,2025-05-14,"The federal government should not get to control literally every aspect of how states regulate AI — particularly when they themselves have fallen down on the job —- and the Constitution makes pretty clear that the bill as written is far, far too broad."
theme3_331c20da7676,cluster2_48f5e1d43718,regulation,normative,policy,1,2025-05-14,2025-05-14,"It will lead to a Dark Age for the environment, our children, and marginalized communities.” Consumer Reports’ Policy Analyst for AI Issues Grace Gedye also weighed in, “Congress has long abdicated its responsibility to pass laws to address emerging consumer protection harms; under this bill, it would also prohibit the states from taking actions to protect their residents"" Well aware of the challenges AI poses, state leaders have already been acting."
theme3_33ffa6bb38e1,cluster2_1acc111c3150,llms,descriptive,capability,1,2023-02-16,2023-02-16,"ChatGPT simply cannot reason well enough to to do this; as I have documented in previous essays, it has demonstrably misunderstood physics, biology, psychology, medicine, and so forth."
theme3_33ffa6bb38e1,cluster2_34d419139435,llms,descriptive,capability,1,2023-10-10,2023-10-10,"They just don’t. § In the next bit, Pelley and Hinton show an example in which ChatGPT succeeds at reasoning, but they never consider any of those in which it fails—thereby inadvertently illustrating a very human failure, confirmation bias ."
theme3_33ffa6bb38e1,cluster2_0ede029933af,llms,descriptive,technical_assessment,1,2024-07-28,2024-07-28,"AlphaProof and AlphaGeometry are both along the lines of first that we discussed, using formal systems like Cyc (which has a formal reasoner not unlikely what is found in AlphaProof) to vet solutions produced by LLMs."
theme3_33ffa6bb38e1,cluster2_bdefaec735b3,llms,descriptive,technical_assessment,1,2025-07-09,2025-07-09,"But it is not reasonable to conclude from the occasional success on one sort of publicly-discussed set of prompts that GPT has mastered compositionality writ large. § More broadly, concluding anything from specific prompts crafted and shared publicly years ago is a mistake."
theme3_33ffa6bb38e1,cluster2_9ce2b8d7c8f0,llms,descriptive,technical_assessment,1,2025-07-13,2025-07-13,"GPT-4 probably wasn’t (I suspect it included some symbolic filters in its guardrails), and o3, when it invokes code interpreter and symbolically-executed control structures certainly isn’t."
theme3_35dcaa96810a,cluster2_b06afaa97de9,openai,predictive,prediction,1,2023-11-19,2023-11-19,They may well get their way. 4 vital questions: 👉Will the nonprofit continue to exist? 👉What checks and balances will there be? 👉Where will this leave OpenAI with respect to safety? 👉Where will this leave humanity?
theme3_35dcaa96810a,cluster2_e0da293833a4,openai,predictive,prediction,1,2024-01-27,2024-01-27,"In an opinion piece at WIRED this week, MIT Economist Daron Acemogulu argued that the the field could be in for a “ great AI disappointment ”, suggesting that “Rose-tinted predictions for artificial intelligence’s grand achievements will be swept aside by underwhelming performance and dangerous results.” Seventh, word on the street at Davos was that after the Fall drama some companies have lost some confidence in OpenAI ."
theme3_35dcaa96810a,cluster2_ebd6844e45f6,openai,predictive,prediction,1,2024-03-06,2024-03-06,"In dealing with the above-mentioned inconvenient truths, OpenAI’s preferred narrative historically has been essentially to say (in my paraphrase) “we always intended to open source stuff but eventually, when GPT-2 came out in 2019, decided that it might be too dangerous to release”."
theme3_35dcaa96810a,cluster2_1df91ebe1fd2,openai,predictive,prediction,1,2024-08-23,2024-08-23,"A federally-driven set of AI policies, rather than a patchwork of state laws, will foster innovation and position the U.S. to lead the development of global standards.” To Saunders, this about-face was pretty familiar and pretty emblematic: it’s one thing for OpenAI to talk about safety approvingly in public, another for it to accept any external control whatsoever on its actions, or even to honor its commitments internally."
theme3_374373bb7ddc,cluster2_c33a476fdc05,general_ai,normative,policy,1,2023-09-21,2023-09-21,"Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI."
theme3_374373bb7ddc,cluster2_db8548158e8f,general_ai,normative,policy,2,2025-04-17,2025-07-13,"In my 2018 article Deep Learning: A Critical Appraisal I summed the situation up this way: “Despite all of the problems I have sketched, I don’t think that we need to abandon deep learning."
theme3_3c553598e33f,cluster2_40b7af64913c,agi,predictive,prediction,2,2023-02-11,2025-04-25,"None of the software in either of those systems has survived in modern efforts at “artificial general intelligence”, and I am not sure that LaMDA and its cousins will play any important role in the future of AI, either."
theme3_3c553598e33f,cluster2_8151691ce14d,agi,predictive,prediction,1,2023-02-16,2023-02-16,Let me begin by saying that I would be delighted if my prediction (that AGI will not happen anytime soon) was utterly and completely wrong and that you were right.
theme3_3c553598e33f,cluster2_db35293f27db,agi,predictive,prediction,1,2023-02-16,2023-02-16,"Where we diverge, I think, is largely on timing: you posit that we will see AGI within a few decades, I think it is more like a few generations."
theme3_3c553598e33f,cluster2_e9fc9ecdcdf0,agi,predictive,prediction,1,2023-02-16,2023-02-16,"I do think we will eventually reach AGI (artificial general intelligence), and quite possibly before the end of this century."
theme3_3c553598e33f,cluster2_dbd684e667a7,agi,predictive,prediction,1,2023-04-09,2023-04-09,But imagining that it will fundamentally transform the world into some sort of new AGI regime sometime in Q4 2023—for China or the US-still seems like a fantasy to me.
theme3_3c553598e33f,cluster2_14691968a363,agi,predictive,prediction,1,2023-04-25,2023-04-25,"If AGI is to emerge at all, I hope that it will emerge from the noble act of trying to make a better world, and not as an accidental byproduct of censorship and propaganda."
theme3_3c553598e33f,cluster2_f6ecd58b417b,agi,predictive,prediction,1,2023-08-13,2023-08-13,"It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so)."
theme3_3c553598e33f,cluster2_758eb339f5b6,agi,predictive,prediction,1,2023-09-27,2023-09-27,LLMs will likely never deliver on the promise that they are somehow close to AGI.
theme3_3c553598e33f,cluster2_0c5017c359d6,agi,predictive,prediction,1,2023-11-05,2023-11-05,"If true self-driving is this hard, despite the amount of data that has been collected and amount of money invested ($100B+), any dreams of AGI happening soon are likely wildly unrealistic."
theme3_3c553598e33f,cluster2_bf314b2e61c9,agi,predictive,prediction,1,2024-03-30,2024-03-30,Presumably the operating idea here is that (a) $100B will equal AGI and (b) that customers will pay literally anything for AGI.
theme3_3c553598e33f,cluster2_cfe516d528f9,agi,predictive,capability,1,2024-04-14,2024-04-14,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.
theme3_3c553598e33f,cluster2_57f823c45a22,agi,predictive,prediction,1,2024-06-22,2024-06-22,"Gary Marcus stands by his own prediction that we will not see AGI by 2029, per criteria he discussed here ."
theme3_3c553598e33f,cluster2_e9e732acc36d,agi,predictive,prediction,1,2024-08-01,2024-08-01,"Once you do, almost everything that people like Altman and Musk and Kurzweil are currently saying about AGI being nigh seems like sheer fantasy, on par with imagining that really tall ladders will soon make it to the moon."
theme3_3c553598e33f,cluster2_ba4ac691cf68,agi,predictive,prediction,1,2024-08-23,2024-08-23,He thinks it is at least somewhat plausible we will see AGI in a few years; I do not.
theme3_3c553598e33f,cluster2_1bac5a0f886e,agi,predictive,prediction,1,2024-12-08,2024-12-08,"I always say that AGI will come, just not soon, and in fact said so explicitly in emails to Newton yesterday (e.g., “we will get to AGI, but the field has been pursuing a hypothesis that was basically (just as I anticipated) disproven, so we will need new ideas.”) I also always say we need hybrid systems that include LLMs as one tool among many, never that that LLMs will altogether disappear, even if they become a commodity and valuations fall."
theme3_3c553598e33f,cluster2_166f12ae45af,agi,predictive,prediction,1,2024-12-21,2024-12-21,"Almost none seem to have read further, to the most important part of Chollet’s essay: it is important to note that ARC-AGI is not an acid test for AGI – as we've repeated dozens of times this year."
theme3_3c553598e33f,cluster2_8b0d3b10ad62,agi,predictive,prediction,1,2024-12-21,2024-12-21,Nothing in the o3 presentation yesterday suggested to me that this decades-old core problem has been remotely solved. § I am not saying we will never get AGI.
theme3_3c553598e33f,cluster2_9b022ceb42cf,agi,predictive,prediction,1,2024-12-21,2024-12-21,"Furthermore, early data points suggest that the upcoming ARC-AGI-2 benchmark will still pose a significant challenge to o3, potentially reducing its score to under 30% even at high compute (while a smart human would still be able to score over 95% with no training)” § In 2025, a lot of AI influencers and maybe some companies are going to claim we have reached AGI."
theme3_3c553598e33f,cluster2_6312fecddd30,agi,predictive,prediction,1,2025-01-09,2025-01-09,"I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here )."
theme3_3c553598e33f,cluster2_84f4053d868b,agi,predictive,prediction,1,2025-01-26,2025-01-26,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.
theme3_3c553598e33f,cluster2_9aa09566059a,agi,predictive,prediction,1,2025-01-26,2025-01-26,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027."
theme3_3c553598e33f,cluster2_14fdbc2d479a,agi,predictive,prediction,1,2025-02-13,2025-02-13,"In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included."
theme3_3c553598e33f,cluster2_1ab79ae4134e,agi,predictive,prediction,1,2025-03-05,2025-03-05,There is a notion implicit in the interview that whoever gets to AGI first will have some massive advantage.
theme3_3c553598e33f,cluster2_723391a7e57c,agi,predictive,prediction,1,2025-03-05,2025-03-05,"The point here is not about arithmetic but generalization . 3 Another implicit assumption is that getting to AGI first, even by a few months, will matter a lot."
theme3_3c553598e33f,cluster2_8f6a825f544c,agi,predictive,prediction,1,2025-03-05,2025-03-05,I completely agree with Klein that AGI will matter a lot when it comes.
theme3_3c553598e33f,cluster2_9b93f713b7c3,agi,predictive,prediction,1,2025-03-05,2025-03-05,"Achieving AGI is impossible, and we will never get there."
theme3_3c553598e33f,cluster2_a841bb4a554e,agi,predictive,prediction,1,2025-03-05,2025-03-05,He rightfully acknowledges that we dont’t really know what the AGI era will look like.
theme3_3c553598e33f,cluster2_bf8b39744567,agi,predictive,prediction,1,2025-03-05,2025-03-05,"More importantly, even with extra augmentation, the system remains wildly unreliable on tasks that many systems have been able to handle for decades. 2 Some will say “humans make arithmetic errors, too”, but AGI really shouldn’t."
theme3_3c553598e33f,cluster2_c6db08aebbaa,agi,predictive,prediction,1,2025-03-05,2025-03-05,Everything won’t be solved everywhere all at once; getting to AGI will be a slog.
theme3_3c553598e33f,cluster2_fc3d5f639ef5,agi,predictive,prediction,1,2025-05-22,2025-05-22,"And even though I highly doubt AGI will arrive in three years, I can’t absolutely promise you it won’t happen in 10."
theme3_3c553598e33f,cluster2_b7f9f8cd3cb0,agi,predictive,prediction,1,2025-06-17,2025-06-17,"If we want to get to AGI, we will have to better."
theme3_3c553598e33f,cluster2_50ff030b0f90,agi,predictive,prediction,1,2025-07-09,2025-07-09,When we are really at AGI it will be much harder to do so.
theme3_3c553598e33f,cluster2_88a974fdd058,agi,predictive,prediction,1,2025-07-13,2025-07-13,Getting to AGI will likely take still more breakthroughs.
theme3_3c553598e33f,cluster2_00996b6a7f3e,agi,predictive,prediction,1,2025-08-09,2025-08-09,"(Any one remember Facebook M, a decade ago?) • Allegedly godlike models that turn out to be incremental advances. • Claims like “We now know how to build AGI” that never turn out to be true. • Promises for world-changing science that rarely materialize. • Driverless cars that still are only available in couple percent of the world’s cities. • Promises to Congress (AI to filter our fake news!"
theme3_3c553598e33f,cluster2_fccb2fae5093,agi,predictive,prediction,1,2025-08-14,2025-08-14,"And AGI—hopefully safe, trustworthy AGI– will eventually come."
theme3_3c553598e33f,cluster2_4617a30f82e1,agi,predictive,prediction,1,2025-11-18,2025-11-18,Gary Marcus continues to thinks that a deep understanding of cognitive science will be a key ingredient in the development of AGI.
theme3_3c553598e33f,cluster2_4d4972f710bb,agi,predictive,capability,1,2025-11-18,2025-11-18,"Their work is interesting, and converges to a degree with the current argument, but my intuition is that such functions will not suffice for AGI."
theme3_3c553598e33f,cluster2_844e3ccd35b4,agi,predictive,prediction,1,2025-12-01,2025-12-01,"But let’s suppose for the sake of argument that Sutskever and the rest of us are correct, and that AGI will never emerge straight from LLMs, and that to a certain extent that they have run their course, and that we do in fact need new ideas."
theme3_3c553598e33f,cluster2_898d77ac5aa2,agi,predictive,prediction,1,2025-12-01,2025-12-01,AGI ( AI with the breadth and resourcesfulness of human intelligence ) is not coming soon.
theme3_3c553598e33f,cluster2_937a7a9ae2d6,agi,predictive,prediction,1,2025-12-01,2025-12-01,"But they will never be AGI, and they never be much more than commodity. § What is ChatGPT best for?"
theme3_3c58fbaf4439,cluster2_b4705d69a903,openai,normative,policy,1,2024-02-04,2024-02-04,"As OpenAI themselves note, there are a number of important methodological differences, including the types of LLMs used) It should go without saying that any risk-benefit analyses that with respect to the tradeoffs involved in AI needs to reflect studies that are not just methodologically sound but also interpreted accurately."
theme3_3d0db8f9faae,cluster2_b4d04c50df82,general_ai,descriptive,technical_assessment,1,2024-03-06,2024-03-06,"(Never mind that they now sell a far more capable model at competitive prices.) In effort to slap back at Musk they posted the email below from cofounder Ilya Sutskever to Musk, just three weeks after the beautiful initial mission statement."
theme3_4092af813ca4,cluster2_ee9f6b10a5ec,llms,normative,policy,1,2025-04-03,2025-04-03,"The best estimate of the loss from tariff policy is now is closer to $30 trillion or $300,000 per family of four. – Lawrence Summers, former US Treasury Secretary The near-universal consensus is that President Trump’s new tariff policy ( quite possibly partly written by LLMs ) is likely to be among the worst economic policies in history."
theme3_4092af813ca4,cluster2_db6b9df02092,llms,normative,policy,1,2025-12-13,2025-12-13,"Building our AI policy around a fantasy that we are somehow going to crush China in LLM war (or vice versa!) is misguided. § Instead, part of the actual outcome over the next few years will be that both countries build a lot of generative AI infrastructure — quite possibly significantly more than they actually need."
theme3_419123be14a2,cluster2_348d7e9a9513,general_ai,descriptive,technical_assessment,1,2023-09-21,2023-09-21,"I have been accused of trying to hype AI (certainly not my intention), people have miscontrued the letter as banning all AI research (which is not what it called for, and not something I would support), and so on ."
theme3_42b0eb85b183,cluster2_34ac075dbf20,ai_safety,predictive,prediction,1,2025-12-12,2025-12-12,"Anything that goes wrong, from AI-fueled cybercrime to bioweapons attacks facilitated by AI to teen suicides apparently linked to GenAI will be on his hands, and his reputation."
theme3_430c6ae45307,cluster2_729a4c1129fc,google,normative,policy,1,2023-02-11,2023-02-11,"If we are to retain any credibility, this should stop. … It is hard to say where [we] have gone wronger, in underestimating language or overestimating computer programs.” — Drew McDermott, 1949-2022, in the 1976 essay Artificial Intelligence and Natural Stupidity In April, Open AI released a neural network model called DALL-E 2 that blew people’s minds; last week a new model came out from Google Brain called Imagen , and it was even better."
theme3_45dd29a88dd4,cluster2_b6be51644593,ai_safety,descriptive,technical_assessment,1,2023-04-02,2023-04-02,A world in which cancer researchers belittled auto safety researchers (or vice versa) is not one I would want to live in.
theme3_45dd29a88dd4,cluster2_a9940b5175c6,ai_safety,descriptive,technical_assessment,1,2023-04-04,2023-04-04,Do you think that the chatbot induced harm is the greatest risk from chatbots?
theme3_45dd29a88dd4,cluster2_4e7806843743,ai_safety,descriptive,technical_assessment,1,2023-08-27,2023-08-27,"Just a couple days ago, one serious computer scientist asserted to me that “climate change is real and ""AI Risk"" is not”, as if we were wasting time even thinking about the problem."
theme3_45dd29a88dd4,cluster2_f47a0206002a,ai_safety,descriptive,capability,1,2023-10-10,2023-10-10,I-- I can't see a path that guarantees safety.
theme3_45dd29a88dd4,cluster2_41558da79f6d,ai_safety,descriptive,technical_assessment,1,2023-10-26,2023-10-26,"You could (as they have) make an argument that the actual harm from AI so far has been modest (a comparatively small number of people have died, for example)."
theme3_45dd29a88dd4,cluster2_98ceee38d54f,ai_safety,descriptive,technical_assessment,1,2023-10-26,2023-10-26,But every day brings us closer to a world in which AI causes real harm.
theme3_45dd29a88dd4,cluster2_d0913220be49,ai_safety,descriptive,technical_assessment,1,2023-10-26,2023-10-26,"The world can likely benefit enormously from AI, in ways that extend far beyond what we have already seen in recent months with productivity, but anyone with eyes can see that there are risks, too."
theme3_45dd29a88dd4,cluster2_c12438e7b1b9,ai_safety,descriptive,technical_assessment,1,2023-11-26,2023-11-26,Safety and financial return were always going to be in tension.
theme3_45dd29a88dd4,cluster2_c4a5c7a18664,ai_safety,descriptive,technical_assessment,1,2024-05-15,2024-05-15,The company was built with the socially-responsible goal of benefiting humanity; AI safety was always presumed to be central to that mission.
theme3_45dd29a88dd4,cluster2_8a94f7693a54,ai_safety,descriptive,technical_assessment,1,2024-05-30,2024-05-30,The board never said that they were motivated by an immediate safety issue.
theme3_45dd29a88dd4,cluster2_be282365bd28,ai_safety,descriptive,technical_assessment,1,2024-05-30,2024-05-30,"Here’s what they do say, addressed to the safety bogeyman: Here’s the thing: the (old) board never said that the firing of Sam was directly about safety , they said it was about candor (“not consistently candid”)."
theme3_45dd29a88dd4,cluster2_ddf4f73e7ad0,ai_safety,descriptive,technical_assessment,1,2024-08-10,2024-08-10,"Lastly, asking for standards is not unique to AI; it's common across many industries to ask that companies evaluate the safety of their products according to set standards: just look at the pharmaceutical industry, or aviation, automobiles, etc."
theme3_45dd29a88dd4,cluster2_3f37bd7be635,ai_safety,descriptive,technical_assessment,1,2024-10-05,2024-10-05,"Other forms of AI, that are more domain-specific and specialized might help; those aren’t actually the ones getting the massive funding – or doing the massive harm."
theme3_45dd29a88dd4,cluster2_71fd5eca9313,ai_safety,descriptive,technical_assessment,1,2025-03-14,2025-03-14,"If I look at, again, I think the main thing that would stop it would be if we hit certain, and we have internal tests for safety thresholds and stuff like that."
theme3_45dd29a88dd4,cluster2_5a53cfc710e5,ai_safety,descriptive,technical_assessment,1,2026-02-13,2026-02-13,A zillionaire hellbent on winning the AI race and no longer interested in AI safety is not what the world needs.
theme3_4acd3c028f35,cluster2_e081c211b857,meta,normative,policy,1,2025-01-14,2025-01-14,"If you will pardon the metaphor, AGI should be able to stand on its own two feet."
theme3_4c036ac0eacf,cluster2_01819c43d9f2,google,predictive,capability,1,2023-02-11,2023-02-11,"More broadly, as Ernie Davis put it in an email to me earlier this week, “ the fact that, if you play around with prompts long enough, you can eventually get what you want, is relevant to some forms of human-in-the-loop AI but it won't cut the mustard for reliable AI.” § Some important caveats apply; my entire analysis is a bit like found art ; it’s science from the tea leaves Google deigned to share, rather than a proper experiment."
theme3_4c036ac0eacf,cluster2_b41e78bb6c66,google,predictive,capability,1,2023-02-16,2023-02-16,"(As it happens, a 4 minute 21 second kilometer works out to be a 7 minute mile, if you ask Google nicely, it will actually give you the right answer .) The worst thing about ChatGPT’s close-but-no-cigar answer is not that it’s wrong."
theme3_4c036ac0eacf,cluster2_245a9f54ced8,google,predictive,prediction,1,2025-04-04,2025-04-04,"(Actually, if you’ve been paying attention, you will.) The physicist Jonathan Oppenheim was the first to see the consequences: Like many good tales, this one has a moral: as Oppenheim just said to me on X, “One thing which is remarkable is how uncritical this Google AI is, even though it's meant to aggregate search results."
theme3_4c036ac0eacf,cluster2_2d1150896a4e,google,predictive,prediction,1,2025-07-22,2025-07-22,"DeepMind's system is an advanced version of Gemini Deep Think; we will abbreviate that to ""Deep Think""."
theme3_4c05ee8245b3,cluster2_524670a17076,google,descriptive,capability,1,2023-02-17,2023-02-17,"Tesla recall, MSFT Bing fail, and Google Bard fail are NOT independent; each reflect the fact that you cannot build AI in the real world from Big Data and deep learning alone."
theme3_4c6df10ac954,cluster2_401055abd424,general_ai,normative,policy,1,2022-05-29,2022-05-29,"For many decades, part of the premise behind AI was that artificial intelligence should take inspiration from natural intelligence ."
theme3_4cd923f75a30,cluster2_a703fcb5b101,regulation,predictive,prediction,1,2025-01-01,2025-01-01,"Profits from AI models will continue to be modest or nonexistent (chip-making companies will continue to do well though, in supplying hardware to the companies that build the models; shovels will continue to sell well throughout the gold rush.) The US will continue to have very little regulation protecting its consumers from the risks of generative AI."
theme3_4d4764672c3e,cluster2_e1bbc234ccdd,agi,normative,policy,1,2023-02-03,2023-02-03,"Turns out you don’t need to solve them to make beautiful pictures, or decent if error-filled conversation, but anyone who thinks we can get to AGI without solving abstraction, compositionality, and the type-token distinction is kidding themselves."
theme3_4d4764672c3e,cluster2_4739eed82fa2,agi,normative,policy,1,2023-02-11,2023-02-11,"The mascot for all of the current enthusiasm has been an image of an astronaut on a horse jumping over the moon; if AI today can draw horses jumping over the moon, each system better than last, I can see how it is tempting to conclude “AGI” (artificial general intelligence) must be imminent."
theme3_4d4764672c3e,cluster2_bf22cc4b9ac3,agi,normative,policy,1,2023-09-22,2023-09-22,"Can we really say we are close to AGI, when the training set must contain billions of examples of symmetrical relationships, many closely related to these, and the system still stumbles on such an elementary relationship?"
theme3_4d4764672c3e,cluster2_dcd6d67defb7,agi,normative,policy,1,2023-10-26,2023-10-26,The figure I used to illustrate that point still serves as a handy reminder: We need to consider both current AI risk and AGI risk.
theme3_4d4764672c3e,cluster2_a420436653ef,agi,normative,policy,1,2024-10-24,2024-10-24,"We can and should instead approach the challenge of safely building AGI as one of global , rather than national security."
theme3_4d4764672c3e,cluster2_703e2946c4e4,agi,normative,policy,1,2024-12-08,2024-12-08,"In a pithy DM summing it all up, a colleague said that that Newton’s basic strategy was to reduce me to a “caricature he's created … and then use that caricature to dismiss the whole field.” § Newton is of course right that we need to prepare for AGI, whenever it comes."
theme3_4d4764672c3e,cluster2_55fca8190abe,agi,normative,policy,1,2024-12-22,2024-12-22,"Thom Wolf, cofounder of HuggingFace, wrote “people commenting that it's normal to train on the train set but somehow I would have expected/hoped that as we're nearing AGI-level capabilities we would not need to really fine-tune/specifically train the model on any specific downstream task” 5."
theme3_4d4764672c3e,cluster2_aea402b268b7,agi,normative,policy,1,2024-12-22,2024-12-22,"As NYU prof Brenden Lake pointed out, the test should never have been called ARC-AGI."
theme3_4d4764672c3e,cluster2_0db3749461c6,agi,normative,policy,1,2025-01-14,2025-01-14,"Then, and only then, will we have reliable solutions to the unreliability that has plagued recent AI. § When grifters and influencers in 2025 claim that AGI has been solved or is imminent, you should ask: is that really true?"
theme3_4d4764672c3e,cluster2_4dbb9f3d81ca,agi,normative,policy,1,2025-03-05,2025-03-05,"Because (a) I have learned to discount industry hype and (b) as a cognitive scientist, I look at what we have, and it’s still missing a lot of prerequisites, like these: • AGI should have a reliable ability to freely generalize abstractions to new instances regardless of how similar they are to items encountered in training."
theme3_4d4764672c3e,cluster2_ec7fa966de4e,agi,normative,policy,1,2025-03-05,2025-03-05,The occasional bizarre violations in object permanence in models like Sora are another reflection of this ) • AGI should have a reliable ability to understand complex syntactic and semantic structure.
theme3_4d4764672c3e,cluster2_34f6d415ebe8,agi,normative,policy,1,2025-03-14,2025-03-14,"But, also: podcasters, if they want to grow up to be real journalists, should start asking some hard questions, too. § Update: Just after I finished drafting this essay, The New York Times published another “AGI is imminent essay”, second in about a week, this time by Kevin Roose."
theme3_4d4764672c3e,cluster2_907c68d37d3f,agi,normative,policy,1,2025-04-17,2025-04-17,"Seven years is a long time, but the field is going to need to invest in other ideas if we are going to get to AGI before the end of the decade."
theme3_4d4764672c3e,cluster2_163730d5b373,agi,normative,policy,1,2025-06-17,2025-06-17,"Or, as the software engineer Gorgi Kosev just put it on X, “[LLMs] are decent solvers of already solved problems, indeed.” If we want to get to AGI, we’ll need to do a lot better."
theme3_4d4764672c3e,cluster2_ee1653a75e3b,agi,normative,policy,1,2025-06-17,2025-06-17,AGI should be a step forward; in many cases LLMs are a step backwards.
theme3_4d4764672c3e,cluster2_fa857ee2ad66,agi,normative,policy,1,2025-07-03,2025-07-03,"AGI shouldn’t be about perfectly replicating a human, it should (as I have often said) be about combining the best of both worlds, human adaptiveness with computational brute force and reliability."
theme3_4d4764672c3e,cluster2_f269fe7319c5,agi,normative,policy,1,2025-09-11,2025-09-11,"And all this from a company thought (or claimed) that GPT-5 was going to be tantamount to AGI (spoiler alert: it wasn’t) For good measure Oracle doesn’t have the chips they would need to fulfill the contracts, or even the cash to buy them."
