theme3_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,c2_clusters_merged,claim_occurrences,distinct_posts_sum,horizon_values,goalpost_shift_candidate,representative_quote,cluster2_ids,source_urls
theme3_172e5150cd97,scaling_limits,llms,normative,policy,tier_3,2023-02-11,2025-07-13,5,5,5,2023-12-31,no,"E.g., if the field were to turn from simply scaling (GPT-3 is pretty much just GPT-2 but bigger) to using large language models as only one component in a larger architecture , with things like writable/readable discrete memory for symbolic propositions, I certainly think we should view that as a paradigm shift.",cluster2_00fc3649ff82;cluster2_1034bdfda6cd;cluster2_18b57218f5f0;cluster2_2d237eac5205;cluster2_3061f26a4803,https://garymarcus.substack.com/p/a-knockout-blow-for-llms;https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached;https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift;https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/the-open-letter-controversy
theme3_b1a2bbb9ed57,safety_alignment,llms,descriptive,technical_assessment,tier_2,2023-02-14,2025-11-18,5,5,5,,no,"When an LLM produces a sentence, you can't directly use that sentence to control stuff, unless you build another system to parse the sentences into actions.",cluster2_43f9d46a55b2;cluster2_7528d8d7243d;cluster2_7eeae4cad52e;cluster2_cfbcd6cd02e1;cluster2_ff903566a590,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/how-come-smart-assistants-have-virtually;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably;https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with
theme3_33ffa6bb38e1,reasoning_common_sense,llms,descriptive,technical_assessment,tier_2,2023-02-16,2025-07-13,5,5,5,,no,"ChatGPT simply cannot reason well enough to to do this; as I have documented in previous essays, it has demonstrably misunderstood physics, biology, psychology, medicine, and so forth.",cluster2_0ede029933af;cluster2_1acc111c3150;cluster2_34d419139435;cluster2_9ce2b8d7c8f0;cluster2_bdefaec735b3,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt;https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots;https://garymarcus.substack.com/p/scott-alexanders-misleading-victory;https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that
theme3_68780a9144b2,regulation_policy,llms,predictive,prediction,tier_2,2023-03-12,2025-11-27,5,5,5,,no,"Furthermore, since this is a matter of principle, irremediable, if they improve their performance for language it only reveals more clearly their fundamental and irremediable flaws, since by the same token they will improve their performance for impossible systems.” For elaboration., see my earlier essay Chomsky and GPT-3, The Road to AI We Can Trust Noam Chomsky and GPT-3 “You can’t go to a physics conference and say: I’ve got a great theory.",cluster2_21c3d484f9ed;cluster2_50a8e9851315;cluster2_8222239b1e41;cluster2_91b8e5a6bd69;cluster2_9c1463221761,https://garymarcus.substack.com/p/caricaturing-noam-chomsky;https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance;https://garymarcus.substack.com/p/has-the-bailout-of-generative-ai;https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over;https://garymarcus.substack.com/p/what-scaling-does-and-doesnt-buy
theme3_8f587a704cfd,hallucination_misinformation,llms,normative,policy,tier_3,2024-03-15,2026-01-06,5,5,5,,no,"Here’s another blatant example: In my opinion, every article with ChatGPT remnants should be considered suspect and perhaps retracted, because hallucinations may have filtered in, and both authors and reviewers) were asleep at the switch.",cluster2_22f2430375b0;cluster2_2e7b3f41ca16;cluster2_34249504c774;cluster2_3e1007c9fc35;cluster2_76372dca5fa4,https://garymarcus.substack.com/p/facing-facts;https://garymarcus.substack.com/p/hot-take-gpt-45-is-a-nothing-burger;https://garymarcus.substack.com/p/the-exponential-enshittification;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with
theme3_97d445ef04e0,hallucination_misinformation,general_ai,descriptive,capability,tier_2,2023-02-13,2023-08-28,4,4,4,,no,He's done really good work in experimental psychology but he's never written a peer-reviewed paper on AI”— which is simply false.,cluster2_14234e3f0b9f;cluster2_23e996fd8041;cluster2_26c69fbd193d;cluster2_b92f970c5190,https://garymarcus.substack.com/p/how-new-are-yann-lecuns-new-ideas;https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting;https://garymarcus.substack.com/p/the-us-and-china-want-different-things;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_2ea498a89294,hallucination_misinformation,general_ai,normative,policy,tier_3,2023-02-15,2026-02-25,4,4,4,,no,"The core of that threat comes from the combination of three facts: • these systems are inherently unreliable, frequently making errors of both reasoning and fact, and prone to hallucination ; ask them to explain why crushed porcelain is good in breast milk , and they may tell you that “porcelain can help to balance the nutritional content of the milk, providing the infant with the nutrients they need to help grow and develop”.",cluster2_164a49e07c6c;cluster2_508dd52080f1;cluster2_80773baf99b8;cluster2_859692bfa6d7,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/ais-jurassic-park-moment;https://garymarcus.substack.com/p/casey-newton-strikes-out;https://garymarcus.substack.com/p/code-red-for-humanity
theme3_0ec6975bae97,scaling_limits,general_ai,normative,policy,tier_3,2024-09-10,2026-02-10,4,4,4,2025-12-31,no,"You should be watching to see what the candidates plan to do about fraud and disinformation, as AI contributes to escalation in both.",cluster2_24be6bd7e57a;cluster2_605278c9f936;cluster2_d8056cd314e2;cluster2_da476509fbf6,https://garymarcus.substack.com/p/gpt-45-is-no-gpt-5;https://garymarcus.substack.com/p/grok-3-beta-in-shambles;https://garymarcus.substack.com/p/some-disconcerting-facts-about-ai;https://garymarcus.substack.com/p/what-will-the-candidates-say-about
theme3_91c95a37e045,scaling_limits,agi,descriptive,technical_assessment,tier_3,2023-02-11,2025-06-17,4,4,4,,no,"In inaccurately portraying me as a lone crusader, Alexander has not given the scaling is not enough for AGI view the “steelman” treatment that he is known for delivering.",cluster2_8856c7821143;cluster2_c02cc3bc55e0;cluster2_cc88f226a5e0;cluster2_f87f255521e1,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift;https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip;https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple;https://garymarcus.substack.com/p/soras-surreal-physics
theme3_fc164b36a679,safety_alignment,llms,normative,policy,tier_3,2023-03-29,2024-10-05,4,4,4,,no,"I had no hand in drafting it, and there are things to fuss over (e.g., what exactly counts as more powerful than GPT-4? and how would we know, given that no details of GPT-4’s architecture or training set have been published?)—but the spirit of the letter is one that I support: until we get a better handle on the risks and benefits, we should proceed with caution.",cluster2_2f8e1159f55f;cluster2_30cc16aff32a;cluster2_387b8cb3f52a;cluster2_a0b708459abf,https://garymarcus.substack.com/p/a-temporary-pause-on-training-extra;https://garymarcus.substack.com/p/ai-risk-agi-risk;https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and;https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and
theme3_35dcaa96810a,safety_alignment,openai,predictive,prediction,tier_1,2023-11-19,2024-08-23,4,4,4,2019-12-31,no,They may well get their way. 4 vital questions: 👉Will the nonprofit continue to exist? 👉What checks and balances will there be? 👉Where will this leave OpenAI with respect to safety? 👉Where will this leave humanity?,cluster2_1df91ebe1fd2;cluster2_b06afaa97de9;cluster2_e0da293833a4;cluster2_ebd6844e45f6,https://garymarcus.substack.com/p/as-the-openai-world-turns-4-vital;https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch;https://garymarcus.substack.com/p/openais-own-goal;https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
theme3_c5056806d534,agi_timeline,tesla,predictive,prediction,tier_1,2023-02-13,2025-01-20,4,4,4,2022-12-31;2025-12-31;2029-12-31;this_decade,yes,"Elon Musk, for example, recently said that it was more likely than not that we would see AGI by 2029 .",cluster2_6977692b60f6;cluster2_94e93c1522c8;cluster2_9bdb791d848f;cluster2_a1e9ea1af4cc,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/breaking-news-agi-is-not-imminent;https://garymarcus.substack.com/p/did-googleai-just-snooker-one-of;https://garymarcus.substack.com/p/rethinking-driverless-cars
theme3_c34d7523982e,hallucination_misinformation,ai_safety,normative,policy,tier_3,2023-02-15,2026-01-23,4,4,4,,no,"Second, every country is going to need to reconsider its policies on misinformation.",cluster2_63c0d11bf0da;cluster2_9189302c300c;cluster2_bb194fcceff8;cluster2_c54762b5a04d,https://garymarcus.substack.com/p/ai-bot-swarms-threaten-to-undermine;https://garymarcus.substack.com/p/ais-jurassic-park-moment;https://garymarcus.substack.com/p/dont-look-up-the-ai-edition;https://garymarcus.substack.com/p/how-china-might-crush-the-west-in
theme3_bf5474b08c03,hallucination_misinformation,ai_safety,descriptive,technical_assessment,tier_3,2023-03-11,2025-11-18,4,4,4,,no,Chat-style search’s tendency to hallucinate is likely to accidentally produce medical misinformation.,cluster2_be58541af130;cluster2_eb7d8c8f019a;cluster2_ec2cf1d0b43b;cluster2_f8947344e144,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/stop-treating-ai-models-like-people;https://garymarcus.substack.com/p/the-long-shadow-of-gpt;https://garymarcus.substack.com/p/what-will-the-candidates-say-about
theme3_2a82b0d65531,safety_alignment,general_ai,predictive,prediction,tier_3,2023-10-26,2025-05-22,2,3,3,,no,"I don’t know when we will get to such machines, but I do know that we don’t have tons of controls over current AI, especially now that people can hook them up to TaskRabbit and real-world software APIs.",cluster2_1629c3724245;cluster2_8645fac9fb70,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance;https://garymarcus.substack.com/p/ai-risk-agi-risk;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_374373bb7ddc,regulation_policy,general_ai,normative,policy,tier_3,2023-09-21,2025-07-13,2,3,3,2018-12-31,no,"Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI.",cluster2_c33a476fdc05;cluster2_db8548158e8f,https://garymarcus.substack.com/p/dear-elon-musk-here-are-five-things;https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/six-months-after-the-pause-letter
theme3_d9446e6d7328,hallucination_misinformation,general_ai,predictive,prediction,tier_1,2023-02-09,2024-07-28,3,3,3,2023-12-31,no,"I will always remember today (my birthday no less), February 8, 2023, as the day in which a chatbot-induced hallucination cost Alphabet $100 billion .",cluster2_0068b78a8af5;cluster2_3893716b5d02;cluster2_7c73dc024f3e,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt;https://garymarcus.substack.com/p/is-chatgpt-really-a-code-red-for;https://garymarcus.substack.com/p/oops-how-google-bombed-while-doing
theme3_2f0d82369632,market_hype_bubble,general_ai,descriptive,industry_market,tier_1,2023-02-13,2025-12-17,3,3,3,,no,"Kohane recalled the “AI Winter” of the 1980s, in which funding abruptly dropped after expectations were not met, and fears we could wind up with another, similar crash if we are not realistic about what is and is not feasible.",cluster2_027cfbb77512;cluster2_4f95bed562f8;cluster2_b2062e06a8e5,https://garymarcus.substack.com/p/breaking-news-scale-is-all-you-need;https://garymarcus.substack.com/p/did-googleai-just-snooker-one-of;https://garymarcus.substack.com/p/stop-treating-ai-models-like-people
theme3_d74dcfc359c8,safety_alignment,general_ai,descriptive,technical_assessment,tier_3,2023-03-18,2025-11-19,3,3,3,,no,"Here’s some first-class AI doublespeak, straight from the Ministry of Damage Control, mostly from just this past week: CNBC Headline Except when those wrong answers are not.",cluster2_3018ca55d793;cluster2_6efac2e4d22b;cluster2_6fc1a791be15,https://garymarcus.substack.com/p/dont-ride-this-bike-generative-ais;https://garymarcus.substack.com/p/mayday-the-white-house-is-attempting;https://garymarcus.substack.com/p/this-week-in-ai-doublespeak
theme3_7e94375ad3bc,regulation_policy,general_ai,predictive,prediction,tier_3,2024-02-21,2025-04-17,3,3,3,2019-12-31,no,"The capacity to endow machines with the commonsense understanding of history, culture, and human values that would be required to make sensible guardrails has not. § In closing, I will repeat, perhaps not for the first time here, something prescient that Ernest Davis and I wrote at the end of Rebooting AI , on 2019: Gary Marcus keeps hoping that he will live to see an AI that is deeper than mere stochastic mimicry plus Band-Aids.",cluster2_5e890507c7c2;cluster2_9f9bfd52a4fe;cluster2_d2a4ed03395c,https://garymarcus.substack.com/p/dear-elon-musk-here-are-five-things;https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
theme3_1f57bba83c5b,hallucination_misinformation,regulation,descriptive,technical_assessment,tier_3,2023-07-08,2024-12-08,3,3,3,,no,"Many of us have also become worried about the possibility of regulatory capture , and whether shrewd executives at the major tech companies might induce governments to alight on regulation that ultimately does more harm than good, keeping out smaller players, and entrenching Big Tech’s own status, while doing little to address the underlying risks, such as around misinformation and cybercrime.",cluster2_5d86034182c7;cluster2_7f1e7c8e0e8c;cluster2_d87809b33ce1,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted;https://garymarcus.substack.com/p/jumpstarting-ai-governance;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_0d3613992fa7,reasoning_common_sense,llms,causal,technical_assessment,tier_1,2023-03-25,2025-03-28,3,3,3,,no,"The paper’s core claim— “GPT-4 attains a form of general intelligence [as] demonstrated by its core mental capabilities (such as reasoning, creativity, and deduction)”—literally cannot be tested with serious scrutiny, because the scientific community has no access to the training data.",cluster2_4ddc84e3f62a;cluster2_79763e836e69;cluster2_bbc1e7396964,https://garymarcus.substack.com/p/the-sparks-of-agi-or-the-end-of-science;https://garymarcus.substack.com/p/this-one-important-fact-about-current;https://garymarcus.substack.com/p/unwoven
theme3_cefbd7e78334,regulation_policy,llms,descriptive,technical_assessment,tier_2,2023-08-13,2026-01-06,3,3,3,,no,"A lawyer who used ChatGPT for legal research was excoriated by a judge, and basically had to promise, in writing, never to do so again in an unsupervised way.",cluster2_446eed0d8f6d;cluster2_706b8743785d;cluster2_7d2e98f1bc98,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out;https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with
theme3_1844084fccbe,market_hype_bubble,llms,descriptive,technical_assessment,tier_2,2025-01-14,2025-08-20,3,3,3,,no,"What was meant there was not merely having a generality of knowledge and capability similar to that of a typical humans (and to be clear o3 isn't there yet, it's way superhuman in some ways and badly subhuman in others), but also having a human-like ability to generalize from experience to very different situations... and no LLM-centered system I've seen comes remotely close to this. … Anyone who tries to tell you otherwise is either confused or trying to hype something.",cluster2_5015b37f2e4c;cluster2_6e1823f5320d;cluster2_970a01788069,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence;https://garymarcus.substack.com/p/is-this-the-moment-when-the-generative;https://garymarcus.substack.com/p/openais-waterloo
theme3_28501faa0718,reasoning_common_sense,openai,predictive,prediction,tier_2,2023-02-11,2025-01-26,3,3,3,near_term,no,"I am willing to bet SlateStarCodex now (terms to be negotiated) that if OpenAI gives us unrestricted access to GPT-4, whenever that is released, and assuming that is basically the same architecture but with more data, that within a day of playing around with it, Ernie and I will still be able find lots of examples of failures in physical reasoning, temporal reasoning, causal reasoning, and so forth .",cluster2_68b88e0baa2c;cluster2_71770901a837;cluster2_733560042b3b,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over;https://garymarcus.substack.com/p/what-does-it-mean-when-an-ai-fails;https://garymarcus.substack.com/p/what-exactly-are-the-economics-of
theme3_84ad1984d6b1,hallucination_misinformation,openai,predictive,prediction,tier_2,2023-11-26,2025-12-01,3,3,3,,no,"(And if the OpenAI staff leaves, nobody will offer much for what’s left over.) There has never been a solution to the hallucination problem, and it’s not clear that there will be until we find a new paradigm, as Altman himself partly acknowledged last week, when he did his best Gary Marcus impression .",cluster2_7b2739eefbc4;cluster2_806f90c5d70b;cluster2_e4292691b51f,https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably
theme3_b801791847b6,safety_alignment,openai,descriptive,technical_assessment,tier_1,2024-05-26,2024-10-24,3,3,3,,no,"OpenAI promised to devote 20% of its efforts to AI safety, but never delivered , according to a recent report by Jeremy Kahn at Fortune.",cluster2_7171e264b739;cluster2_9731bedc87e3;cluster2_9f52dbf3b8f3,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/what-should-we-learn-from-openais
theme3_7536106433d4,reasoning_common_sense,ai_safety,descriptive,technical_assessment,tier_1,2024-06-07,2025-02-26,3,3,3,,no,"It does, for example, ask that companies take reasonable measures to ensure that their products are not hazardous and to safety-test their products – something that 7 companies already swore on their pinkies to President Biden to do.",cluster2_0119bbc834eb;cluster2_59cf8b13bb86;cluster2_602f3619d47e,https://garymarcus.substack.com/p/elon-musks-inability-to-listen-to;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
theme3_c49097e81ee1,self_driving_robotics,llms,normative,policy,tier_3,2023-10-26,2024-02-12,1,2,2,,no,"We need to stop worrying (just) about Skynet and robots taking over the world, and think a lot more about what criminals, including terrorists, might do with LLMs, and what, if anything, we might do to stop them.",cluster2_3d0b79a7b24d,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance;https://garymarcus.substack.com/p/ai-risk-agi-risk
theme3_8546265138f1,self_driving_robotics,general_ai,normative,policy,tier_3,2023-01-31,2023-02-11,2,2,2,2013-12-31,no,"Three minutes into his talk, Urmson told a profound story that pretty much every congressperson and citizen should be pondering, deeply, right about now: So back in 2013, we had the first test of a self-driving car where we let regular people use it.",cluster2_3e1d1406a62c;cluster2_442dd0ed02fe,https://garymarcus.substack.com/p/the-cnet-fake-news-fiasco-autopilot;https://garymarcus.substack.com/p/will-tesla-ever-solve-full-self-driving
theme3_afea30eb45be,market_hype_bubble,general_ai,causal,industry_market,tier_3,2023-02-13,2024-07-28,2,2,2,,no,"If another AI winter does comes, it not be because AI is impossible, but because AI hype exceeds reality.",cluster2_10499c739551;cluster2_f9b8152b759e,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt;https://garymarcus.substack.com/p/did-googleai-just-snooker-one-of
theme3_e0bf578dbd19,openai_governance,general_ai,causal,industry_market,tier_1,2023-11-26,2025-11-18,2,2,2,2019-12-31,no,"The whole nonprofit-hybrid model, introduced in 2019 (the company was originally pure non-profit) was always a ticking time bomb, because the people trying to make money were never going to have a perfect relationship with those in the nonprofit that were charged with keeping the world safe.",cluster2_8aba4c39aa76;cluster2_bb982eba86ac,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably
theme3_a4a7b7572183,agents_reliability,general_ai,descriptive,technical_assessment,tier_1,2025-04-16,2025-05-22,2,2,2,2027-12-31,no,“This isn't the first time we've seen outcomes that suggest some of the ambitious ideas about AI agents directly replacing developers are pretty far from reality.,cluster2_143b0ecf5135;cluster2_808cb86f4cb2,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/those-claiming-were-mere-months-away
theme3_7645c65073c8,agents_reliability,general_ai,causal,prediction,tier_2,2025-05-22,2025-08-03,2,2,2,,no,"This bakes in a basic personality and “drives.” 20 For example, an agent that understands a task clearly is more likely to complete it successfully; over the course of training the model “learns” a “drive” to get a clear understanding of its tasks.",cluster2_1b52e98783eb;cluster2_5bdcdd29b6cb,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_1a14a35b5ae3,hallucination_misinformation,google,descriptive,technical_assessment,tier_2,2023-11-03,2025-10-16,2,2,2,,no,"Nobody knows for SURE that there are no serious possible consequences of open source AI, e.g in terms of bioweapons, misinformation generation etc, as Séb Krier at DeepMind nicely highlights above. 2.",cluster2_a33a1d9604c3;cluster2_db8de8127c82,https://garymarcus.substack.com/p/is-agi-the-right-goal-for-ai;https://garymarcus.substack.com/p/where-we-are-right-now-on-open-source
theme3_847967e079b6,hallucination_misinformation,agi,normative,policy,tier_3,2023-05-01,2025-03-05,2,2,2,,no,"I’ve been writing with urgency about my concerns about the contributions of large language models misinformation , and my concerns about how bad actors might misuse AI, and in my essay AI risk ≠ AGI risk , argued that we should worry about both near-term and long-term risks.",cluster2_337b553dfbd3;cluster2_92e0a665743f,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why;https://garymarcus.substack.com/p/scientists-governments-and-corporations
theme3_b0a943ac0bbb,scaling_limits,agi,causal,industry_market,tier_2,2024-12-08,2025-03-14,2,2,2,,no,"It is entirely possible to (a) be skeptical that we can simply scale LLMs to AGI, (b) be doubtful of the overall business model for LLMs given the lack of moat etc, and also (c) think that these tools are already powerful (though unreliable and untrustworthy) and therefore dangerous.",cluster2_3a0c187dede9;cluster2_a6c7fd28f419,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted;https://garymarcus.substack.com/p/hype-anthropics-dario-amodei-the
theme3_0f76f2088106,scaling_limits,agi,normative,policy,tier_3,2025-03-05,2025-08-09,2,2,2,,no,"If getting to AGI in the next three years is not quite as certain as the sun rising every day from the east, we might want to hedge our bets, and try to focus on what the field of AI need to develop besides scaling.",cluster2_65331ba8b10b;cluster2_9742f5c680c6,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why;https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
theme3_ef9572842556,reasoning_common_sense,llms,normative,policy,tier_3,2023-02-15,2025-04-17,2,2,2,,no,"Large language models lack mechanisms for verifying truth; we need to find new ways to integrate them with the tools of classical AI, such as databases, webs of knowledge, and reasoning.",cluster2_b0d4d50e1f10;cluster2_cf499e326344,https://garymarcus.substack.com/p/ais-jurassic-park-moment;https://garymarcus.substack.com/p/openais-o3-and-tyler-cowens-misguided
theme3_8e4a7ba67b7e,safety_alignment,llms,causal,technical_assessment,tier_1,2023-04-04,2025-06-23,2,2,2,near_term,no,"Documentation, reports, decision support -- all seem more useful in the near term.” Let’s use LLM’s where there can be help, and be cautious where they might cause harm.",cluster2_72ebd8947074;cluster2_a2733e6ac553,https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and;https://garymarcus.substack.com/p/the-first-known-chatbot-associated
theme3_d1fa2955645a,hallucination_misinformation,llms,causal,prediction,tier_3,2024-02-06,2025-08-04,2,2,2,,no,"Hallucination errors in LLMs are not a problem, because people hallucinate, too.",cluster2_af41a1944010;cluster2_b9162075d79b,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest;https://garymarcus.substack.com/p/slopocalypse-now
theme3_833be3ff31bb,agents_reliability,llms,predictive,prediction,tier_2,2024-02-10,2025-08-03,2,2,2,,no,"One screwup (and we all know LLMs are prone to screwups) and a LOT of people could die. § In the very best case, LLM-based agents will change the world for the better.",cluster2_0f7e86c0aac1;cluster2_1e5894a5de3b,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been;https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with
theme3_a4bd807a6b2f,scaling_limits,llms,descriptive,technical_assessment,tier_2,2025-02-13,2026-01-06,2,2,2,,no,"Instead, he rechristened Orion as GPT 4.5 rather than 5, which likely means that despite major bills, Orion never met the expectations so-called scaling laws had implied.",cluster2_79ad084eff6d;cluster2_eef3c2f9bb36,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure;https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
theme3_4092af813ca4,regulation_policy,llms,normative,policy,tier_3,2025-04-03,2025-12-13,2,2,2,,no,"The best estimate of the loss from tariff policy is now is closer to $30 trillion or $300,000 per family of four. – Lawrence Summers, former US Treasury Secretary The near-universal consensus is that President Trump’s new tariff policy ( quite possibly partly written by LLMs ) is likely to be among the worst economic policies in history.",cluster2_db6b9df02092;cluster2_ee9f6b10a5ec,https://garymarcus.substack.com/p/a-deeply-implausible-premise-is-behind;https://garymarcus.substack.com/p/questions-about-president-trump-from
theme3_b06f891704cc,openai_governance,openai,causal,prediction,tier_1,2023-02-11,2023-04-28,2,2,2,near_term,no,"When OpenAI asked InstructGPT, the latest, greatest version of GPT-3, “Why is it important to eat socks after meditating?” the system simply made up a sentence and said “ Some experts believe that the act of eating a sock helps the brain to come out of its altered state as a result of meditation .”, never consulting a cognitive model of what experts believe, because the system has no such model in the first place.",cluster2_2520e66c37cf;cluster2_d3f730c0ac53,https://garymarcus.substack.com/p/inside-the-heart-of-chatgpts-darkness;https://garymarcus.substack.com/p/three-ideas-from-linguistics-that
theme3_10988792d03a,regulation_policy,openai,normative,policy,tier_3,2023-10-17,2024-04-08,2,2,2,,no,"For months, something that Sam Altman said while sitting next to me in May at the US Senate Judiciary Subcommittee on AI Oversight has been reverberating back and forth across my brain: “We are not currently training what will be GPT-5.",cluster2_0f900e372ae1;cluster2_64d737f97138,https://garymarcus.substack.com/p/generative-ai-as-shakespearean-tragedy;https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations
theme3_0f1476ce91f4,reasoning_common_sense,openai,descriptive,technical_assessment,tier_1,2024-02-04,2025-07-13,2,2,2,,no,"According to media reports like Bloomberg’s , there is not much to worry about here: OpenAI’s most powerful artificial intelligence software, GPT-4, poses “at most” a slight risk of helping people create biological threats, according to early tests the company carried out to better understand and prevent potential “ catastrophic ” harms from its technology I am here to tell you that OpenAI’s research, analyzed carefully, shows no such thing, and that there is plenty of reason to be concerned.",cluster2_94044be77927;cluster2_9f01c504643b,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/when-looked-at-carefully-openais
theme3_4d4c7585d973,regulation_policy,openai,predictive,prediction,tier_1,2024-02-06,2024-08-23,2,2,2,,no,"LLMs don’t store things in simple databases, but when presented with enough data, their regeneration of distributed bits has demonstrably duplicated lengthy training materials multiple times, a phenomenon that is called memorization in the field. 2 OpenAI will no doubt by now have filtered this specific example so that it can no longer be replicated, now that it has appeared in a lawsuit.",cluster2_318d5d179c5f;cluster2_9621db5a628f,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest;https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
theme3_d59b750b4574,reasoning_common_sense,openai,normative,policy,tier_3,2024-02-11,2025-07-13,2,2,2,2025-12-31,no,"In asking for $7 trillion, it is pretty obvious to most that Sam Altman has jumped the shark . § Here are seven reasons why we should gather together to tell the aspiring young CEO that the world does not—and should not—revolve around him: Energy and Climate : $7 trillion worth of AI infrastructure used to full capacity would use (in precise technical terms) a metric shit ton of energy.",cluster2_1fa4dc86a1aa;cluster2_d926be18ff5c,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/seven-reasons-why-the-world-should
theme3_df801cea5953,agi_timeline,openai,predictive,prediction,tier_1,2024-06-05,2025-08-07,2,2,2,2027-12-31,no,"Apparently OpenAI’s internal roadmap alleged that AGI would be achieved by 2027, according to the suddenly ubiquitous Leopold Aschenbrenner (recently fired by OpenAI, previous employed by SBF), who yesterday published the math to allegedly justify it: I was going to write a Substack about how naive and problematic the graph was, but I am afraid somebody else has beaten me to it: § Well, ok I will add a few words: GPT-4 is not actually equivalent to a smart high schooler.",cluster2_643d1bcedf0b;cluster2_fa16cd8dc27a,https://garymarcus.substack.com/p/agi-by-2027;https://garymarcus.substack.com/p/gpt-5-hot-take
