date,slug,title,url,category,claim_text,evidence_excerpt,file_path
2023-08-13,what-if-generative-ai-turned-out,Marcus on AI,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out,forecast,"It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so).","It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general p",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-13_what-if-generative-ai-turned-out.txt
2023-08-13,what-if-generative-ai-turned-out,Marcus on AI,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out,forecast,"Perhaps the only use case that really seemed compelling to either of us economically was search (e.g., using Bing powered by ChatGPT instead of Google Search) — but the technical problems there are immense; there is no reason to think that the hallucination problem will be solved soon.","Perhaps the only use case that really seemed compelling to either of us economically was search (e.g., using Bing powered by ChatGPT instead of Google Search) — but the technical problems there are immense; there is no reason to think that the hallucination problem will be solved",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-13_what-if-generative-ai-turned-out.txt
2023-08-14,what-exactly-are-the-economics-of,Marcus on AI,https://garymarcus.substack.com/p/what-exactly-are-the-economics-of,forecast,But of course just because something is powered by AI doesn’t mean it will make truckloads of money .,But of course just because something is powered by AI doesn’t mean it will make truckloads of money .,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-14_what-exactly-are-the-economics-of.txt
2023-08-14,what-exactly-are-the-economics-of,Marcus on AI,https://garymarcus.substack.com/p/what-exactly-are-the-economics-of,forecast,"Here are a bunch of considerations in either direction, partly drawn from a fun conversation I had earlier today with the VC and tech writer Om Malik : Reasons why OpenAI, and generative AI, might still do well financially: Coding is a solid use case that will continue to keep generative AI in the limelight for a long time.","Here are a bunch of considerations in either direction, partly drawn from a fun conversation I had earlier today with the VC and tech writer Om Malik : Reasons why OpenAI, and generative AI, might still do well financially: Coding is a solid use case that will continue to keep ge",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-14_what-exactly-are-the-economics-of.txt
2023-08-14,what-exactly-are-the-economics-of,Marcus on AI,https://garymarcus.substack.com/p/what-exactly-are-the-economics-of,forecast,"I plan to write more about this soon, but the basic gist is that you can never really predict for any given question whether a large language model will give you a correct answer, We now know that answers can even change from one month to the next—which makes third-party engineering of large language models into complex systems a huge uphill struggle.","I plan to write more about this soon, but the basic gist is that you can never really predict for any given question whether a large language model will give you a correct answer, We now know that answers can even change from one month to the next—which makes third-party engineer",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-14_what-exactly-are-the-economics-of.txt
2023-08-17,automatic-disinformation-threatens,Marcus on AI,https://garymarcus.substack.com/p/automatic-disinformation-threatens,forecast,"TheDebrief.org (a source I am not familiar with) just reported the existence of an automatic misinformation generation system , a tool every troll farm ever will want to have.","TheDebrief.org (a source I am not familiar with) just reported the existence of an automatic misinformation generation system , a tool every troll farm ever will want to have.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-17_automatic-disinformation-threatens.txt
2023-08-20,no-virginia-agi-is-not-imminent,Marcus on AI,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent,limitation,"(I suggested this as an informal benchmark in 2014, see little progress) Humans can write summaries of things without hallucination ; LLMs cannot do so reliably.","(I suggested this as an informal benchmark in 2014, see little progress) Humans can write summaries of things without hallucination ; LLMs cannot do so reliably.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-20_no-virginia-agi-is-not-imminent.txt
2023-08-20,no-virginia-agi-is-not-imminent,Marcus on AI,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent,prescription,"Dropping from “as smart as the Star Trek computer” to better than Joe Sixpack should not be our goal. § Things have actually changed, quite a bit, in a subtle way.A year and half ago, when I offered Elon Musk a bet about when AGI would come , the field generally thought my criteria were reasonable.","Dropping from “as smart as the Star Trek computer” to better than Joe Sixpack should not be our goal. § Things have actually changed, quite a bit, in a subtle way.A year and half ago, when I offered Elon Musk a bet about when AGI would come , the field generally thought my criter",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-20_no-virginia-agi-is-not-imminent.txt
2023-08-20,no-virginia-agi-is-not-imminent,Marcus on AI,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent,other,We are not even close to machines that exceed the capacity of typical humans to cope with unusual circumstances while driving Humans can write summaries and reliably answer many questions about original films and television programs that they watch; I doubt LLMs (or any other extant AI technology) can do this at all.,We are not even close to machines that exceed the capacity of typical humans to cope with unusual circumstances while driving Humans can write summaries and reliably answer many questions about original films and television programs that they watch; I doubt LLMs (or any other ext,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-20_no-virginia-agi-is-not-imminent.txt
2023-08-24,the-rise-and-fall-of-chatgpt,Marcus on AI,https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt,forecast,"Maybe it’s too soon to declare victory on my August 12th bet that ChatGPT will turn out to be a dud , but I will tell you one thing, it’s not obvious I am wrong.","Maybe it’s too soon to declare victory on my August 12th bet that ChatGPT will turn out to be a dud , but I will tell you one thing, it’s not obvious I am wrong.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-24_the-rise-and-fall-of-chatgpt.txt
2023-08-24,the-rise-and-fall-of-chatgpt,Marcus on AI,https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt,forecast,"Quoting further, “Nearly 70% of respondents to the S&P Global survey said they have at least one AI project in production... but about half of those companies (31% of respondents) are still in pilot or proof-of-concept stage, outnumbering those who have reached enterprise scale with an AI project (28% of total respondents).” And of course not every enterprise-scale experiment will be successful.","Quoting further, “Nearly 70% of respondents to the S&P Global survey said they have at least one AI project in production... but about half of those companies (31% of respondents) are still in pilot or proof-of-concept stage, outnumbering those who have reached enterprise scale w",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-24_the-rise-and-fall-of-chatgpt.txt
2023-08-24,the-rise-and-fall-of-chatgpt,Marcus on AI,https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt,forecast,"This could be particularly devastating because Large Language Models aren’t like classical databases in which individual pieces of data can be removed at will; if any content is removed, the entire model must (so far as I understand it) be retrained, at great expense.","This could be particularly devastating because Large Language Models aren’t like classical databases in which individual pieces of data can be removed at will; if any content is removed, the entire model must (so far as I understand it) be retrained, at great expense.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-24_the-rise-and-fall-of-chatgpt.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,forecast,"(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI.","(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,prescription,And you should care about p(catastrophe | widespread AI adoption) whatever you think about p(doom).,And you should care about p(catastrophe | widespread AI adoption) whatever you think about p(doom).,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,forecast,I do think there is a lot of risk that AI will cause chaos.,I do think there is a lot of risk that AI will cause chaos.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,limitation,"Like if we put more effort into figuring out what's going on inside AI systems, that would actually change the ‘how likely is it that we can't make AI systems do the things we want?’ parameter."" Words to live by.","Like if we put more effort into figuring out what's going on inside AI systems, that would actually change the ‘how likely is it that we can't make AI systems do the things we want?’ parameter."" Words to live by.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,forecast,Most of the public discourse around AI risk is about whether superintelligent AI (if and when it exists) will extinguish our species - an important question that deserves answers.,Most of the public discourse around AI risk is about whether superintelligent AI (if and when it exists) will extinguish our species - an important question that deserves answers.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,forecast,"We have atomic bombs and one crazy leader is what it will take for doom”; eventually, we might have AI that is equally risky in the hands of a desperate, deranged leader.","We have atomic bombs and one crazy leader is what it will take for doom”; eventually, we might have AI that is equally risky in the hands of a desperate, deranged leader.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,prescription,"Within the field, there is a lot of conflict around how to think about p(doom | superintelligence) [“the probability of doom given the existence of superintelligence”, which is a special form of AI], but no matter what you feel about that p(doom | superintelligence), whether you see it as sci-fi or not, you should be worried about p(catastrophe | widespread AI adoption) [the probability of catastrophe given widespread AI adoption].","Within the field, there is a lot of conflict around how to think about p(doom | superintelligence) [“the probability of doom given the existence of superintelligence”, which is a special form of AI], but no matter what you feel about that p(doom | superintelligence), whether you ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,prescription,"Yann LeCun wrote a long screed along these lines (which Steve Pinker later endorsed), saying we don’t need to worry about AI achieving dominance.","Yann LeCun wrote a long screed along these lines (which Steve Pinker later endorsed), saying we don’t need to worry about AI achieving dominance.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-27,d28,Marcus on AI,https://garymarcus.substack.com/p/d28,forecast,"You're here, in Brooklyn. 2 At the opposite extreme, Yudkowsky claims that AGI will kill us all by default, because superintelligence will by default dominate us and harvest our atoms; this too seems like a rather large assumption that is far from proven, a possibility but not demonstrably a default,","You're here, in Brooklyn. 2 At the opposite extreme, Yudkowsky claims that AGI will kill us all by default, because superintelligence will by default dominate us and harvest our atoms; this too seems like a rather large assumption that is far from proven, a possibility but not de",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-27_d28.txt
2023-08-28,the-us-and-china-want-different-things,Marcus on AI,https://garymarcus.substack.com/p/the-us-and-china-want-different-things,other,"The fact that the US is apparently using these tools, or the fact that they aren’t likely to be reliable, almost certainly regularly reporting false alarms, and likely full of insidious bias, like so many previous AI systems have shown themselves to be?","The fact that the US is apparently using these tools, or the fact that they aren’t likely to be reliable, almost certainly regularly reporting false alarms, and likely full of insidious bias, like so many previous AI systems have shown themselves to be?",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-28_the-us-and-china-want-different-things.txt
2023-08-28,the-us-and-china-want-different-things,Marcus on AI,https://garymarcus.substack.com/p/the-us-and-china-want-different-things,forecast,"The number one reason I hear for not regulating AI is that if we do China will beat us, and if China beats us, we are all screwed, because they would use AI to different ends than we would.","The number one reason I hear for not regulating AI is that if we do China will beat us, and if China beats us, we are all screwed, because they would use AI to different ends than we would.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-08-28_the-us-and-china-want-different-things.txt
2023-09-01,doug-lenat-1950-2023,Marcus on AI,https://garymarcus.substack.com/p/doug-lenat-1950-2023,limitation,"Cyc (and the parent company, Cycorp, that Lenat formed to incubate it) never exploded commercially – but hardly anybody ever gives it credit for the fact that it is still in business 40 years later; very very few AI companies have survived that long. 1 My own view is that Cyc has been neither a success nor a failure, but somewhere in between: I see it as a ground-breaking, clarion experiment that never fully gelled.","Cyc (and the parent company, Cycorp, that Lenat formed to incubate it) never exploded commercially – but hardly anybody ever gives it credit for the fact that it is still in business 40 years later; very very few AI companies have survived that long. 1 My own view is that Cyc has",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-01_doug-lenat-1950-2023.txt
2023-09-01,doug-lenat-1950-2023,Marcus on AI,https://garymarcus.substack.com/p/doug-lenat-1950-2023,forecast,Gary Marcus has focused his career on integrating neural networks and symbolic approaches; he still hopes that will happen.,Gary Marcus has focused his career on integrating neural networks and symbolic approaches; he still hopes that will happen.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-01_doug-lenat-1950-2023.txt
2023-09-07,karen-bakker-1971-2023,Marcus on AI,https://garymarcus.substack.com/p/karen-bakker-1971-2023,forecast,"According to the publisher’s web page, it will be “A riveting exploration of one of the most important dilemmas of our time: will digital technology accelerate environmental degradation, or could it play a role in ecological regeneration?” In her TED talk , Karen imagined a world in which AI and machine learning helped to bring us humans deeper into the world of animals.","According to the publisher’s web page, it will be “A riveting exploration of one of the most important dilemmas of our time: will digital technology accelerate environmental degradation, or could it play a role in ecological regeneration?” In her TED talk , Karen imagined a world",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-07_karen-bakker-1971-2023.txt
2023-09-21,six-months-after-the-pause-letter,Marcus on AI,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,prescription,"Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI.","Governments across the globe have stepped up their game, holding public hearings (great!) and closed-door meetings (hmm) trying to figure out what we should about AI.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-21_six-months-after-the-pause-letter.txt
2023-09-21,six-months-after-the-pause-letter,Marcus on AI,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,forecast,"He said, and I quote, “We are not currently training what will be GPT-5.","He said, and I quote, “We are not currently training what will be GPT-5.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-21_six-months-after-the-pause-letter.txt
2023-09-21,six-months-after-the-pause-letter,Marcus on AI,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,other,"Ironically, GPT-5–which is essentially the only thing that the pause letter (if you read it carefully) actually proposed to pause— does actually seem to be on pause , if Sam Altman’s May Senate testimony meant what I think it did.","Ironically, GPT-5–which is essentially the only thing that the pause letter (if you read it carefully) actually proposed to pause— does actually seem to be on pause , if Sam Altman’s May Senate testimony meant what I think it did.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-21_six-months-after-the-pause-letter.txt
2023-09-21,six-months-after-the-pause-letter,Marcus on AI,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,forecast,"The apparent economics of AI (we will see if they yet come to pass as imagined) are too seductive to too many, to people building AI companies, to people investing in AI companies, to people getting paid 6 and even 7 digit salaries, and to people expecting campaign donations from big tech companies.","The apparent economics of AI (we will see if they yet come to pass as imagined) are too seductive to too many, to people building AI companies, to people investing in AI companies, to people getting paid 6 and even 7 digit salaries, and to people expecting campaign donations from",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-21_six-months-after-the-pause-letter.txt
2023-09-21,six-months-after-the-pause-letter,Marcus on AI,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,forecast,"The question is, if we don’t pause AI, what will we do to mitigate the many risks – from accidental misinformation (defamation, medical misinformation) and wholesale deliberate disinformation (which may manipulate our elections and our markets) to increases in cybercrime and malware, to AI-generated bioweapons, and so forth – and who will bear the costs.","The question is, if we don’t pause AI, what will we do to mitigate the many risks – from accidental misinformation (defamation, medical misinformation) and wholesale deliberate disinformation (which may manipulate our elections and our markets) to increases in cybercrime and malw",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-21_six-months-after-the-pause-letter.txt
2023-09-22,elegant-and-powerful-new-result-that,Marcus on AI,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that,prescription,"Can we really say we are close to AGI, when the training set must contain billions of examples of symmetrical relationships, many closely related to these, and the system still stumbles on such an elementary relationship?","Can we really say we are close to AGI, when the training set must contain billions of examples of symmetrical relationships, many closely related to these, and the system still stumbles on such an elementary relationship?",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-22_elegant-and-powerful-new-result-that.txt
2023-09-22,elegant-and-powerful-new-result-that,Marcus on AI,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that,forecast,"Computers should be expected to make optimal use of information given, regardless of human limitations. 2 Bing uses some neurosymbolic supplementation to pure LLM’s, with some benefit on these type of problems, where there are known facts, but it is not yet clear how general the benefit is, and I would expect it to have trouble on the made-up facts that were used in Experiment 1.","Computers should be expected to make optimal use of information given, regardless of human limitations. 2 Bing uses some neurosymbolic supplementation to pure LLM’s, with some benefit on these type of problems, where there are known facts, but it is not yet clear how general the ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-22_elegant-and-powerful-new-result-that.txt
2023-09-22,elegant-and-powerful-new-result-that,Marcus on AI,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that,forecast,"If you really understand the world, you should be able to understand a in relation to b, and b in relation to a; we expect even nonverbal cognitive creatures to be able to do that: Forty one years later, neural networks (at least of the popular variety) still struggle with this.","If you really understand the world, you should be able to understand a in relation to b, and b in relation to a; we expect even nonverbal cognitive creatures to be able to do that: Forty one years later, neural networks (at least of the popular variety) still struggle with this.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-22_elegant-and-powerful-new-result-that.txt
2023-09-22,elegant-and-powerful-new-result-that,Marcus on AI,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that,forecast,"The will to believe in neural networks is frequently so strong that counterevidence is often dismissed or ignored, for much too long.","The will to believe in neural networks is frequently so strong that counterevidence is often dismissed or ignored, for much too long.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-22_elegant-and-powerful-new-result-that.txt
2023-09-27,top-5-reasons-openai-is-probably,Marcus on AI,https://garymarcus.substack.com/p/top-5-reasons-openai-is-probably,forecast,"I have no doubt, of course, that some AI companies will eventually merit these stratospheric valuations, but I am not convinced that a pure LLM play ever will.","I have no doubt, of course, that some AI companies will eventually merit these stratospheric valuations, but I am not convinced that a pure LLM play ever will.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-27_top-5-reasons-openai-is-probably.txt
2023-09-27,top-5-reasons-openai-is-probably,Marcus on AI,https://garymarcus.substack.com/p/top-5-reasons-openai-is-probably,forecast,LLMs will likely never deliver on the promise that they are somehow close to AGI.,LLMs will likely never deliver on the promise that they are somehow close to AGI.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-09-27_top-5-reasons-openai-is-probably.txt
2023-10-05,muddles-about-models,Marcus on AI,https://garymarcus.substack.com/p/muddles-about-models,forecast,"There is no internal model of what she actually did, and hence no capacity to support reliable inference, hence no guarantee that anything it writes about her will be true.","There is no internal model of what she actually did, and hence no capacity to support reliable inference, hence no guarantee that anything it writes about her will be true.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-05_muddles-about-models.txt
2023-10-05,muddles-about-models,Marcus on AI,https://garymarcus.substack.com/p/muddles-about-models,other,"To encapsulate the heart of what Ernie Davis and I said at length in our 2019 book Rebooting AI , AI is unlikely to ever be trustworthy if its makers continue to skip the step of having explicit cognitive models of the world.","To encapsulate the heart of what Ernie Davis and I said at length in our 2019 book Rebooting AI , AI is unlikely to ever be trustworthy if its makers continue to skip the step of having explicit cognitive models of the world.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-05_muddles-about-models.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,prescription,"For example, you should really check out Macarthur Award winner Yejin Choi’s recent TED talk She concludes that we still have a long way to go, saying for example that “So my position is that giving true … common sense to AI, is still moonshot”.","For example, you should really check out Macarthur Award winner Yejin Choi’s recent TED talk She concludes that we still have a long way to go, saying for example that “So my position is that giving true … common sense to AI, is still moonshot”.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,prescription,"Geoff and I can disagree all day (as we have for the last thirty years) about how smart current AI is, and what if anything they understand, but we are in complete agreement that we are at a turning point with enormous uncertainty, and that we need to make the right choices now.","Geoff and I can disagree all day (as we have for the last thirty years) about how smart current AI is, and what if anything they understand, but we are in complete agreement that we are at a turning point with enormous uncertainty, and that we need to make the right choices now.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,prescription,Geoffrey Hinton: I think in five years' time it may well be able to reason better than us Gary Marcus: In 2016 you said that it was “quite obvious that we should stop training radiologists” because deep learning was getting so good.,Geoffrey Hinton: I think in five years' time it may well be able to reason better than us Gary Marcus: In 2016 you said that it was “quite obvious that we should stop training radiologists” because deep learning was getting so good.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,other,I think it’s fair to say that generative AI works better than most people expected.,I think it’s fair to say that generative AI works better than most people expected.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,risk,I-- I can't see a path that guarantees safety.,I-- I can't see a path that guarantees safety.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,forecast,"So, some caution is advised, though I agree with Geoff that eventually AI will have a big impact on drug design.","So, some caution is advised, though I agree with Geoff that eventually AI will have a big impact on drug design.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-10,what-was-60-minutes-thinking-in-that,Marcus on AI,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,prescription,"They approximate intelligence, when what they need to say resembles something in a database of text written by humans, but the still have enough problems we don’t yet have driverless cars we can trust, and many companies are looking at generative AI saying, “nice try, but it’s not sound enough yet”.","They approximate intelligence, when what they need to say resembles something in a database of text written by humans, but the still have enough problems we don’t yet have driverless cars we can trust, and many companies are looking at generative AI saying, “nice try, but it’s no",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt
2023-10-14,race-statistics-and-the-persistent,Marcus on AI,https://garymarcus.substack.com/p/race-statistics-and-the-persistent,forecast,"And not one that we should want. § As I wrote on Twitter a couple years ago, we need to “ invent then a new breed of AI systems that mix an awareness of the past with values that represent the future that we aspire to.","And not one that we should want. § As I wrote on Twitter a couple years ago, we need to “ invent then a new breed of AI systems that mix an awareness of the past with values that represent the future that we aspire to.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-14_race-statistics-and-the-persistent.txt
2023-10-14,race-statistics-and-the-persistent,Marcus on AI,https://garymarcus.substack.com/p/race-statistics-and-the-persistent,prescription,"Our focus should be on figuring on how to build AI that can represent and reason about *values*, rather than simply perpetuating past data ”.","Our focus should be on figuring on how to build AI that can represent and reason about *values*, rather than simply perpetuating past data ”.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-14_race-statistics-and-the-persistent.txt
2023-10-17,what-if-gpt-5-didnt-meet-expectations,Marcus on AI,https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations,forecast,"For months, something that Sam Altman said while sitting next to me in May at the US Senate Judiciary Subcommittee on AI Oversight has been reverberating back and forth across my brain: “We are not currently training what will be GPT-5.","For months, something that Sam Altman said while sitting next to me in May at the US Senate Judiciary Subcommittee on AI Oversight has been reverberating back and forth across my brain: “We are not currently training what will be GPT-5.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-17_what-if-gpt-5-didnt-meet-expectations.txt
2023-10-17,what-if-gpt-5-didnt-meet-expectations,Marcus on AI,https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations,forecast,"If Yann LeCun and I are correct, AI will need genuinely new paradigms to get to the next level in AI, and OpenAI may be no closer to that than anyone else. § If GPT-5 did fail to please, or even if it were just deferred indefinitely (like so many promises that have been about driverless cars), it could have a rapid, deflationary effect on sky-high valuations.","If Yann LeCun and I are correct, AI will need genuinely new paradigms to get to the next level in AI, and OpenAI may be no closer to that than anyone else. § If GPT-5 did fail to please, or even if it were just deferred indefinitely (like so many promises that have been about dri",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-17_what-if-gpt-5-didnt-meet-expectations.txt
2023-10-18,reports-of-the-birth-of-agi-are-greatly,Marcus on AI,https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly,forecast,"Decades from now, they will be recognized as the first true examples of AGI, just as the 1945 ENIAC is now recognized as the first true general-purpose electronic computer.” Agüera y Arcas and Norvig describe the ways in which large language models (LLMs) can carry out tasks for which they were not specifically trained; they claim that this ability is key to being an AGI; and they argue that therefore the kernel of AGI has been achieved.","Decades from now, they will be recognized as the first true examples of AGI, just as the 1945 ENIAC is now recognized as the first true general-purpose electronic computer.” Agüera y Arcas and Norvig describe the ways in which large language models (LLMs) can carry out tasks for ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-18_reports-of-the-birth-of-agi-are-greatly.txt
2023-10-18,reports-of-the-birth-of-agi-are-greatly,Marcus on AI,https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly,other,"In AI, no single technique is likely to be a silver bullet, now or ever.","In AI, no single technique is likely to be a silver bullet, now or ever.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-18_reports-of-the-birth-of-agi-are-greatly.txt
2023-10-18,reports-of-the-birth-of-agi-are-greatly,Marcus on AI,https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly,limitation,"There are many purely language-based tasks that humans can do — question answering, writing factual prose, summarizing, examining the truth of a claim, cross-examining a hostile witness in court, reading and understanding a full-length book — that existing AI systems cannot perform “competently”.","There are many purely language-based tasks that humans can do — question answering, writing factual prose, summarizing, examining the truth of a claim, cross-examining a hostile witness in court, reading and understanding a full-length book — that existing AI systems cannot perfo",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-18_reports-of-the-birth-of-agi-are-greatly.txt
2023-10-19,math-is-hard-if-you-are-an-llm-and,Marcus on AI,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,prescription,"The biggest, best model is MathGLM-2B; as a baseline that should have been included in the paper,I have taken the liberty of adding the expected results from a calculator on the right, in green.","The biggest, best model is MathGLM-2B; as a baseline that should have been included in the paper,I have taken the liberty of adding the expected results from a calculator on the right, in green.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-19_math-is-hard-if-you-are-an-llm-and.txt
2023-10-23,getting-gpt-to-work-with-external,Marcus on AI,https://garymarcus.substack.com/p/getting-gpt-to-work-with-external,forecast,"All that said, much more fundamental problems remain and, until those problems are addressed, the ability of AI to apply mathematics to real world situation will remain limited.","All that said, much more fundamental problems remain and, until those problems are addressed, the ability of AI to apply mathematics to real world situation will remain limited.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-10-23_getting-gpt-to-work-with-external.txt
