cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_780877bde3f2,the chance that humans will literally go extinct at the hands of ai i told liron shapira in his podcast doom debates in may was low,"The chance that humans will literally go extinct at the hands of AI, I told Liron Shapira, in his podcast Doom Debates in May, was low.",prediction,predictive,tier_3,general_ai,2025-07-15,2025-07-15,1,why-my-pdoom-has-risen-dramatically,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically,claim_00917
cluster_987b12c02bb3,the challenges that compositionality poses were also major theme of marcus and davis s 2019 book rebooting ai and guess what surprise surprise even the latest models still struggle with compositionality as a grad student at uc santa barbara kenan tang quickly noted in one of the first skeptical looks at nano tang who has a more scientific spirit than unutmaz was also quick to note that these problems are not new,"(The challenges that compositionality poses were also major theme of Marcus and Davis’s 2019 book Rebooting AI . ) And guess what, surprise, surprise, even the latest models still struggle with compositionality, as a grad student at UC Santa Barbara, Kenan Tang, quickly noted, in one of the first skeptical looks at nano: Tang, who has a more scientific spirit than Unutmaz, was also quick to note that these problems are not new.",technical_assessment,descriptive,tier_1,general_ai,2025-08-27,2025-08-27,1,what-scaling-does-and-doesnt-buy,https://garymarcus.substack.com/p/what-scaling-does-and-doesnt-buy,claim_00984
cluster_897e4a5ff26a,the central thesis which i have always felt was overstated was that progress on ai has always come from scaling and never from hand engineering,"The central thesis (which I have always felt was overstated) was that progress on AI has always come from scaling, and never from hand engineering.",technical_assessment,descriptive,tier_2,general_ai,2025-09-28,2025-09-28,1,game-over-for-pure-llms-even-turing,https://garymarcus.substack.com/p/game-over-for-pure-llms-even-turing,claim_00987
cluster_1487b6e687a7,the case that ai will do serious harm to the environment if we continue on the current path is actually much stronger,The case that AI will do serious harm to the environment if we continue on the current path is actually much stronger.,prediction,predictive,tier_3,ai_safety,2024-10-05,2024-10-05,1,eric-schmidts-risky-bet-on-ai-and,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and,claim_00587
cluster_ae59ed7ab4a2,the capacity to endow machines with the commonsense understanding of history culture and human values that would be required to make sensible guardrails has not in closing i will repeat perhaps not for the first time here something prescient that ernest davis and i wrote at the end of rebooting ai on 2019 gary marcus keeps hoping that he will live to see an ai that is deeper than mere stochastic mimicry plus band aids,"The capacity to endow machines with the commonsense understanding of history, culture, and human values that would be required to make sensible guardrails has not. § In closing, I will repeat, perhaps not for the first time here, something prescient that Ernest Davis and I wrote at the end of Rebooting AI , on 2019: Gary Marcus keeps hoping that he will live to see an AI that is deeper than mere stochastic mimicry plus Band-Aids.",prediction,predictive,tier_1,general_ai,2024-02-21,2024-02-21,1,has-google-gone-too-woke-why-even,https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even,claim_00419
cluster_201f2f11350f,the board never said that they were motivated by an immediate safety issue,The board never said that they were motivated by an immediate safety issue.,technical_assessment,descriptive,tier_1,ai_safety,2024-05-30,2024-05-30,1,disturbing-and-misleading-efforts,https://garymarcus.substack.com/p/disturbing-and-misleading-efforts,claim_00496
cluster_1e7cd9a7bb37,the bill also sends a message to big tech that the quality of safety protocols and internal investigations of safety are relevant to the reasonable care standard which can help to avoid ford pinto like situations in which companies that should have known better fail to act,"The bill also sends a message to big tech that the quality of safety protocols, and internal investigations of safety, are relevant to the reasonable care standard — which can help to avoid Ford Pinto-like situations in which companies that should have known better fail to act.",policy,normative,tier_3,ai_safety,2024-08-20,2024-08-20,1,why-californias-ai-safety-bill-should,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should,claim_00564
cluster_5db62581ac59,the biggest intrinsic failings of generative ai have to do with reliability in a way that can never be solved given their inherent nature,"The biggest intrinsic failings of generative AI have to do with reliability , in a way that I believe can never be solved, given their inherent nature.",technical_assessment,descriptive,tier_2,general_ai,2024-07-28,2024-07-28,1,alphaproof-alphageometry-chatgpt,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt,claim_00533
cluster_2213e229d22b,the biggest best model is mathglm 2b as a baseline that should have been included in the paper i have taken the liberty of adding the expected results from a calculator on the right in green,"The biggest, best model is MathGLM-2B; as a baseline that should have been included in the paper,I have taken the liberty of adding the expected results from a calculator on the right, in green.",policy,normative,tier_3,general_ai,2023-10-19,2023-10-19,1,math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,claim_00310
cluster_3af436bbb0be,the big problem which has persisted since the beginning of llms is that the reliability is not great and hence returns on investment for most big corporate customers have been low as multiple studies have now shown,"The big problem, which has persisted since the beginning of LLMs, is that the reliability is not great, and hence returns on investment for most big corporate customers have been low (as multiple studies have now shown).",technical_assessment,causal,tier_2,llms,2026-02-10,2026-02-10,1,some-disconcerting-facts-about-ai,https://garymarcus.substack.com/p/some-disconcerting-facts-about-ai,claim_01122
cluster_c60710f51c13,the best realistic case is that llm based agents never see widespread release,The best realistic case is that LLM-based agents never see widespread release.,technical_assessment,descriptive,tier_2,llms,2024-02-10,2024-02-10,1,what-could-possibly-go-wrong-with,https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with,claim_00397
cluster_30d9acea36d3,the best news here is that with llm mania subsiding there might actually be a chance for newcomers to try new things 1 people are likely rotating out of tech stocks for two almost contradictory reasons some may be leaving companies like nvidia out of concerns about circular financing and profitability of llm companies while others are leaving traditional companies like salesforce because they re worried about companies like anthropic replacing traditional software,"The best news here is that with LLM mania subsiding, there might actually be a chance for newcomers to try new things. 1 People are likely rotating out of tech stocks for two almost contradictory reasons: some may be leaving companies like Nvidia out of concerns about circular financing and profitability of LLM companies, while others are leaving traditional companies like Salesforce because they’re worried about companies like Anthropic replacing traditional software.",technical_assessment,causal,tier_2,anthropic,2026-02-04,2026-02-04,1,sam-altman-and-the-day-nvidias-meteoric,https://garymarcus.substack.com/p/sam-altman-and-the-day-nvidias-meteoric,claim_01119
cluster_97cf0f54c255,the best estimate of the loss from tariff policy is now is closer to 30 trillion or 300 000 per family of four lawrence summers former us treasury secretary the near universal consensus is that president trump s new tariff policy quite possibly partly written by llms is likely to be among the worst economic policies in history,"The best estimate of the loss from tariff policy is now is closer to $30 trillion or $300,000 per family of four. – Lawrence Summers, former US Treasury Secretary The near-universal consensus is that President Trump’s new tariff policy ( quite possibly partly written by LLMs ) is likely to be among the worst economic policies in history.",policy,normative,tier_3,llms,2025-04-03,2025-04-03,1,questions-about-president-trump-from,https://garymarcus.substack.com/p/questions-about-president-trump-from,claim_00793
cluster_f26fa91c9a68,the bailey is that victory on this particular bet with someone random person that i have never even heard of means that generative ai has master ed compositionality with respect to images,The bailey is that victory on this particular bet (with someone random person that I have never even heard of) means that generative AI has “master[ed]” compositionality with respect to images.,technical_assessment,descriptive,tier_2,general_ai,2025-07-09,2025-07-09,1,scott-alexanders-misleading-victory,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory,claim_00887
cluster_264487e76fdc,the author also seems quite exercised that anyone training a covered al model including startups academics and open source developers must certify under penalty of perjury that their model will not be used to enable a hazardous capability in the future including by others,"The author also seems quite exercised that Anyone training a ""covered Al model,"" including startups, academics and open source developers, must certify, under penalty of perjury, that their model will not be used to enable a ""hazardous capability"" in the future, including by others.",policy,normative,tier_3,general_ai,2024-06-07,2024-06-07,1,the-misguided-backlash-against-californias,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias,claim_00508
cluster_59fe6ef01952,the article begins with this bold claim today s frontier models perform competently even on novel tasks they were not trained for crossing a threshold that previous generations of ai and supervised deep learning systems never managed,"The article begins with this bold claim: “Today’s frontier models perform competently even on novel tasks they were not trained for, crossing a threshold that previous generations of AI and supervised deep learning systems never managed.",technical_assessment,descriptive,tier_2,general_ai,2023-10-18,2023-10-18,1,reports-of-the-birth-of-agi-are-greatly,https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly,claim_00306
cluster_eb21f582f9c0,the apparent economics of ai we will see if they yet come to pass as imagined are too seductive to too many to people building ai companies to people investing in ai companies to people getting paid 6 and even 7 digit salaries and to people expecting campaign donations from big tech companies,"The apparent economics of AI (we will see if they yet come to pass as imagined) are too seductive to too many, to people building AI companies, to people investing in AI companies, to people getting paid 6 and even 7 digit salaries, and to people expecting campaign donations from big tech companies.",prediction,predictive,tier_2,general_ai,2023-09-21,2023-09-21,1,six-months-after-the-pause-letter,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,claim_00270
cluster_89e2d67c23b7,the ai hype hall of fame as envisioned by grok we should stop training scientists now,"The AI Hype Hall of Fame, as envisioned by Grok “ We should stop training scientists now.",policy,normative,tier_3,general_ai,2025-03-09,2025-03-09,1,nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall,claim_00770
cluster_218e90846610,that was never going to work if things do go belly up and the whole economy falls into recession the single biggest culprit in my mind will be chatgpt s human avatar its bullshit spewing ceo sam altman who hyped gpt 5 endlessly for years pretending he knew that agi was coming when in hindsight he was bluffing,"That was never going to work. § If things do go belly-up, and the whole economy falls into recession, the single biggest culprit in my mind, will be ChatGPT’s human avatar, its bullshit-spewing CEO Sam Altman, who hyped GPT-5 endlessly for years, pretending he knew that AGI was coming when in hindsight he was bluffing.",capability,predictive,tier_1,openai,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,claim_01042
cluster_5b4ef3313e2f,that such counterexamples will still be easy to find at the end of 2027 because of limitations inherent in llms,I predict that such counterexamples will still be easy to find at the end of 2027 because of limitations inherent in LLMs.,prediction,causal,tier_1,llms,2025-07-09,2025-07-09,1,scott-alexanders-misleading-victory,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory,claim_00890
cluster_5614eb73548f,that should make inducing world models there comparatively easy yet even there llms are easily led astray,That should make inducing world models there comparatively easy; yet even there LLMs are easily led astray.,policy,normative,tier_3,llms,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,claim_00996
cluster_e4367a85cd01,that is practically impossible for any ai builder to ensure,That is practically impossible for any AI builder to ensure.,technical_assessment,descriptive,tier_3,general_ai,2024-06-07,2024-06-07,1,the-misguided-backlash-against-californias,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias,claim_00512
cluster_9e9acb07795b,that is not going to magically change next year at a time when ai still can t reliably solving river crossing problems,"That is not going to magically change next year, at a time when AI still can’t reliably solving river-crossing problems.",prediction,predictive,tier_2,general_ai,2025-03-09,2025-03-09,1,nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall,claim_00776
cluster_0ce5e87c0557,that in a nutshell is why we should never trust pure llms even under carefully controlled circumstances with massive amounts of directly relevant data they still never really get even the most basic linear functions,"That, in a nutshell, is why we should never trust pure LLMs; even under carefully controlled circumstances with massive amounts of directly relevant data, they still never really get even the most basic linear functions.",policy,normative,tier_3,llms,2023-10-19,2023-10-19,1,math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,claim_00313
cluster_36dbb14d96b5,that i have been thinking about ai for longer than hoel appears to have been alive quite to the contrary of his false and irrelevant accusation of dilettantism,"I suspect that I have been thinking about AI for longer than Hoel appears to have been alive, quite to the contrary of his false and irrelevant accusation of dilettantism.",technical_assessment,descriptive,tier_3,general_ai,2023-02-13,2023-02-13,1,the-new-sport-of-misrepresenting,https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting,claim_00067
cluster_3217ba8440ae,that gpt 3 an instance of a kind of technology known as a neural network and powered by a technique known as deep learning appears clever is beyond question but aside from their possible merits as engineering tools one can ask another question are large language models a good model of human language to be sure gpt 3 is capable of constructing remarkably fluent sentences by the bushel in response to essentially any input,"That GPT-3, an instance of a kind of technology known as a “neural network”, and powered by a technique known as deep learning, appears clever is beyond question - but aside from their possible merits as engineering tools , one can ask another question: are large language models a good model of human language? § To be sure, GPT-3 is capable of constructing remarkably fluent sentences by the bushel, in response to essentially any input.",technical_assessment,descriptive,tier_2,llms,2023-02-11,2023-02-11,1,noam-chomsky-and-gpt-3,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,claim_00022
cluster_6bccf8e90edc,that fateful chatgpt 5 introduction day last august this saturday will be the half anniversary was the day people woke up to the reality that chatgpt is not magic,That fateful ChatGPT-5 introduction day last August — this Saturday will be the half anniversary — was the day people woke up to the reality that ChatGPT is not magic.,prediction,predictive,tier_2,llms,2026-02-04,2026-02-04,1,sam-altman-and-the-day-nvidias-meteoric,https://garymarcus.substack.com/p/sam-altman-and-the-day-nvidias-meteoric,claim_01118
cluster_52a7cad98d6b,that can and sometimes does lead to catastrophe i don t expect agents to go away eventually ai agents will be among the biggest time savers humanity has ever known,That can and sometimes does lead to catastrophe. § I don’t expect agents to go away; eventually AI agents will be among the biggest time-savers humanity has ever known.,prediction,causal,tier_3,general_ai,2025-08-03,2025-08-03,1,ai-agents-have-so-far-mostly-been,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been,claim_00948
cluster_13cf9335d7ec,tesla recall msft bing fail and google bard fail are not independent each reflect the fact that you cannot build ai in the real world from big data and deep learning alone,"Tesla recall, MSFT Bing fail, and Google Bard fail are NOT independent; each reflect the fact that you cannot build AI in the real world from Big Data and deep learning alone.",capability,descriptive,tier_2,google,2023-02-17,2023-02-17,1,smells-a-little-bit-like-ai-winter,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter,claim_00137
cluster_d0a5af1fd11d,tech writer edward ongweso jr absolutely savages newton and views on ai skepticism opening a long detailed takedown that starts thusly casey newton s latest essay on why we should be skeptical of artificial intelligence skeptics critics is one of the more lazy and intellectually dishonest ones i ve read in a long while,"Tech writer Edward Ongweso, Jr . absolutely savages Newton and views on AI skepticism, opening a long, detailed takedown that starts thusly: Casey Newton’s latest essay on why we should be skeptical of artificial intelligence skeptics/critics is one of the more lazy and intellectually dishonest ones I’ve read in a long while.",policy,normative,tier_3,general_ai,2024-12-11,2024-12-11,1,casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out,claim_00653
cluster_4dc7c7d8ba5e,take all that language with a grain of salt but don t give up on the paper the important thing is that paper makes it very clear that nobody should ever take llms at their word,"Take all that language with a grain of salt, but don’t give up on the paper. • The important thing is that paper makes it very clear that nobody should ever take LLMs at their word.",policy,normative,tier_3,llms,2024-12-12,2024-12-12,1,humanitys-oh-shit-ai-moment,https://garymarcus.substack.com/p/humanitys-oh-shit-ai-moment,claim_00655
cluster_f8d7b7ff33e8,symbolic systems have always been good for outliers neural networks have always struggled with them,Symbolic systems have always been good for outliers; neural networks have always struggled with them.,technical_assessment,descriptive,tier_2,general_ai,2024-08-01,2024-08-01,1,this-one-important-fact-about-current,https://garymarcus.substack.com/p/this-one-important-fact-about-current,claim_00543
cluster_dc367e053523,surely this is not what we always meant by agi the recent vals ai financial benchmarks showed comparable failures reading basic financial reports,Surely this is not what we always meant by AGI. § The recent vals.ai financial benchmarks showed comparable failures reading basic financial reports.,technical_assessment,descriptive,tier_2,agi,2025-05-12,2025-05-12,1,chatgpt-blows-mapmaking-101,https://garymarcus.substack.com/p/chatgpt-blows-mapmaking-101,claim_00821
cluster_d44a93403f4a,sure enough if you ask it it can tell you about the paper and the experiments in detail you can even just ask for them by name so it is not surprising that when kosinski presented it with the test gpt 3 was able to match it against its training materials and come up with the right answer,"Sure enough if you ask it, it can tell you about the paper and the experiments in detail; you can even just ask for them by name: So it is not surprising that when Kosinski presented it with the test, GPT-3 was able to match it against its training materials, and come up with the right answer.",technical_assessment,descriptive,tier_2,llms,2023-02-18,2023-02-18,1,how-not-to-test-gpt-3,https://garymarcus.substack.com/p/how-not-to-test-gpt-3,claim_00142
cluster_fb3e3f9b6f66,suffice for now to say that we have built and continue to build our entire national policy such as it is around an idea that was never grounded in a sound analysis of ai,Suffice for now to say that we have built (and continue to build) our entire national policy (such as it is) around an idea that was never grounded in a sound analysis of AI.,policy,normative,tier_3,regulation,2025-11-21,2025-11-21,1,breaking-the-ai-2027-doomsday-scenario,https://garymarcus.substack.com/p/breaking-the-ai-2027-doomsday-scenario,claim_01021
cluster_deb5f28dae06,such an effort might be particularly likely to succeed it were focused on developing altogether new more transparent approaches to ai in contrast to the current fad of trying to pull alignment out of black box llms which has thus far yielded little fruit,"Such an effort might be particularly likely to succeed it were focused on developing altogether new, more transparent approaches to AI, in contrast to the current fad of trying to pull alignment out of black box LLMs, which has thus far yielded little fruit.",technical_assessment,descriptive,tier_2,llms,2025-05-22,2025-05-22,1,the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic,claim_00855
cluster_07ba69fe432f,steven witt wrote in the new yorker chatgpt is maybe the most successful internet product in history overlooking a series of product like amazon com facebook and google s search engine that have seen broader adoption and far greater profits,"Steven Witt wrote in the New Yorker “ I think ChatGPT is maybe the most successful internet product in history. ”, overlooking a series of product like Amazon.com, Facebook, and Google’s search engine that have seen broader adoption and far greater profits.",technical_assessment,descriptive,tier_1,google,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,claim_01044
cluster_c856e784a42f,stay for the non answers about if youtube and other video data was used to train the model journalist sharon goldman weighed in too making exactly the right points about trust and transparency i said aside from all that murati claimed she had no idea what specific data sora was trained on given her role as cto that seems all but inconceivable but murati s evasion is not new it s part of longstanding pattern,"Stay for the non-answers about if YouTube and other video data was used to train the model.” Journalist Sharon Goldman weighed in, too, making exactly the right points about trust and transparency: I said Aside from all that, Murati claimed she had no idea what specific data Sora was trained on; given her role as CTO that seems all but inconceivable. § But Murati’s evasion is not new — it’s part of longstanding pattern.",technical_assessment,descriptive,tier_2,general_ai,2024-03-15,2024-03-15,1,openais-lies-and-half-truths,https://garymarcus.substack.com/p/openais-lies-and-half-truths,claim_00436
cluster_5b6dc27cc123,state actors and extremist groups are likely to use large language models to deliberately mass produce authoritative sounding misinformation with fake references and data at unprecedented scale attempting to sway elections and public opinion,"State actors and extremist groups are likely to use large language models to deliberately mass produce authoritative-sounding misinformation with fake references and data at unprecedented scale, attempting to sway elections and public opinion.",technical_assessment,descriptive,tier_3,llms,2023-03-11,2023-03-11,1,the-long-shadow-of-gpt,https://garymarcus.substack.com/p/the-long-shadow-of-gpt,claim_00169
cluster_5cb8c7d0b59d,spending upwards of 100 billion dollars on the current approach which is what two more iterations of scaling would likely require given that is unlikely to get to agi or ever be reliable seems wasteful to me,"Spending upwards of 100 billion dollars on the current approach, which is what two more iterations of scaling would likely require, given that is unlikely to get to AGI (or ever be reliable) seems wasteful to me.",capability,descriptive,tier_1,agi,2024-06-30,2024-06-30,1,marcus-goes-gaga-over-gates-clip,https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip,claim_00524
cluster_c37dda1fb7a5,special purpose ai has been great for static easily simulated games with rules that have been stable for centuries like chess go and even diplomacy but never been great at dynamic environments in which the environment itself is unpredictable,"Special-purpose AI has been great for static, easily-simulated games with rules that have been stable for centuries, like Chess, Go, and even Diplomacy , but never been great at dynamic environments in which the environment itself is unpredictable.",technical_assessment,descriptive,tier_2,general_ai,2024-02-07,2024-02-07,1,could-gpt-5-revolutionize-military,https://garymarcus.substack.com/p/could-gpt-5-revolutionize-military,claim_00392
cluster_0b3eb49cd957,sora s can t reliably handle basic physics chatgpt had an unexplained meltdown gemini can t even remember who was on apollo 11 there are no formal guarantees that any of this will ever work you yourself admit you don t know how it works or how much better it will get next time around and you want another 7 trillion dollars,"Sora’s can’t reliably handle basic physics, ChatGPT had an unexplained meltdown, Gemini can’t even remember who was on Apollo 11, there are no formal guarantees that any of this will ever work, you yourself admit you don’t know how it works, or how much better it will get next time around, and you want another $7 trillion dollars?",capability,predictive,tier_1,llms,2024-02-22,2024-02-22,1,belief-in-magic-may-be-declining,https://garymarcus.substack.com/p/belief-in-magic-may-be-declining,claim_00420
cluster_96ba82363099,sora is not a solution to ai s longstanding woes with space time and causality,"Sora is not a solution to AI’s longstanding woes with space, time, and causality. .",technical_assessment,descriptive,tier_3,general_ai,2024-02-18,2024-02-18,1,soras-surreal-physics,https://garymarcus.substack.com/p/soras-surreal-physics,claim_00416
cluster_6d32a52cd9fd,someone who day in and day out is using ai to write code or reports or whatever will take the time to learn what kind of prompts get the best and most reliable results,"Someone who, day in and day out, is using AI to write code or reports or whatever will take the time to learn what kind of prompts get the best and most reliable results.",capability,predictive,tier_1,general_ai,2025-04-06,2025-04-06,1,reports-of-llms-mastering-math-have,https://garymarcus.substack.com/p/reports-of-llms-mastering-math-have,claim_00799
cluster_687569e20274,someday the failure of current agents to produce much of lasting value will be seen as a poignant reflection of a massive mistake intellectually and economically speaking the mistake of investing almost solely in llms as a kind of hopeful shortcut,"Someday, I predict, the failure of current agents to produce much of lasting value will be seen as a poignant reflection of a massive mistake, intellectually and economically speaking: the mistake of investing almost solely in LLMs, as a kind of hopeful shortcut.",prediction,predictive,tier_3,llms,2025-08-03,2025-08-03,1,ai-agents-have-so-far-mostly-been,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been,claim_00952
cluster_a412ac8d5ae7,some will be tempted to chuckle at these stories and view them as they did a previously ill fated microsoft chatbot named tay released in 2016 as a minor embarrassment for microsoft,"Some will be tempted to chuckle at these stories and view them as they did a previously ill-fated Microsoft chatbot named Tay , released in 2016; as a minor embarrassment for Microsoft.",prediction,predictive,tier_1,microsoft,2023-02-26,2023-02-26,1,is-it-time-to-hit-the-pause-button,https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button,claim_00161
cluster_1aecb1f5143a,some recent news all long anticipated by this newsletter llms can still cannot be trusted full article a large fraction of what llms do is mostly just memorization and hinton was on the wrong side of this argument full article here,"Some recent news, all long anticipated by this newsletter: LLMs can still cannot be trusted: Full article A large fraction of what LLMs do is mostly just memorization (and Hinton was on the wrong side of this argument ) : Full article here.",capability,descriptive,tier_1,llms,2026-01-12,2026-01-12,1,lets-be-honest-generative-ai-isnt,https://garymarcus.substack.com/p/lets-be-honest-generative-ai-isnt,claim_01097
cluster_4ed75eaaddc6,some people shift their goalposts others try to duck specifying goalposts altogether if a lot of people s goalposts have moved mine have not same as before i will be satisfied if and when we reach ai systems are flexible and general with resourcefulness and reliability comparable to or beyond human intelligence and not until,"Some people shift their goalposts; others try to duck specifying goalposts altogether. § If a lot of people’s goalposts have moved, mine have not. same as before, I will be satisfied if and when we reach AI systems are “ flexible and general, with resourcefulness and reliability comparable to (or beyond) human intelligence” – and not until.",prediction,predictive,tier_3,general_ai,2025-01-08,2025-01-08,1,the-five-stages-of-agi-grief,https://garymarcus.substack.com/p/the-five-stages-of-agi-grief,claim_00691
cluster_1d1e65dac675,some of these challenges are unlikely to be solved by simply making ai systems more capable many of the arguments i originally gave for a cern for ai still hold,Some of these challenges are unlikely to be solved by simply making AI systems more capable. § Many of the arguments I originally gave for a CERN for AI still hold.,technical_assessment,descriptive,tier_3,general_ai,2023-10-26,2023-10-26,1,a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance,claim_00320
cluster_28f0980f0108,some of the ideas there draw from the thinking and research for my new book taming silicon valley which mit press will publish in september gary marcus wants us all collectively to figure out how we get to a thriving ai positive world,"(Some of the ideas there draw from the thinking and research for my new book Taming Silicon Valley , which MIT Press will publish in September.) Gary Marcus wants us all, collectively, to figure out how we get to a thriving, AI-positive world.",prediction,predictive,tier_2,general_ai,2024-04-09,2024-04-09,1,24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news,claim_00457
cluster_32a0dcb21d92,some impressive successes which both systems got right some problems that both systems got wrong because the output from gpt 4 with these plug ins gives a full trace of the calls that gpt 4 made to the external programs it is often possible to determine where things went wrong,"Some impressive successes which both systems got right Some problems that both systems got wrong § Because the output from GPT-4 with these plug-ins gives a full trace of the calls that GPT-4 made to the external programs, it is often possible to determine where things went wrong.",technical_assessment,causal,tier_2,llms,2023-10-23,2023-10-23,1,getting-gpt-to-work-with-external,https://garymarcus.substack.com/p/getting-gpt-to-work-with-external,claim_00316
cluster_7b25a5551c9a,some day with enough of both fed into even better neural networks deep learning models should be able to completely shed the aforementioned problems,"Some day with enough of both, fed into even better neural networks, deep learning models should be able to completely shed the aforementioned problems.",policy,normative,tier_3,general_ai,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,claim_00899
cluster_2d74b191d6e2,so will his utter failure to meaningfully regulate ai against the will of voters and political leaders both left and right generative ai once silicon valley s golden child will start to look like a fad a solution in search of a problem with economics that don t add up,"So will his utter failure to meaningfully regulate AI, against the will of voters and political leaders both left and right. … Generative AI, once Silicon Valley’s golden child, will start to look like a fad, a solution in search of a problem with economics that don’t add up.",prediction,predictive,tier_3,regulation,2026-01-06,2026-01-06,1,the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and,claim_01090
cluster_7a3b9841fe3b,so when you say super super sharp beautiful beautiful photo of an otter leaping out of the water you probably don t realize that the output is essentially a real photo that mike stayed out in the rain for three weeks to take as the same user points out individual artists such as finklestein are also unlikely to have sufficient legal staff to pursue claims against ai companies however valid,"So when you say “super super sharp beautiful beautiful photo of an otter leaping out of the water” You probably don’t realize that the output is essentially a real photo that Mike stayed out in the rain for three weeks to take.” As the same user points out, individual artists such as Finklestein are also unlikely to have sufficient legal staff to pursue claims against AI companies, however valid.",technical_assessment,descriptive,tier_3,general_ai,2024-01-24,2024-01-24,1,no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going,claim_00372
cluster_9b3663e78b1d,so some caution is advised though i agree with geoff that eventually ai will have a big impact on drug design,"So, some caution is advised, though I agree with Geoff that eventually AI will have a big impact on drug design.",prediction,predictive,tier_3,general_ai,2023-10-10,2023-10-10,1,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,claim_00295
cluster_92d5547a0106,so many people are confused about the relation between human cognitive errors and llm hallucinations that i wrote this short explainer humans say things that aren t true for many different reasons sometimes they lie sometimes they misremember things sometimes they fail to think through what they are saying sometimes they are on drugs sometimes they suffer from mental disorders etc llms errors result from,So many people are confused about the relation between human cognitive errors and LLM hallucinations that I wrote this short explainer: Humans say things that aren't true for many different reasons • Sometimes they lie • Sometimes they misremember things • Sometimes they fail to think through what they are saying • Sometimes they are on drugs • Sometimes they suffer from mental disorders etc LLMs errors result from 𝙖 𝙙𝙞𝙛𝙛𝙚𝙧𝙚𝙣𝙩 𝙪𝙣𝙙𝙚𝙧𝙡𝙮𝙞𝙣𝙜 𝙥𝙧𝙤𝙘𝙚𝙨𝙨.,capability,descriptive,tier_2,llms,2024-04-21,2024-04-21,1,humans-versus-machines-the-hallucination,https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination,claim_00473
cluster_5a17e8ba92a8,so many customers will continue to use the model that is more prone to propagating disinformation and o3 hallucinates even more than standard genai models and still exhibits signs of llm grooming so it s no panacea,"So many customers will continue to use the model that is more prone to propagating disinformation (and o3 hallucinates even more than standard genAI models and still exhibits signs of LLM grooming, so it’s no panacea).",prediction,predictive,tier_3,llms,2025-07-11,2025-07-11,1,bad-actors-are-grooming-llms-to-produce,https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce,claim_00895
