cluster2_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,occurrences,distinct_posts,horizon_values,goalpost_shift_candidate,representative_quote,supporting_claim_ids,source_urls
cluster2_faa69999660e,alien_sexy_interpretability_see,general_ai,predictive,prediction,tier_3,2024-04-17,2024-04-17,1,1,,no,"Policies around transparency, auditing and interpretability might not be as sexy as alien intelligences, but without it, we will see more and more public resistance to AI.",claim_00469,https://garymarcus.substack.com/p/technoptimism-ted-and-the-road-to
cluster2_33606a9df810,gary_nudging_articles_towards,general_ai,predictive,prediction,tier_3,2024-04-17,2024-04-17,1,1,,no,Gary Marcus will keep writing these articles in hopes of nudging the world towards an AI that we can trust.,claim_00470,https://garymarcus.substack.com/p/technoptimism-ted-and-the-road-to
cluster2_21fef4ff2621,enough_facts_class_rather,general_ai,predictive,prediction,tier_3,2024-04-21,2024-04-21,1,1,,no,"The field of AI will eventually do better, but probably with an AI that is structured differently, in which facts are first-class citizens, rather than something you hope you might get for free with enough data.",claim_00477,https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination
cluster2_c408aaa6854d,undergirding_sense_lets_all,general_ai,descriptive,technical_assessment,tier_2,2024-05-05,2024-05-05,1,1,,no,"Sam never lets on. § Undergirding all is this often a sense that without AI, we are screwed.",claim_00479,https://garymarcus.substack.com/p/the-sam-altman-playbook
cluster2_03440ec6f5f0,gary_today_later_washington,general_ai,predictive,prediction,tier_2,2024-05-15,2024-05-15,1,1,near_term,no,Gary Marcus will return later today to discuss breaking AI-related news that will soon be announced in Washington.,claim_00487,https://garymarcus.substack.com/p/chaos-and-tension-at-openai
cluster2_27cdad9682eb,different_approach_getting_require,general_ai,predictive,prediction,tier_3,2024-05-23,2024-05-23,1,1,,no,Getting to real AI will require a different approach.,claim_00489,https://garymarcus.substack.com/p/partial-regurgitation-and-how-llms
cluster2_6e0b8af37c4d,board_perils_led_generate,general_ai,normative,policy,tier_3,2024-05-30,2024-05-30,1,1,,no,"It is the latter, and not the former, that led the late Dan Dennett to write an essay about the perils of counterfeit humans , arguing that “Companies using AI to generate fake people are committing an immoral act of vandalism, and should be held liable.” The Board should have been apprised that this was in the works.",claim_00495,https://garymarcus.substack.com/p/disturbing-and-misleading-efforts
cluster2_bdc2f903e261,fired_match_all_watching,general_ai,predictive,prediction,tier_2,2024-06-04,2024-06-04,1,1,,no,"Perhaps no week of AI drama will ever match the week in which Sam got fired and rehired, but the writers for the AI reality series we are all watching just don’t quit.",claim_00500,https://garymarcus.substack.com/p/ai-as-reality-television
cluster2_5485895dae6c,similar_yours_come_argue,general_ai,predictive,prediction,tier_3,2024-06-04,2024-06-04,1,1,,no,"If you want to argue that some future , as yet unknown form of deep learning will be better, fine, but with regards to what exists and is popular now, your view has come to mirror my own. § Turning to positive agenda, our ideas are again now similar, but again many of mine preceded yours.",claim_00501,https://garymarcus.substack.com/p/open-letter-responding-to-yann-lecun
cluster2_011abb6bcb58,certify_source_hazardous_academics,general_ai,normative,policy,tier_3,2024-06-07,2024-06-07,1,1,,no,"The author also seems quite exercised that Anyone training a ""covered Al model,"" including startups, academics and open source developers, must certify, under penalty of perjury, that their model will not be used to enable a ""hazardous capability"" in the future, including by others.",claim_00508,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
cluster2_8e7bc59e0b9e,any_impossible_practically_builder,general_ai,descriptive,technical_assessment,tier_3,2024-06-07,2024-06-07,1,1,,no,That is practically impossible for any AI builder to ensure.,claim_00512,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
cluster2_fded873fc3ed,source_especially_present_open,general_ai,predictive,prediction,tier_3,2024-06-07,2024-06-07,1,1,,no,"If the bill is passed in its present form, it will stifle AI model builders, especially open source developers.",claim_00513,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
cluster2_d2a4ed03395c,gary_silicon_taming_hopes,general_ai,predictive,prediction,tier_3,2024-06-07,2024-06-07,1,1,,no,"Gary Marcus, author of the forthcoming book Taming Silicon Valley, hopes that people will eventually recognize that unregulated AI could be as foolish as — or more foolish than — unregulated explosives.",claim_00516,https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
cluster2_f6b90686ec4d,end_underdog_neurosymbolic_essential,general_ai,descriptive,technical_assessment,tier_3,2024-06-30,2024-06-30,1,1,,no,Neurosymbolic AI has long been an underdog; in the end I expect it to come from behind and be essential.,claim_00525,https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip
cluster2_da5437339d37,black_debug_chasing_box,general_ai,descriptive,technical_assessment,tier_3,2024-07-19,2024-07-19,1,1,,no,"Chasing black box AI, difficult to interpret, and difficult to debug, is not the answer.",claim_00526,https://garymarcus.substack.com/p/dont-look-up-the-massive-microsoftcrowdstrike
cluster2_3660d64ca0c2,code_grasps_syntax_wolfram,general_ai,descriptive,technical_assessment,tier_2,2024-07-19,2024-07-19,1,1,,no,"And leaving more and more code writing to generative AI, which grasps syntax but not meaning, as a new benchmark from Stephen Wolfram shows , is not the answer, either.",claim_00527,https://garymarcus.substack.com/p/dont-look-up-the-massive-microsoftcrowdstrike
cluster2_3893716b5d02,remain_nobody_starting_reasons,general_ai,predictive,industry_market,tier_1,2024-07-28,2024-07-28,1,1,,no,"I fully expect that the generative AI bubble will begin to burst within the next 12 months, for many reasons: • The current approach has reached a plateau • There is no killer app • Hallucinations remain • Boneheaded errors remain • Nobody has a moat • People are starting to realize all of the above.",claim_00530,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_10499c739551,expert_lead_ascended_overhyped,general_ai,causal,industry_market,tier_3,2024-07-28,2024-07-28,1,1,,no,"I have mixed feelings; I think that GenAI is vastly overrated and overhyped, but fear that its collapse may well lead to an AI winter of sorts, like what happened in the mid-1980s, when AI “expert systems” rapidly ascended and rapidly fell.",claim_00531,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_c8cdbbb4d143,year_may_well_last,general_ai,predictive,capability,tier_1,2024-07-28,2024-07-28,1,1,,no,"Generative AI may well never be as popular as it has been over the last year, but new techniques will come, new techniques that will work better, and that address some of the failings of generative AI.",claim_00532,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_485aa4dfca46,solved_reliability_inherent_nature,general_ai,descriptive,technical_assessment,tier_2,2024-07-28,2024-07-28,1,1,,no,"The biggest intrinsic failings of generative AI have to do with reliability , in a way that I believe can never be solved, given their inherent nature.",claim_00533,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_f543ecbbb5d2,inherent_nature_generative_come,general_ai,normative,policy,tier_3,2024-07-28,2024-07-28,1,1,,no,"Before we can consider what might come after generative AI, we need to understand generative AI's inherent nature.",claim_00534,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_a6165eb54986,misguided_reasons_various_via,general_ai,descriptive,technical_assessment,tier_2,2024-07-28,2024-07-28,1,1,,no,"Two of the most dominant (and in my humble opinion most misguided) figures in AI, Geoffrey Hinton and Yann LeCun have, for various reasons never fully explained, fought this potential approach (and me, via endless ad hominem)—for years.",claim_00538,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt
cluster2_9c52aa6ee9b8,thinking_certainly_noted_papers,general_ai,normative,policy,tier_3,2024-08-01,2024-08-01,1,1,,no,"Everyone commenting on or thinking about AI should learn it by heart, if not verbatim, certainly the gist. § As Pinker noted in a tweet , this could have come from one of the papers that he and I wrote together about language in the 1990s.",claim_00540,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_c4a8a5ca05e3,getting_who_exist_people,general_ai,causal,prediction,tier_3,2024-08-01,2024-08-01,1,1,,no,"An entire industry has been built - and will collapse - because people aren’t getting it. § The people who have temporarily gotten rich or famous on AI have done so by pretending that this outlier problem simply doesn’t exist, or that a remedy for it is imminent.",claim_00541,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_e642f736e7c6,enough_fail_far_generative,general_ai,predictive,capability,tier_2,2024-08-01,2024-08-01,1,1,,no,"If things are far enough from the space of trained examples , the techniques of generative AI will fail.",claim_00542,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_a4350b11b0b5,good_networks_struggled_neural,general_ai,descriptive,technical_assessment,tier_2,2024-08-01,2024-08-01,1,1,,no,Symbolic systems have always been good for outliers; neural networks have always struggled with them.,claim_00543,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_4bbfb4ff7e9a,cognitive_gary_respect_intelligence,general_ai,predictive,prediction,tier_3,2024-08-01,2024-08-01,1,1,,no,Gary Marcus has been studying natural and artificial intelligence for three decades and still lives in the hope that AI researchers will someday come to have more respect for the cognitive sciences.,claim_00546,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_7a89837a0a91,predicting_essay_wrote_wish,general_ai,predictive,industry_market,tier_1,2024-08-03,2024-08-03,1,1,2025-12-31,no,I just wrote a hard-hitting essay for WIRED predicting that the AI bubble will collapse in 2025 — and now I wish I hadn’t.,claim_00547,https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
cluster2_e0deede11a4d,know_always_thought_least,general_ai,predictive,capability,tier_1,2024-08-03,2024-08-03,1,1,,no,"There is just one thing: Generative AI, at least we know it know, doesn’t actually work that well, and maybe never will. § I’ve always thought GenAI was overrated.",claim_00549,https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
cluster2_6e695ed1d096,sense_tell_year_why,general_ai,predictive,industry_market,tier_2,2024-08-03,2024-08-03,1,1,,no,"In a moment, though, I will tell you why the collapse of the generative AI bubble – in a financial sense – appears imminent , likely before the end of the calendar year.",claim_00550,https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
cluster2_ebfaef954180,bona_developer_soon_happen,general_ai,predictive,prediction,tier_1,2024-08-03,2024-08-03,1,1,near_term,no,"Every one of them has held firm, for every model produced by every developer ever since, throughout what is likely the most-capitalized race in history: With bona fides established, let’s turn to why have I moved from the dark “this could well happen” (a year ago) to the much darker “I am really feeling like it’s going to happen very soon”.",claim_00551,https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
cluster2_7b530b82e58b,coders_possible_particularly_developer,general_ai,descriptive,technical_assessment,tier_2,2024-08-10,2024-08-10,1,1,,no,"In the event of misuse of an AI model, SB-1047 holds liable the party responsible and the original developer of that model"" and in this connection that ""It is impossible for each AI developer—particularly budding coders and entrepreneurs—to predict every possible use of their model."" But SB-1047 does not require predicting every use .",claim_00556,https://garymarcus.substack.com/p/an-open-letter-to-fei-fei-li-concerning
cluster2_802b22d16264,time_tell_whether_winter,general_ai,predictive,industry_market,tier_3,2024-08-18,2024-08-18,1,1,,no,"As for whether there is an AI winter coming, time will tell.",claim_00560,https://garymarcus.substack.com/p/what-has-and-has-not-changed-in-the
cluster2_e53e8d5c7932,addresses_temptation_great_say,general_ai,predictive,prediction,tier_2,2024-08-20,2024-08-20,1,1,,no,"There will be a temptation, if the bill passes, for legislators to say “Great, AI has been taken care of”, but SB-1047, by design, only addresses a small part of what it needs to be addressed.",claim_00561,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
cluster2_c0d5a0821a45,important_part_few_stand,general_ai,normative,policy,tier_3,2024-08-20,2024-08-20,1,1,,no,"The most important part of the book is the epilogue, which says that you, the reader, need to stand up and be counted, if we are to get to an AI that works for the many and not just the few.",claim_00568,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
cluster2_2fca6a94447c,determined_tiny_brings_number,general_ai,predictive,prediction,tier_3,2024-08-23,2024-08-23,1,1,,no,"When and if some future form of AI brings new threats, we will be screwed, our collective fates determined by a tiny number of individuals running a few companies, with almost no accountability.",claim_00572,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
cluster2_e59b1ff54765,all_coming_which_virtually,general_ai,normative,policy,tier_3,2024-09-10,2024-09-10,1,1,,no,"But what you should really be watching for are the candidate’s comments on AI, which after all, is likely to change the world in coming years, affecting virtually every aspect of society, from employment to education to healthcare to national defense.",claim_00574,https://garymarcus.substack.com/p/what-will-the-candidates-say-about
cluster2_24be6bd7e57a,plan_contributes_escalation_both,general_ai,normative,policy,tier_3,2024-09-10,2024-09-10,1,1,,no,"You should be watching to see what the candidates plan to do about fraud and disinformation, as AI contributes to escalation in both.",claim_00575,https://garymarcus.substack.com/p/what-will-the-candidates-say-about
cluster2_c1cc1d43e2c5,media_already_clear_who,general_ai,normative,policy,tier_3,2024-09-10,2024-09-10,1,1,,no,"And you should be watching to see what they plan to do about the growing problem of nonconsensual deep fake porn, and especially how that might affect the already vulnerable population of teenage girls, who have been hard by social media. § Should be. § In an ideal world, both candidates would come clean on their policies around AI, and we should come away with a clear understanding of their understanding of our future.",claim_00577,https://garymarcus.substack.com/p/what-will-the-candidates-say-about
cluster2_8ab3d655be19,get_harder_companies_life,general_ai,predictive,prediction,tier_3,2024-09-28,2024-09-28,1,1,,no,"For AI companies, life will get harder.",claim_00580,https://garymarcus.substack.com/p/five-reasons-why-openais-150b-financing
cluster2_b518daf70d2c,interview_solving_rather_eric,general_ai,causal,prediction,tier_2,2024-10-05,2024-10-05,1,1,,no,"In a brief aside in a recent interview, Eric Schmidt argued that, despite AI’s rapacious energy demands, he would rather bet on AI solving the problem than try to constrain AI : In the 2 minute clip, Schmidt concludes “My own opinion is that we’re not going to hit the climate goals anyway because we are not organized to do it and yes the needs in this area [AI] will be a problem.",claim_00581,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_fe84fd549736,constraining_bet_potential_solving,general_ai,normative,policy,tier_3,2024-10-05,2024-10-05,1,1,,no,"But I’d rather bet on AI solving the problem than constraining it.” Schmidt needless to say has a large stake in the companies in building in AI, and I think we need to take those potential conflicts of interest seriously.",claim_00582,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_732b09c84a99,bet_whether_benefit_warrants,general_ai,normative,policy,tier_3,2024-10-05,2024-10-05,1,1,,no,"More broadly, I think we must ask whether the benefit to society of AI actually warrants taking that bet.",claim_00583,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_0d6a53e33336,arbitrary_key_argument_eventually,general_ai,predictive,prediction,tier_3,2024-10-05,2024-10-05,1,1,,no,I find his argument problematic: One key assumption Schmidt makes is that AI will be eventually worth essentially arbitrary environmental costs.,claim_00584,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_7c6128077f0a,transform_maybe_hard_better,general_ai,predictive,prediction,tier_3,2024-10-05,2024-10-05,1,1,,no,"Maybe AI will transform society for the better on it, but it’s hard to put a probability on it.",claim_00586,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_586a53dede76,author_everyone_senior_least,general_ai,normative,policy,tier_3,2024-10-11,2024-10-11,1,1,,no,"Everyone actively working with AI should read it, or at least this terrific X thread by senior author, Mehrdad Farajtabar, that summarizes what they observed.",claim_00591,https://garymarcus.substack.com/p/llms-dont-do-formal-reasoning-and
cluster2_45e0cfe248ec,combining_such_necessary_neurosymbolic,general_ai,descriptive,technical_assessment,tier_3,2024-10-11,2024-10-11,1,1,,no,Neurosymbolic AI — combining such machinery with neural networks – is likely a necessary condition for going forward.,claim_00593,https://garymarcus.substack.com/p/llms-dont-do-formal-reasoning-and
cluster2_e15a013b83e9,discoveries_years_where_automated,general_ai,predictive,prediction,tier_3,2024-10-24,2024-10-24,1,1,,no,There are some years where decades happen Some think automated AI scientists will make decades of discoveries in just years.,claim_00597,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_d4781e624df8,algorithmic_tank_even_capabilities,general_ai,predictive,prediction,tier_3,2024-10-24,2024-10-24,1,1,,no,"And even though he thinks the West will continue to outcompete China on AI, Brundage writes that autocratic countries have: more than enough ‘gas in the tank’ of computing hardware and algorithmic progress… to build very sophisticated capabilities, so cooperation will be essential.",claim_00602,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_3123908c53b7,fault_toward_debates_major,general_ai,predictive,prediction,tier_3,2024-10-24,2024-10-24,1,1,,no,I think the next major fault line in the AI debates will be posture toward China.,claim_00603,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_20e137bc82b9,harder_react_kneecap_free,general_ai,normative,policy,tier_3,2024-10-24,2024-10-24,1,1,,no,And we should think harder about how China is likely to react if the “free world” moves mountains to kneecap their AI progress.,claim_00606,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_92b7579849eb,seriously_said_son_science,general_ai,normative,policy,tier_3,2024-10-30,2024-10-30,1,1,,no,Nor should they take anything that he or Son said yesterday seriously. § In my opinion the audience of investors at the forum was being lied to: they were being assured that everything in the field of AI is under control and well plotted out when in fact science is hard and the field is in its infancy.,claim_00611,https://garymarcus.substack.com/p/an-epidemic-of-weirdly-precise-ai
cluster2_aa9291a8403d,rumor_scaling_always_bank,general_ai,descriptive,technical_assessment,tier_2,2024-11-10,2024-11-10,1,1,,no,"(“Unexpected?” Not if you have been reading this Substack!) If the rumor is verified, there could be the AI equivalent of a bank run. § Scaling was always a hypothesis .",claim_00621,https://garymarcus.substack.com/p/an-ai-rumor-you-wont-want-to-miss
cluster2_625556a0c364,any_all_who_come,general_ai,descriptive,technical_assessment,tier_2,2024-11-19,2024-11-19,1,1,,no,"I don’t want to spoil all the fun, but I’ll say this: Come for quotes like this “the AI poems seem like imitations that might have been produced by a supremely untalented poet who had never read any of the poems he was tasked with imitating, but had read a one-sentence summary of what they were like”.",claim_00622,https://garymarcus.substack.com/p/on-hype-and-the-unbearable-banality
cluster2_2f4ad17f0289,mind_wall_2001_part,general_ai,predictive,prediction,tier_1,2024-11-23,2024-11-23,1,1,2001-12-31,no,"He still thinks that symbol-manipulation, as discussed in his 2001 book The Algebraic Mind and again in the second half of “Deep learning is hitting a wall” will be part of the solution.",claim_00623,https://garymarcus.substack.com/p/satya-nadella-and-the-three-stages
cluster2_5e208fa77112,klein_interview_investment_end,general_ai,normative,policy,tier_3,2024-11-28,2024-11-28,1,1,,no,"How long do we need to keep up the charade? § At the end of the Ezra Klein interview, I called for a massive investment in new approaches to AI.",claim_00631,https://garymarcus.substack.com/p/chatgpt-at-age-two
cluster2_83340773ac40,hype_right_deeper_neurosymbolic,general_ai,predictive,prediction,tier_1,2024-12-05,2024-12-05,1,1,2024-12-31,no,"This just in, right on the heels of Satya Nadella also publicly acknowledging diminishing returns: From The Information, December 5, 2024 Gary Marcus, who has been challenging hype in neural networks since 1992, anticipates that neurosymbolic AI will be part of the deeper breakthroughs we need.",claim_00634,https://garymarcus.substack.com/p/which-ceo-will-be-the-last-to-see
cluster2_f15225362109,important_counterweight_all_increasingly,general_ai,normative,policy,tier_3,2024-12-08,2024-12-08,1,1,,no,"As AI comes to have more power in society, AI skepticism becomes an increasingly important counterweight, and we should all want AI skepticism to be done right.",claim_00638,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_3667215a4e65,long_publicly_since_networks,general_ai,descriptive,technical_assessment,tier_2,2024-12-08,2024-12-08,1,1,,no,"I have been saying what I believe about neural networks publicly since 1992, long before anyone in the public cared about AI.",claim_00642,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_29adf9237e7f,walks_tries_camp_come,general_ai,causal,technical_assessment,tier_2,2024-12-08,2024-12-08,1,1,,no,"The view he has “come to associate” with me is not remotely my view. • Newton also misleadingly tries paint me into the “AI is fake and it sucks” camp for most of the essay (though if you read very carefully, you can see that he walks that back briefly, because he knows full well that the view “he has come to associate with me” isn’t actually what I believe. 1 ).",claim_00646,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_6fc1a791be15,results_doubly_third_characterize,general_ai,descriptive,technical_assessment,tier_2,2024-12-09,2024-12-09,1,1,,no,"Second and third prompts returned essentially identical results, never removing the bridge. § It is, of course, dangerous to characterize the errors that an AI system has made in language that applies to human errors, and doubly dangerous to do so on the basis of a small number of examples.",claim_00649,https://garymarcus.substack.com/p/dont-ride-this-bike-generative-ais
cluster2_4421cdd12658,constantly_always_misrepresented_acknowledge,general_ai,descriptive,technical_assessment,tier_2,2024-12-11,2024-12-11,1,1,,no,"(And of course we all acknowledge that GenAI can be used for coding and brainstorming; the question is always whether the constantly-extolled benefits outweigh the costs.) In these paragraphs, Newton also completely sidesteps the extent to which he misrepresented virtually the entire field (AI skepticism) that he intended to criticize.",claim_00651,https://garymarcus.substack.com/p/casey-newton-strikes-out
cluster2_c829d9e9809d,fake_contends_continue_sucks,general_ai,predictive,capability,tier_2,2024-12-11,2024-12-11,1,1,,no,"In contrast, Newton contends, the fake-and-sucks group is so fixated on the current limitations of AI, they fail to appreciate the advances of this technology and its many benefits, benefits he believes will only continue to grow.",claim_00652,https://garymarcus.substack.com/p/casey-newton-strikes-out
cluster2_0de061ba0c00,savages_artificial_edward_lazy,general_ai,normative,policy,tier_3,2024-12-11,2024-12-11,1,1,,no,"Tech writer Edward Ongweso, Jr . absolutely savages Newton and views on AI skepticism, opening a long, detailed takedown that starts thusly: Casey Newton’s latest essay on why we should be skeptical of artificial intelligence skeptics/critics is one of the more lazy and intellectually dishonest ones I’ve read in a long while.",claim_00653,https://garymarcus.substack.com/p/casey-newton-strikes-out
cluster2_859692bfa6d7,believe_clear_who_entertain,general_ai,normative,policy,tier_3,2024-12-11,2024-12-11,1,1,,no,"The core thrust of Newton’s piece is that the entire range of AI discourse boils down to two groups: critics external to firms and organizations directly working on or studying AI (they believe “AI is fake and sucks”) and internal critics who understand “AI is real and dangerous.” It’s not clear why anyone should entertain Newton’s false dichotomy, especially if they spend more than a second thinking about this.",claim_00654,https://garymarcus.substack.com/p/casey-newton-strikes-out
cluster2_af94b2763fe0,any_succeed_feel_general,general_ai,normative,policy,tier_3,2024-12-31,2024-12-31,1,1,,no,The judges should also feel free to make an adjudication as how to general any AI system(s) that succeed at the tasks might be.,claim_00664,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027
cluster2_05b9187feb54,default_sure_brakes_involves,general_ai,normative,policy,tier_3,2024-12-31,2024-12-31,1,1,,no,"For example, while Miles thinks the default scenario involves very rapid progress in AI, he is not sure that such a rapid pace is ideal, and he thinks that there should be “brakes” put in place .",claim_00665,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027
cluster2_b35b3fab63e5,conjunction_rather_who_too,general_ai,predictive,prediction,tier_2,2024-12-31,2024-12-31,1,1,,no,"Gary, too, worries about potential rapid technical progress if it is not made in close conjunction with major progress on aligning AI with human values. 2 Additionally, both of us pledge to make our respective donation sizes regardless of who wins, e.g., if Miles wins the bet, he will still donate $20,000, but to a charity of his choice, rather than Gary’s.",claim_00666,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027
cluster2_04fd21d45bdb,solve_all_thus_course,general_ai,predictive,capability,tier_1,2025-01-01,2025-01-01,1,1,,no,"AI will presumably solve all of these someday, of course, but current techniques have thus far not been adequate.",claim_00668,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_42ad22653d9f,define_even_rather_system,general_ai,predictive,capability,tier_1,2025-01-01,2025-01-01,1,1,2027-12-31,no,(People will also continue to play games to weaken the definition or even try to define it in financial rather than scientific terms .) No single system will solve more than 4 of the AI 2027 Marcus-Brundage tasks by the end of 2025.,claim_00670,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_164a49e07c6c,confabulations_continue_called_generative,general_ai,normative,policy,tier_3,2025-01-01,2025-01-01,1,1,,no,Hallucinations (which should really be called confabulations) will continue to haunt generative AI.,claim_00674,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_3027ab3d6829,any_infamous_expensive_2016,general_ai,predictive,prediction,tier_1,2025-01-01,2025-01-01,1,1,2024-12-31,no,"(For example, Sora was previewed in February, and only rolled out in December, with restrictions on usage; the AI tutor demoed by Sal Khan in May 2024 is still not generally available; o3 has been previewed but not released likely will likely be quite expensive.) Few if any radiologists will be replaced by AI (contra Hinton’s infamous 2016 prediction).",claim_00677,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_94d463c73a85,continue_usage_power_major,general_ai,predictive,prediction,tier_3,2025-01-01,2025-01-01,1,1,,no,"Power consumption will rise and continue to be a major problem, but few generative AI companies will be transparent about their usage.",claim_00679,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_0135e8d769f4,replaced_force_less_work,general_ai,predictive,capability,tier_1,2025-01-01,2025-01-01,1,1,,no,Less than 10% of the work force will be replaced by AI.,claim_00680,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_145640dc2744,2025_which_well_experiment,general_ai,predictive,prediction,tier_1,2025-01-01,2025-01-01,1,1,2025-12-31,no,"Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall.",claim_00681,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_335fc42188aa,important_short_generative_which,general_ai,predictive,prediction,tier_3,2025-01-01,2025-01-01,1,1,,no,"Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico.",claim_00683,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
cluster2_c068bede1843,important_gary_year_empirical,general_ai,predictive,capability,tier_2,2025-01-05,2025-01-05,1,1,,no,"In empirical science, what cannot be investigated often ends up being ignored.) We, Ernie and Gary, have spent many year trying to explain how important commonsense is for AI, and what makes it challenging.",claim_00685,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years
cluster2_1235d7f8f1b8,critiques_idea_hypotheses_information,general_ai,predictive,capability,tier_2,2025-01-05,2025-01-05,1,1,,no,"Together, we wrote two long critiques of that idea— one for applications in AI , one for hypotheses about cognitive science —pointing out that simulation works well only if four things hold: the task is prediction, if there is an accurate physical model, if accurate geometric and physical information is available, and if quite precise predictions will be useful.",claim_00686,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years
cluster2_b34f371609f1,sense_degree_already_way,general_ai,descriptive,technical_assessment,tier_1,2025-01-05,2025-01-05,1,1,,no,"There is not much reason to think that a robot could actually use such video streams in a practical sense to reliably navigate, act, and plan in the real world. § If general purpose domestic robots are a long way away, “AI agents” —AI systems that act in the world on user’s behalf—are already here to a limited degree.",claim_00687,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years
cluster2_34ca700d9050,persist_challenging_finally_space,general_ai,predictive,prediction,tier_3,2025-01-05,2025-01-05,1,1,,no,"In our view, it is only once AI researchers grapple directly with the challenging problems inherent in commonsense reasoning about entities that interact in space and persist in time that the field of general-purpose AI will finally begin to mature.",claim_00688,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years
cluster2_fdd603085b90,reliability_resourcefulness_comparable_duck,general_ai,predictive,prediction,tier_3,2025-01-08,2025-01-08,1,1,,no,"Some people shift their goalposts; others try to duck specifying goalposts altogether. § If a lot of people’s goalposts have moved, mine have not. same as before, I will be satisfied if and when we reach AI systems are “ flexible and general, with resourcefulness and reliability comparable to (or beyond) human intelligence” – and not until.",claim_00691,https://garymarcus.substack.com/p/the-five-stages-of-agi-grief
cluster2_3066b051c57c,any_middle_retreat_right,general_ai,predictive,prediction,tier_2,2025-01-09,2025-01-09,1,1,,no,"His statement yesterday, was an unacknowledged retrenchment: “AI will do anything [cognitive] you want really w ithin the few next years any cognitive task .” Given that Musk is right in the middle of building what many think will be the largest language model to date, Grok 3, and that he has probably seen earlier returns on Grok 3, this is a notable retreat from his earlier predictions.",claim_00696,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5
