cluster2_id,claim_id,claim_date,target,claim_type,category,falsifiability_tier,horizon_type,horizon_value,quote,url
cluster2_86b0e81b6610,claim_00841,2025-05-22,general_ai,descriptive,technical_assessment,tier_1,explicit_date,2027-12-31,"Overall, then, the AI 2027 scenario almost certainly underestimates how much time we have to prepare for general intelligence, by years if not decades. 2 And some of what they describe (like AI’s going rogue, completely beyond human control) might never happen.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_c93f68b293c7,claim_00842,2025-05-22,general_ai,descriptive,capability,tier_1,explicit_date,2027-12-31,Do the authors of AI 2027 give any causal mechanism by which malicious superintelligences that we literally cannot defend against might be built in the next three years?,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_808cb86f4cb2,claim_00843,2025-05-22,general_ai,descriptive,technical_assessment,tier_1,explicit_date,2027-12-31,"Agent 1, the most near-term plausible of the bunch, is “ good at many things but great at helping with AI research” Agent 2 is “more so than previous models, is effectively “online learning,” in that it’s built to never really finish training”, a full solution to a difficult longstanding machine problem, pegged to arrive in January 2027.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_87f7f9b12bf1,claim_00846,2025-05-22,general_ai,descriptive,technical_assessment,tier_1,explicit_date,2027-12-31,"A big part of the issue— which AI 2027 never faces — is that we simply don’t know how to create synthetic data for many other domains, like what might happen if India and Pakistan go to war using drones or what the effects of 30% tariff might be on the global economy.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_5bdcdd29b6cb,claim_00847,2025-05-22,general_ai,causal,technical_assessment,tier_2,none,,"This bakes in a basic personality and “drives.” 20 For example, an agent that understands a task clearly is more likely to complete it successfully; over the course of training the model “learns” a “drive” to get a clear understanding of its tasks.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_589cc88115b3,claim_00850,2025-05-22,general_ai,predictive,prediction,tier_1,explicit_date,2027-12-31,"Instead, what we really have is really a thoughtful appendix with a decent argument that we might have machines for superhuman coding by 2027, juxtaposed with a main text that is a fabulous but likely fictional yarn. § At first, I liked AI 2027 anyway.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_8645fac9fb70,claim_00852,2025-05-22,general_ai,predictive,prediction,tier_3,none,,"It’s also encouraging the world to make short-term choices about AI (e.g., making plans around export controls when China will inevitably catch up) rather than longer-term choices (investing in research to develop safer, more alignable approaches to AI).",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_daf27023cf53,claim_00856,2025-05-22,general_ai,predictive,prediction,tier_1,explicit_date,2027-12-31,"My comments here are focused on the darker one. 2 Ernie Davis had some choice words for the 2027 scenario in a recent case study , “ The much discussed AI-2027 scenario, for example, predicts in passing that by the end of 2025 (eight months from now!), there will be AIs that have “a PhD-level knowledge of every field”.",https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_efc8deb10182,claim_00872,2025-07-01,general_ai,descriptive,capability,tier_2,none,,"Answering that is subtle, and requires a clear understanding what’s going on behind the scenes: AlphaGeometry2 is not a generic chatbot; rather it was built quite specifically to solve IMO geometry problems.",https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
cluster2_1f7d8c8a655c,claim_00873,2025-07-01,general_ai,descriptive,technical_assessment,tier_2,none,,None of this puts these systems anywhere close to the level of professional human mathematicians (research problems in mathematics are mostly incomparably more difficult) but it still is well beyond what was previously possible for AI systems.,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
cluster2_983b856c7667,claim_00874,2025-07-01,general_ai,predictive,prediction,tier_2,none,,"We have always felt that greater modularity will be a necessary part of future AI, and welcome these kinds of explorations. § Still Alpha Geometry2 is limited to problems that can be expressed in its particular symbolic language.",https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
cluster2_7afded54b3b3,claim_00875,2025-07-01,general_ai,predictive,prediction,tier_3,none,,We have an ongoing bet with Christian Szegedy of x.ai as to when that process of formalization will become truly automated .) “ Our geometry experts and IMO medalists consider many AlphaGeometry solutions to exhibit superhuman creativity ” (from the same report).,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
cluster2_1934afef12d1,claim_00876,2025-07-01,general_ai,normative,policy,tier_3,none,,"In discussions of AI, both the word “superhuman” and the word “creativity” should each immediately raise red flags.",https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
cluster2_1d7b3cd9810f,claim_00887,2025-07-09,general_ai,descriptive,technical_assessment,tier_2,none,,The bailey is that victory on this particular bet (with someone random person that I have never even heard of) means that generative AI has “master[ed]” compositionality with respect to images.,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory
cluster2_f0b92a98032f,claim_00891,2025-07-10,general_ai,predictive,prediction,tier_2,relative,near_term,"And they, perhaps, a bit more optimistic about the pace of AI progress than I, add “We don’t think our results represent a fundamental limitation in model capability, or rule out a rapid change in the metric being studied soon.” Time will tell.",https://garymarcus.substack.com/p/breaking-news-ai-coding-may-not-be
cluster2_76dea3c99d5f,claim_00893,2025-07-11,general_ai,normative,policy,tier_3,none,,"Model o3, too, can affirm that Pravda is not reliable and should not be relied on, but as with 4o, it often fails to draw the obvious conclusions.",https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce
cluster2_3bf2e2fcb6e1,claim_00894,2025-07-11,general_ai,descriptive,technical_assessment,tier_2,none,,They aren’t likely to want to cough up $20 a month for a model that takes minutes to produce answers.,https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce
cluster2_9125cf55b4bd,claim_00896,2025-07-13,general_ai,predictive,prediction,tier_3,none,,"Machine learning , the branch of AI concerned with tuning algorithms from data, is an amazing field that has changed the world — and will continue doing so.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_bc3968d0a051,claim_00897,2025-07-13,general_ai,descriptive,technical_assessment,tier_2,none,,"The core notion has always been that the two main strands of AI—neural networks and symbolic manipulation— complement each other, with different strengths and weaknesses.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_6ed0f2af2b1c,claim_00898,2025-07-13,general_ai,predictive,prediction,tier_3,none,,"After a thirty-year journey, I believe that neurosymbolic AI’s moment has finally arrived, in part from an unlikely place. § In her bestseller Empire of AI , Karen Hao crisply sets the stage.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_005533a3fd9a,claim_00899,2025-07-13,general_ai,normative,policy,tier_3,none,,"Some day with enough of both, fed into even better neural networks, deep learning models should be able to completely shed the aforementioned problems.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_2a85ac0fd642,claim_00900,2025-07-13,general_ai,descriptive,technical_assessment,tier_2,none,,"Forever stuck in the realm of correlations, neural networks would never, with any amount of data or compute, be able to understand causal relationships-why things are the way they are-and thus perform causal reasoning.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_f30633127ae4,claim_00902,2025-07-13,general_ai,descriptive,technical_assessment,tier_2,none,,"Over the years, many in the machine learning field derided attempts to use symbolic tools, often ridiculing them (without genuine argument) as being “not biologically plausible” or somehow (never really specified) in-principle ineffective. § Most iconic and influential among the detractors of neurosymbolic approaches has been Geoffrey Hinton.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_16e867232ae7,claim_00903,2025-07-13,general_ai,normative,policy,tier_3,none,,"Yet nearly all funding has been aimed simply at making them larger. § Despite the often open hostility of Hinton and many of his followers, I have always stuck to my guns, never arguing that we should dispense with deep learning (a commonly-repeated strawman) but always calling, instead, for a hybrid of deep learning and symbols.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_f674d75649e7,claim_00905,2025-07-13,general_ai,predictive,prediction,tier_3,none,,"As we will see in a moment, people are finally pursuing a tool-driven, neurosymbolic vision like this — and getting better results than they were able to get with pure neural networks.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_39a67cebaa8b,claim_00906,2025-07-13,general_ai,normative,policy,tier_3,none,,"But one of the main points of the paper was its call for the integration of neural networks and symbols: Another place that we should look is towards classic, “symbolic” AI, sometimes referred to as GOFAI (Good Old-Fashioned AI).",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_8068b9c730bb,claim_00911,2025-07-13,general_ai,predictive,prediction,tier_1,explicit_date,2020-12-31,A neurosymbolic substrate for AI by itself ( as I argued in 2020 ) is likely to be necessary but not sufficient .,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_00b9b6453624,claim_00912,2025-07-13,general_ai,descriptive,technical_assessment,tier_3,none,,Advances in neurosymbolic AI are likely to be just one part of a larger picture .,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_cdae4196aa97,claim_00914,2025-07-13,general_ai,descriptive,capability,tier_1,none,,"As Phil Libin put it to me, “trying to improve the results [of o3] by continuing to talk with it rarely works after the first few prompts… It’s either gonna get it right in 5 minutes, or never.” Neurosymbolic AI is not one thing, but many. o3’s use of neurosymbolic AI is very different from AlphaFold’s use of neurosymbolic AI.",https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_d264fa4df81a,claim_00917,2025-07-15,general_ai,predictive,prediction,tier_3,none,,"The chance that humans will literally go extinct at the hands of AI, I told Liron Shapira, in his podcast Doom Debates in May, was low.",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_dd6e2fbc424f,claim_00918,2025-07-15,general_ai,predictive,prediction,tier_2,relative,near_term,"Part of my reasoning then was that actual malice on the part of AI was unlikely, at least any time soon.",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_f3f3dd741039,claim_00919,2025-07-15,general_ai,descriptive,technical_assessment,tier_2,none,,"I have always thought a lot of the extinction scenarios were contrived, like Bostrom’s famous paper clip example (in which superintelligent AI, instructed to make paper clips, turns everything in the universe, including humans, into paper clips).",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_2fae9ca93dda,claim_00921,2025-07-15,general_ai,normative,policy,tier_3,none,,"I strongly urge you to read the entire thread , the bottom line of which is “AI developers should know whether their models have [bad] behaviors before releasing.” xAI apparently didn’t.",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_25e43ffb3c51,claim_00923,2025-07-15,general_ai,descriptive,technical_assessment,tier_3,none,,"Is it possible that a poorly constructed AI fueling a worldwide fleet of robots could go truly, horribly wrong?",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_eba1db5e20e9,claim_00924,2025-07-15,general_ai,descriptive,technical_assessment,tier_2,none,,"AI might be helpful in rapidly sorting data, and in distinguishing a real attack from an error, but it is not infallible.",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_04615a662780,claim_00925,2025-07-15,general_ai,normative,policy,tier_3,explicit_date,2014-12-31,"Forcing unreliable AI everywhere in the decision-making chain is not necessarily something we should want. § In his 2014 MIT speech, Musk elaborated on his demon fears: You know all those stories where there's the guy with the pentagram and the holy water and he's like... yeah, he's sure he can control the demon, [but] it doesn't work out.",https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
cluster2_0ab90b749772,claim_00929,2025-07-22,general_ai,predictive,prediction,tier_1,explicit_date,2025-12-31,"As mathematician Kevin Buzzard posted over the weekend; it’s hardly a sure thing that solving IMO problems will equate to direct progress in actual math research Eric Schmidt’s recent prediction (made before IMO 2025), that there will be AI-based “world-class mathematicians” within a year, is pure fantasy.",https://garymarcus.substack.com/p/deepmind-and-openai-achieve-imo-gold
cluster2_96ba65e917af,claim_00931,2025-07-22,general_ai,normative,policy,tier_3,none,,"His tweet concluded: ""In the absence of a controlled test methodology that was not self-selected by the competing teams, one should be wary of making apples-to-apples comparisons between the performance of various AI models on competitions such as the IMO, or between such models and the human contestants.",https://garymarcus.substack.com/p/deepmind-and-openai-achieve-imo-gold
cluster2_1b52e98783eb,claim_00948,2025-08-03,general_ai,causal,prediction,tier_3,none,,That can and sometimes does lead to catastrophe. § I don’t expect agents to go away; eventually AI agents will be among the biggest time-savers humanity has ever known.,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been
cluster2_0df0de96fe9a,claim_00978,2025-08-17,general_ai,normative,policy,tier_3,none,,"No one patch would be enough, or even a thousand; there are just too many variations on the overall theme, and at the same time, many developers will find it hard to resist giving AI tools far more access and permissions than they should, lured by hopes of convenience and productivity.",https://garymarcus.substack.com/p/llms-coding-agents-security-nightmare
cluster2_fe3ae5216bca,claim_00982,2025-08-23,general_ai,predictive,industry_market,tier_1,explicit_date,2024-12-31,"Here they are, crowing about supposed AI efficiencies, thought by some to preening before the market before a possible IPO, in 2024: And here they are again, walking it all back in February 2025.",https://garymarcus.substack.com/p/ai-layoffs-productivity-and-the-klarna
cluster2_f4d4aad10839,claim_00983,2025-08-23,general_ai,descriptive,technical_assessment,tier_2,none,,"But all too often I believe that they are underestimating what humans can do and overestimating the technological readiness of current AI, which can often do large portions of a job but not the whole thing.",https://garymarcus.substack.com/p/ai-layoffs-productivity-and-the-klarna
cluster2_c815d32610eb,claim_00984,2025-08-27,general_ai,descriptive,technical_assessment,tier_1,explicit_date,2019-12-31,"(The challenges that compositionality poses were also major theme of Marcus and Davis’s 2019 book Rebooting AI . ) And guess what, surprise, surprise, even the latest models still struggle with compositionality, as a grad student at UC Santa Barbara, Kenan Tang, quickly noted, in one of the first skeptical looks at nano: Tang, who has a more scientific spirit than Unutmaz, was also quick to note that these problems are not new.",https://garymarcus.substack.com/p/what-scaling-does-and-doesnt-buy
cluster2_de63f02252a7,claim_00987,2025-09-28,general_ai,descriptive,technical_assessment,tier_2,none,,"The central thesis (which I have always felt was overstated) was that progress on AI has always come from scaling, and never from hand engineering.",https://garymarcus.substack.com/p/game-over-for-pure-llms-even-turing
cluster2_929eb1cd2f1e,claim_00993,2025-10-27,general_ai,predictive,prediction,tier_2,none,,"More likely, to my mind, is that generative AI will become a mildly useful, widely used commodity that never makes much money for anyone other than chip companies.",https://garymarcus.substack.com/p/could-china-devastate-the-us-without
cluster2_1ce638f9d3d2,claim_00995,2025-11-18,general_ai,descriptive,technical_assessment,tier_2,none,,"In classical AI, models are absolutely central — and pretty much always have been.",https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_2a2d2d3e0129,claim_01000,2025-11-18,general_ai,normative,policy,tier_3,none,,"It was obvious even in 1948 where the core of a chess program should begin: with a world model, viz. a machine-internal representation of the current board state (which pieces are on which squares) that can be updated after every move.",https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_324ad0fbfbf2,claim_01001,2025-11-18,general_ai,normative,policy,tier_3,none,,You don’t need to have a world model (here a representation of the board) at all to parrot these moves.,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_8aba4c39aa76,claim_01002,2025-11-18,general_ai,causal,technical_assessment,tier_2,none,,They don’t know which moves are possible (or not) because they never induce a proper dynamic world model of the board state.,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_a02cbc420cd4,claim_01016,2025-11-18,general_ai,descriptive,technical_assessment,tier_2,none,,Dynamic updates and situations in which full information is not always available may also be treated incorrectly. 3 Does this mean neural networks have no role to play in chess?,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_5f92defa1a24,claim_01017,2025-11-18,general_ai,descriptive,technical_assessment,tier_3,none,,"In fact, the leading chess AI, Stockfish , has for the last several years been a neurosymbolic hybrid model, using a neural network to evaluate moves, but a symbolic infrastructure to search moves and (if I understand the source code correctly) decide which are the possible moves to evaluate, as in this bit of C++ source code: https://github.com/official stockfish/Stockfish/blob/master/src/movegen.cpp which symbolically generates candidate moves based on a (world) model of the board.",https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_6efac2e4d22b,claim_01018,2025-11-19,general_ai,descriptive,technical_assessment,tier_3,none,,"I urge you in the strongest possible terms to follow the links that Joe Gordon-Levitt supplied at https://linktr.ee/StopTheAIBan , so that states can protect their citizens from the many dangers of AI, short-term and long.",https://garymarcus.substack.com/p/mayday-the-white-house-is-attempting
cluster2_7b345dfaec46,claim_01033,2025-12-01,general_ai,normative,policy,tier_3,none,,"In a summary sentence, they conclude “Three years into the generative-AI wave, demand for the technology looks surprisingly flimsy.” (Nobody should actually be surprised by that, but I will get to that in a minute.) And worse, the economy itself has become so wrapped up in generative AI and its promises, that the economy itself is, by many accounts in serious jeopardy.",https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_433372b51b55,claim_01050,2025-12-09,general_ai,descriptive,technical_assessment,tier_3,none,,"Here for example is AI analyst Zvi Mowshowitz ’s take: The H100 move is not playing well on the political right, either.",https://garymarcus.substack.com/p/has-the-chinese-government-figured
cluster2_b2b71b07d7fb,claim_01051,2025-12-09,general_ai,descriptive,technical_assessment,tier_3,none,,And realized that loading up on AI infrastructure that is likely to rapidly depreciate might be premature — and not the massive competitive or economic advantage many once people thought it was.,https://garymarcus.substack.com/p/has-the-chinese-government-figured
cluster2_a33bb1b67f02,claim_01052,2025-12-09,general_ai,descriptive,technical_assessment,tier_2,none,,"Item two, also from earlier today was this, reported by The New York Times: The only excuse I can see for the White House’s escalating efforts at leaving AI all but entirely deregulated (unlikely virtually any other industry from medicine to food to airplanes to cars to constructions) is some sort of race with China.",https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent
cluster2_15ebf431b7c7,claim_01055,2025-12-09,general_ai,predictive,prediction,tier_3,none,,"By the end of the week (when the Executive Order is expected), American citizens will have almost no route to protection from the consequences of AI, and with the sale of H200s, American AI companies (aside from Nvidia) will also took a hit.",https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent
cluster2_7cd0412bf3a7,claim_01058,2025-12-13,general_ai,predictive,prediction,tier_2,none,,"But more importantly the generative AI race is not—and will not ever be—“winner take all”, any more than Coke’s long standing battle with Pepsi has been winner-take-all.",https://garymarcus.substack.com/p/a-deeply-implausible-premise-is-behind
cluster2_ae9de5206a1a,claim_01060,2025-12-15,general_ai,descriptive,technical_assessment,tier_2,none,,"Fantastic, nuanced 8 minute interview with Meghan McCarty Carino on what I think is the most important open challenge for AI.",https://garymarcus.substack.com/p/a-case-for-ai-models-that-understand
cluster2_b2062e06a8e5,claim_01062,2025-12-17,general_ai,descriptive,industry_market,tier_1,none,,It was so popular you can get it on a t-shirt: The idea — which has led us all the way into the apparent AI bubble — was that one could use “ massive amounts of data – often derived from human behavior – as a substitute for intelligence. ” I said it would never work.,https://garymarcus.substack.com/p/breaking-news-scale-is-all-you-need
cluster2_f8ba773aa767,claim_01066,2025-12-20,general_ai,predictive,prediction,tier_1,explicit_date,2025-12-31,This newsletter’s predictions from last year about AI in 2025. § Here are six or seven predictions for 2026; the first is a holdover from last year that no longer will surprise many people.,https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026
cluster2_97b98e0a97eb,claim_01067,2025-12-20,general_ai,predictive,industry_market,tier_1,explicit_date,2025-12-31,"Work on new approaches such as world models and neurosymbolic will escalate. 2025 will be known as the year of the peak bubble , and also the moment at which Wall Street began to lose confidence in generative AI.",https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026
cluster2_b4313a3cfb16,claim_01068,2025-12-20,general_ai,predictive,prediction,tier_3,none,,Backlash to Generative AI and radical deregulation will escalate .,https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026
cluster2_6478b95df541,claim_01069,2025-12-20,general_ai,predictive,prediction,tier_3,none,,"In the midterms, AI will be an election issue for first time.",https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026
cluster2_17c7e772b7fb,claim_01071,2025-12-23,general_ai,predictive,prediction,tier_2,none,,"The Information quotes an exec there as saying that trust in generative AI (you know, the kind that you need all those data centers for) has declined over the last year: Needless to say, the speculative America, buying chips and building data centers on the hope that it will pay off, is at odds with the growing disappointment.",https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of
cluster2_1c7257e05b5d,claim_01072,2025-12-23,general_ai,descriptive,technical_assessment,tier_2,none,,"Going all in on Generative AI, without diversifying intellectually and economically, is likely an immense mistake.",https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of
cluster2_9edbc6e463bb,claim_01076,2026-01-06,general_ai,causal,technical_assessment,tier_2,none,,"LeCun talks about world models, but (because of what appears to be an ego-related mental block against classical symbolic AI, which he has always allied himself against) I don’t think LeCun actually understands what a world model needs to be.",https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly
cluster2_a115404c2f94,claim_01077,2026-01-06,general_ai,descriptive,technical_assessment,tier_3,none,,"If you don’t follow the technical jargon, you can just skim, and focus especially on the part about what JEPA is — and is not: It is useful, it is clever, and it improves how neural nets extract latent structure from sensory streams.",https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly
cluster2_26b4c24cf823,claim_01078,2026-01-06,general_ai,descriptive,technical_assessment,tier_3,none,,"JEPA does not understand anything about space. … once the sensory stream drifts outside of the training manifold, JEPA has no stabilizing mechanism to rebuild coherence.” Denis O’s closing summary absolutely nails it: “ JEPA helps deep learning to ‘see’ the world more cleanly… But seeing is not understanding.",https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly
cluster2_fb0cee45fb61,claim_01084,2026-01-06,general_ai,descriptive,capability,tier_1,none,,"In reality, others that he rarely or never cites had been concerned about the problem for years, going back to John McCarthy (one of AI’s actual godfathers) in the late 1950’s, Pat Hayes in the 1970s and 1980s and in this last two decades by my long-term collaborator Ernest Davis, literally in the same department as LeCun at NYU for the last quarter century, yet Davis’ work on commonsense reasoning is mentioned by LeCun scandalously rarely.",https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
cluster2_0429c0c918aa,claim_01086,2026-01-06,general_ai,normative,policy,tier_3,explicit_date,2019-12-31,"Likewise, Ernest Davis and I argued strenuously that the field should pay more attention to world (cognitive) models in our 2019 book Rebooting AI , which LeCun was dismissive of.",https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
cluster2_d4bfabb90014,claim_01087,2026-01-06,general_ai,predictive,prediction,tier_3,none,,"Similarly, Fei-Fei Li is building a world-model focused AI startup, World Labs ; based on past experience, I will be surprised if LeCun ever gives her endeavors much mention.",https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
cluster2_4fc51619b678,claim_01088,2026-01-06,general_ai,predictive,prediction,tier_1,explicit_date,2026-12-31,"Quick links to a couple of pieces I published elsewhere this week: First, in Politico’s annual “Black Swan” feature, on unlikely scenarios that could nonetheless come true, 15 Scenarios That Could Stun the World in 2026 : B y the end of 2026, President Trump will have begun to distance himself from the aggressively pro-AI industry policies that characterized his AI strategy in 2025.",https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and
cluster2_fbbd6b0d3f90,claim_01089,2026-01-06,general_ai,predictive,prediction,tier_3,none,,The giant AI infrastructure plays (like Project Stargate) that he championed after his inauguration will look like an unprofitable and underused mistake.,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and
cluster2_699ebaf5f3f1,claim_01091,2026-01-06,general_ai,predictive,prediction,tier_2,none,,"And as it all starts to fall apart, Trump will bolt for the door. “Coffee chatbot, we hardly knew ye,” Trump will be overheard to say.",https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and
cluster2_20d067bdb19a,claim_01095,2026-01-06,general_ai,predictive,prediction,tier_3,none,,"Washington’s favorite fantasy right now seems to be that we will “beat” China if we “win” the Generative AI race, as if either side had any chance of completely dominating GenAI .",https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with
cluster2_8bacb309f07f,claim_01099,2026-01-14,general_ai,predictive,prediction,tier_2,none,,"I hope that before the paper is finally published the authors will insert the word “Generative” before “AI” in the title, since the force of their critique is (as the last sentence of the abstract acknowledges) really about current approaches, not all possible approaches to AI that one could imagine.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_18a2fe6e2702,claim_01100,2026-01-14,general_ai,descriptive,technical_assessment,tier_3,none,,"But predictive and generative AI systems are not simply neutral conduits to help executives, bureaucrats, and elected leaders do what they were going to do anyway, only more cost-effectively.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_23db43d0a219,claim_01101,2026-01-14,general_ai,descriptive,technical_assessment,tier_3,none,,"Even if predictive and generative AI systems are not directly used to eradicate these institutions, AI systems by their nature weaken the institutions to the point of enfeeblement.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_1bc10ee706e3,claim_01102,2026-01-14,general_ai,descriptive,technical_assessment,tier_3,none,,"To clarify, we are not arguing that AI is a neutral or general purpose tool that can be used to destroy these institutions.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_93a80b3df2a7,claim_01103,2026-01-14,general_ai,predictive,prediction,tier_3,none,,"Rather, we are arguing that AI’s current core functionality—that is, if it is used according to its design—will progressively exact a toll upon the institutions that support modern democratic life.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_039cfae20f59,claim_01104,2026-01-14,general_ai,predictive,prediction,tier_3,none,,"The more AI is deployed in our existing economic and social systems, the more the institutions will become ossified and delegitimized.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_9e9f58789def,claim_01105,2026-01-14,general_ai,normative,policy,tier_3,none,,"In short, AI systems are a death sentence for civic institutions, and we should treat them as such. § Another astonishing thing about the paper is its back story.",https://garymarcus.substack.com/p/how-generative-ai-is-destroying-society
cluster2_bcf8accc8e5e,claim_01107,2026-01-15,general_ai,normative,policy,tier_3,none,,"If you haven’t already read the essay I shared yesterday on how generative AI is undermining social institutions, you should.",https://garymarcus.substack.com/p/a-few-dark-words-about-chatbots-and
cluster2_83a516a7a0fe,claim_01108,2026-01-15,general_ai,descriptive,technical_assessment,tier_3,none,,"Generative AI has its uses, but I am increasingly convinced that on balance it is not a step forward for humanity.",https://garymarcus.substack.com/p/a-few-dark-words-about-chatbots-and
cluster2_0ea8e4435a1a,claim_01110,2026-01-23,general_ai,normative,policy,tier_3,none,,"Finally, we need to end the era of plausible deniability with an AI Influence Observatory.",https://garymarcus.substack.com/p/ai-bot-swarms-threaten-to-undermine
cluster2_1ce4fec33d75,claim_01111,2026-01-23,general_ai,descriptive,technical_assessment,tier_3,none,,The point is not that AI makes democracy impossible.,https://garymarcus.substack.com/p/ai-bot-swarms-threaten-to-undermine
cluster2_b577a782735b,claim_01113,2026-02-01,general_ai,causal,technical_assessment,tier_3,none,,And not just because I think that a bots claiming to have a sister is chatbot garbage.,https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere
cluster2_27ffd3772b33,claim_01116,2026-02-01,general_ai,predictive,prediction,tier_3,none,,"Don’t catch a CTD — chatbot transmitted disease) I will give the last words to Nathan Hamiel, “I can’t believe this needs to be said, it isn’t rocket science.",https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere
cluster2_cad2d8b57104,claim_01117,2026-02-03,general_ai,predictive,prediction,tier_2,none,,"You can read it on the SpaceX website, which tells us that the merged everything company will be “the most ambitious, vertically-integrated innovation engine on (and off) Earth, with AI, rockets, space-based internet, direct-to-mobile device communications and the world’s foremost real-time information and free speech platform”.",https://garymarcus.substack.com/p/four-theories-about-the-spacex-xai
